source_file,task,outer_fold,split_strategy,screening_mode,row_policy,use_BDE,descriptor_mode,use_V7_formula_features,selected_view,selected_requested_k,selected_effective_k,n_features_after_variance,selected_model,inner_primary,inner_secondary,n_train,n_test,n_train_groups,n_test_groups,group_overlap,outer_R2,outer_RMSE,outer_MAE,n_test_neat,n_test_modified,outer_modified_R2,outer_modified_RMSE,outer_modified_MAE,conformal_alpha,conformal_q,conformal_n_calibration,outer_PICP,outer_MPIW,outer_modified_PICP,outer_modified_MPIW,selected_threshold,outer_Accuracy,outer_Balanced_Accuracy,outer_Macro_F1,outer_Weighted_F1,outer_Brier,outer_ECE,outer_TN,outer_FP,outer_FN,outer_TP,outer_ROC_AUC,outer_PR_AUC,outer_modified_Accuracy,outer_modified_Balanced_Accuracy,outer_modified_Macro_F1,outer_modified_Weighted_F1,outer_modified_Brier,outer_modified_ECE,outer_modified_TN,outer_modified_FP,outer_modified_FN,outer_modified_TP,outer_modified_ROC_AUC,outer_modified_PR_AUC
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\Tg\molecule\formulation\without_BDE\Tg_outer_fold_metrics.csv,Tg,5,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,270.0,270,624,SoftVote,0.4557032559303072,-17.365999017576087,286,71,78,20,0,0.4610734002890431,19.392796966112265,11.848385570726007,18,53,0.5481898299799044,17.84251272896957,10.490240703394877,0.05,37.91996044735956,58.0,0.9014084507042254,75.83992089471914,0.9245283018867924,75.8399208947191,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\Tg\molecule\formulation\with_BDE\Tg_outer_fold_metrics.csv,Tg,1,molecule,formulation,baseline_inclusive,1,advanced,1,morgan_r3,270.0,270,633,XGB,0.4698355679219589,-18.79266860334929,285,72,78,20,0,0.5033438270915538,10.62365333744978,8.441264979044597,18,54,0.6604221108118298,9.32017309131409,7.587502995243778,0.05,71.14471740722657,57.0,1.0,142.2894348144531,1.0,142.28943481445307,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\Tg\molecule\formulation\with_BDE\Tg_outer_fold_metrics.csv,Tg,2,molecule,formulation,baseline_inclusive,1,advanced,1,morgan_r3,270.0,270,608,GBDT,0.4407937188237522,-19.340080961688237,285,72,78,20,0,0.4625495384275124,11.472398442794567,8.981067384039225,17,55,0.4396867484243442,11.518466391612847,8.902396502582825,0.05,39.95344795526765,57.0,1.0,79.9068959105353,1.0,79.90689591053528,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\Tg\molecule\formulation\with_BDE\Tg_outer_fold_metrics.csv,Tg,3,molecule,formulation,baseline_inclusive,1,advanced,1,morgan_r3,270.0,270,640,XGB,0.4245074867614767,-18.030542863925717,286,71,79,19,0,0.6757508004205249,14.516500873706324,9.950250708351671,19,52,0.764587142245914,12.5781655292159,8.756522181584286,0.05,62.05382385253907,58.0,0.9859154929577464,124.10764770507808,1.0,124.10764770507814,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\Tg\molecule\formulation\with_BDE\Tg_outer_fold_metrics.csv,Tg,4,molecule,formulation,baseline_inclusive,1,advanced,1,morgan_r3,270.0,270,631,SoftVote,0.5459998342846923,-14.494593193093058,286,71,79,19,0,0.5258417434702258,22.42530018923396,14.741417241889478,18,53,0.5281984677096818,21.61626833775685,14.497361573323294,0.05,27.383988098408253,58.0,0.9014084507042254,54.76797619681651,0.9056603773584906,54.76797619681651,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\Tg\molecule\formulation\with_BDE\Tg_outer_fold_metrics.csv,Tg,5,molecule,formulation,baseline_inclusive,1,advanced,1,morgan_r3,270.0,270,645,SoftVote,0.4519701068205849,-17.425451037525615,286,71,78,20,0,0.4798078164762734,19.05274486737253,11.739772217464964,18,53,0.5707593493901256,17.39115541959711,10.375712320639714,0.05,36.16953671910531,58.0,0.9014084507042254,72.33907343821066,0.9245283018867924,72.33907343821062,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,676,676,ExtraTrees,0.7990122570694966,0.805064935064935,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4900000000000002,0.8157894736842105,0.8221288515406162,0.8156618156618156,0.8161724477513952,0.1258410320855418,0.1232309255864103,48.0,15.0,6.0,45.0,0.9215686274509804,0.9096489380933518,0.7692307692307693,0.7536764705882353,0.7575180814617435,0.7639600597347076,0.157646970285611,0.1542819799546889,25.0,15.0,6.0,45.0,0.8764705882352941,0.9096489380933518
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,676,676,ExtraTrees,0.7990122570694966,0.805064935064935,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4900000000000002,0.8157894736842105,0.8221288515406162,0.8156618156618156,0.8161724477513952,0.1258410320855418,0.1232309255864103,48.0,15.0,6.0,45.0,0.9215686274509804,0.9096489380933518,0.7692307692307693,0.7536764705882353,0.7575180814617435,0.7639600597347076,0.157646970285611,0.1542819799546889,25.0,15.0,6.0,45.0,0.8764705882352941,0.9096489380933518
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,676,676,ExtraTrees,0.7990122570694966,0.805064935064935,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4900000000000002,0.8157894736842105,0.8221288515406162,0.8156618156618156,0.8161724477513952,0.1258410320855418,0.1232309255864103,48.0,15.0,6.0,45.0,0.9215686274509804,0.9096489380933518,0.7692307692307693,0.7536764705882353,0.7575180814617435,0.7639600597347076,0.157646970285611,0.1542819799546889,25.0,15.0,6.0,45.0,0.8764705882352941,0.9096489380933518
results\scientific_validation\FINAL_grouping_sensitivity_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,676,676,ExtraTrees,0.7990122570694966,0.805064935064935,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4900000000000002,0.8157894736842105,0.8221288515406162,0.8156618156618156,0.8161724477513952,0.1258410320855418,0.1232309255864103,48.0,15.0,6.0,45.0,0.9215686274509804,0.9096489380933518,0.7692307692307693,0.7536764705882353,0.7575180814617435,0.7639600597347076,0.157646970285611,0.1542819799546889,25.0,15.0,6.0,45.0,0.8764705882352941,0.9096489380933518
results\scientific_validation\FINAL_information_source_ablation_5x5\all\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,676,676,ExtraTrees,0.7990122570694966,0.805064935064935,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4900000000000002,0.8157894736842105,0.8221288515406162,0.8156618156618156,0.8161724477513952,0.1258410320855418,0.1232309255864103,48.0,15.0,6.0,45.0,0.9215686274509804,0.9096489380933518,0.7692307692307693,0.7536764705882353,0.7575180814617435,0.7639600597347076,0.157646970285611,0.1542819799546889,25.0,15.0,6.0,45.0,0.8764705882352941,0.9096489380933518
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\UL94_V0\molecule\formulation\conditions_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,102,102,ExtraTrees,0.7955947399117075,0.8053679653679653,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4700000000000002,0.7719298245614035,0.7787114845938375,0.7718596059113301,0.7722809178117708,0.1468098225540015,0.1138015510934687,45.0,18.0,8.0,43.0,0.8820417055711174,0.855180764658604,0.7142857142857143,0.6965686274509804,0.6982142857142857,0.7066326530612245,0.1839102863681623,0.1417552779473568,22.0,18.0,8.0,43.0,0.8142156862745098,0.8551807646586039
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\UL94_V0\molecule\formulation\molecular_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,579,579,ExtraTrees,0.6820836312868186,0.6901731601731602,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.5200000000000002,0.7017543859649122,0.7040149393090569,0.700925925925926,0.7025828460038986,0.1821102028463729,0.0285283705877977,43.0,20.0,14.0,37.0,0.7939620292561469,0.7231396671435455,0.6263736263736264,0.6127450980392157,0.612862862862863,0.6216051216051217,0.2281380507340686,0.0357012869894831,20.0,20.0,14.0,37.0,0.6754901960784314,0.7231396671435455
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\conditions_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,104,104,ExtraTrees,0.7855223322107698,0.797965367965368,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4500000000000002,0.7368421052631579,0.7469654528478058,0.7367610837438423,0.7362749546279492,0.1464216916516856,0.0767431721928587,41.0,22.0,8.0,43.0,0.8835978835978836,0.8636592044618852,0.6703296703296703,0.6465686274509804,0.6434169278996865,0.6552585345688793,0.1833938044371015,0.0932190628785976,18.0,22.0,8.0,43.0,0.8166666666666667,0.8636592044618854
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\molecular_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,579,579,ExtraTrees,0.6820836312868186,0.6901731601731602,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.5200000000000002,0.7017543859649122,0.7040149393090569,0.700925925925926,0.7025828460038986,0.1821102028463729,0.0285283705877977,43.0,20.0,14.0,37.0,0.7939620292561469,0.7231396671435455,0.6263736263736264,0.6127450980392157,0.612862862862863,0.6216051216051217,0.2281380507340686,0.0357012869894831,20.0,20.0,14.0,37.0,0.6754901960784314,0.7231396671435455
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,677,677,ExtraTrees,0.7952879782049807,0.8031168831168831,485,114,117,26,0,,,,23,91,,,,,,,,,,,0.4900000000000002,0.8421052631578947,0.84593837535014,0.8416666666666667,0.8425438596491228,0.1245238144223325,0.1100409820278615,51.0,12.0,6.0,45.0,0.9231248054777466,0.908378487224479,0.8021978021978022,0.7911764705882353,0.795045045045045,0.7996732996732997,0.155996758244206,0.1376993368961932,28.0,12.0,6.0,45.0,0.878921568627451,0.9083784872244792
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,678,678,GBDT,0.8168040324228595,0.8158801561704294,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5700000000000003,0.7454545454545455,0.7353940217391304,0.7367521367521368,0.7445843045843046,0.1792112223837932,0.1471506800252987,51.0,13.0,15.0,31.0,0.8199728260869565,0.6964269511866343,0.6666666666666666,0.665903890160183,0.664957264957265,0.6672364672364672,0.2344361225923639,0.1839850553657035,25.0,13.0,15.0,31.0,0.6967963386727689,0.6964269511866346
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,678,678,GBDT,0.8168040324228595,0.8158801561704294,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5700000000000003,0.7454545454545455,0.7353940217391304,0.7367521367521368,0.7445843045843046,0.1792112223837932,0.1471506800252987,51.0,13.0,15.0,31.0,0.8199728260869565,0.6964269511866343,0.6666666666666666,0.665903890160183,0.664957264957265,0.6672364672364672,0.2344361225923639,0.1839850553657035,25.0,13.0,15.0,31.0,0.6967963386727689,0.6964269511866346
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,678,678,GBDT,0.8168040324228595,0.8158801561704294,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5700000000000003,0.7454545454545455,0.7353940217391304,0.7367521367521368,0.7445843045843046,0.1792112223837932,0.1471506800252987,51.0,13.0,15.0,31.0,0.8199728260869565,0.6964269511866343,0.6666666666666666,0.665903890160183,0.664957264957265,0.6672364672364672,0.2344361225923639,0.1839850553657035,25.0,13.0,15.0,31.0,0.6967963386727689,0.6964269511866346
results\scientific_validation\FINAL_grouping_sensitivity_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,678,678,GBDT,0.8168040324228595,0.8158801561704294,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5700000000000003,0.7454545454545455,0.7353940217391304,0.7367521367521368,0.7445843045843046,0.1792112223837932,0.1471506800252987,51.0,13.0,15.0,31.0,0.8199728260869565,0.6964269511866343,0.6666666666666666,0.665903890160183,0.664957264957265,0.6672364672364672,0.2344361225923639,0.1839850553657035,25.0,13.0,15.0,31.0,0.6967963386727689,0.6964269511866346
results\scientific_validation\FINAL_information_source_ablation_5x5\all\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,678,678,GBDT,0.8168040324228595,0.8158801561704294,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5700000000000003,0.7454545454545455,0.7353940217391304,0.7367521367521368,0.7445843045843046,0.1792112223837932,0.1471506800252987,51.0,13.0,15.0,31.0,0.8199728260869565,0.6964269511866343,0.6666666666666666,0.665903890160183,0.664957264957265,0.6672364672364672,0.2344361225923639,0.1839850553657035,25.0,13.0,15.0,31.0,0.6967963386727689,0.6964269511866346
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\UL94_V0\molecule\formulation\conditions_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,102,102,GBDT,0.7816964285714285,0.7845357324732642,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.4900000000000002,0.7727272727272727,0.7741168478260869,0.7695080043583942,0.7739654528691491,0.1569899606735265,0.0886016190496194,49.0,15.0,10.0,36.0,0.8440896739130435,0.75081078033262,0.7023809523809523,0.6939359267734554,0.6950776825903877,0.6995720024615044,0.205148882936947,0.1044789124962228,23.0,15.0,10.0,36.0,0.7374141876430206,0.75081078033262
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\UL94_V0\molecule\formulation\molecular_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,582,582,ExtraTrees,0.7032978069019195,0.7108640298760822,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5200000000000002,0.6545454545454545,0.6939538043478262,0.6488575268817205,0.6415444770283479,0.1905876109611892,0.0512508832560154,29.0,35.0,3.0,43.0,0.733016304347826,0.6099299027175635,0.5476190476190477,0.5068649885583524,0.4149560117302053,0.4414886189079737,0.2495773378259951,0.0666624058057299,3.0,35.0,3.0,43.0,0.5503432494279177,0.6099299027175635
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\conditions_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,104,104,ExtraTrees,0.7847929855445344,0.7856815481242574,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5500000000000003,0.8090909090909091,0.8084239130434783,0.8054736842105263,0.8098143540669857,0.1399679651652177,0.060935854239813,52.0,12.0,9.0,37.0,0.8773777173913044,0.7770862282803671,0.75,0.744279176201373,0.7456380677721701,0.7488103821196828,0.1832886803296546,0.0792091522711341,26.0,12.0,9.0,37.0,0.7934782608695653,0.7770862282803671
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\molecular_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,582,582,ExtraTrees,0.7032978069019195,0.7108640298760822,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5200000000000002,0.6545454545454545,0.6939538043478262,0.6488575268817205,0.6415444770283479,0.1905876109611892,0.0512508832560154,29.0,35.0,3.0,43.0,0.733016304347826,0.6099299027175635,0.5476190476190477,0.5068649885583524,0.4149560117302053,0.4414886189079737,0.2495773378259951,0.0666624058057299,3.0,35.0,3.0,43.0,0.5503432494279177,0.6099299027175635
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,679,679,GBDT,0.8130416312659303,0.8127312850110338,489,110,114,29,0,,,,26,84,,,,,,,,,,,0.5700000000000003,0.7454545454545455,0.7353940217391304,0.7367521367521368,0.7445843045843046,0.1773605356600364,0.1434904474214388,51.0,13.0,15.0,31.0,0.8203125,0.6942646496422153,0.6666666666666666,0.665903890160183,0.664957264957265,0.6672364672364672,0.2320053442674247,0.1790638690135964,25.0,13.0,15.0,31.0,0.6973684210526316,0.6942646496422153
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,683,683,ExtraTrees,0.8004237288135594,0.8156661274906256,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4000000000000002,0.796875,0.8039408866995074,0.796875,0.796875,0.1560436976751753,0.1201893429526479,51.0,19.0,7.0,51.0,0.8571428571428572,0.8103895075698417,0.74,0.7134646962233169,0.7178819444444444,0.7305208333333333,0.1997354967721248,0.1541691402013243,23.0,19.0,7.0,51.0,0.7619047619047619,0.810389507569842
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,683,683,ExtraTrees,0.8004237288135594,0.8156661274906256,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4000000000000002,0.796875,0.8039408866995074,0.796875,0.796875,0.1560436976751753,0.1201893429526479,51.0,19.0,7.0,51.0,0.8571428571428572,0.8103895075698417,0.74,0.7134646962233169,0.7178819444444444,0.7305208333333333,0.1997354967721248,0.1541691402013243,23.0,19.0,7.0,51.0,0.7619047619047619,0.810389507569842
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,683,683,ExtraTrees,0.8004237288135594,0.8156661274906256,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4000000000000002,0.796875,0.8039408866995074,0.796875,0.796875,0.1560436976751753,0.1201893429526479,51.0,19.0,7.0,51.0,0.8571428571428572,0.8103895075698417,0.74,0.7134646962233169,0.7178819444444444,0.7305208333333333,0.1997354967721248,0.1541691402013243,23.0,19.0,7.0,51.0,0.7619047619047619,0.810389507569842
results\scientific_validation\FINAL_grouping_sensitivity_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,683,683,ExtraTrees,0.8004237288135594,0.8156661274906256,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4000000000000002,0.796875,0.8039408866995074,0.796875,0.796875,0.1560436976751753,0.1201893429526479,51.0,19.0,7.0,51.0,0.8571428571428572,0.8103895075698417,0.74,0.7134646962233169,0.7178819444444444,0.7305208333333333,0.1997354967721248,0.1541691402013243,23.0,19.0,7.0,51.0,0.7619047619047619,0.810389507569842
results\scientific_validation\FINAL_information_source_ablation_5x5\all\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,683,683,ExtraTrees,0.8004237288135594,0.8156661274906256,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4000000000000002,0.796875,0.8039408866995074,0.796875,0.796875,0.1560436976751753,0.1201893429526479,51.0,19.0,7.0,51.0,0.8571428571428572,0.8103895075698417,0.74,0.7134646962233169,0.7178819444444444,0.7305208333333333,0.1997354967721248,0.1541691402013243,23.0,19.0,7.0,51.0,0.7619047619047619,0.810389507569842
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\UL94_V0\molecule\formulation\conditions_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,99,99,SoftVote,0.7850937625645451,0.7942430703624733,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4400000000000002,0.78125,0.7852216748768472,0.7810361681329423,0.7816776637341153,0.1658759219633567,0.0779719241493508,52.0,18.0,10.0,48.0,0.8322660098522167,0.7338871809024081,0.72,0.6995073891625616,0.7028862478777589,0.7142954159592528,0.2122713349217928,0.0960991562713264,24.0,18.0,10.0,48.0,0.7204433497536946,0.7338871809024081
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\UL94_V0\molecule\formulation\molecular_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,591,591,SVC,0.655788732902667,0.6649051540327917,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4500000000000002,0.703125,0.7078817733990148,0.703052503052503,0.7034874847374848,0.1907782795405105,0.1168181134705126,46.0,24.0,14.0,44.0,0.7786945812807882,0.6878897266043155,0.62,0.5935960591133005,0.5924495924495925,0.6094036894036894,0.2343401852393211,0.0970484929250803,18.0,24.0,14.0,44.0,0.6311576354679803,0.6878897266043155
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\conditions_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,101,101,SoftVote,0.784802109863067,0.7924509227262702,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4500000000000002,0.78125,0.783743842364532,0.7807682896990458,0.7817317103009542,0.1664114329650755,0.0767425593209679,53.0,17.0,11.0,47.0,0.8307881773399015,0.7354938974157974,0.72,0.7027914614121511,0.7057587221521648,0.7161160151324085,0.212954050813027,0.0944261083759499,25.0,17.0,11.0,47.0,0.7179802955665024,0.7354938974157974
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\molecular_only\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,591,591,SVC,0.655788732902667,0.6649051540327917,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.4500000000000002,0.703125,0.7078817733990148,0.703052503052503,0.7034874847374848,0.1907782795405105,0.1168181134705126,46.0,24.0,14.0,44.0,0.7786945812807882,0.6878897266043155,0.62,0.5935960591133005,0.5924495924495925,0.6094036894036894,0.2343401852393211,0.0970484929250803,18.0,24.0,14.0,44.0,0.6311576354679803,0.6878897266043155
results\scientific_validation\FINAL_information_source_ablation_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,683,683,RF,0.7973661448167487,0.8042423351224175,471,128,114,29,0,,,,28,100,,,,,,,,,,,0.5100000000000002,0.796875,0.7980295566502462,0.7960784313725491,0.7972732843137255,0.1581499598716173,0.0623633753881291,55.0,15.0,11.0,47.0,0.852463054187192,0.7977921663480502,0.74,0.7266009852216748,0.7291666666666667,0.7378333333333333,0.2024319483605905,0.0798163442612017,27.0,15.0,11.0,47.0,0.7541050903119868,0.7977921663480501
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,4,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,672,672,ExtraTrees,0.8159107446034441,0.8212317950517635,483,116,115,28,0,,,,24,92,,,,,,,,,,,0.4900000000000002,0.7586206896551724,0.7577380952380952,0.7579731743666169,0.7584048512256539,0.1538407365665869,0.0701400572276712,47.0,13.0,15.0,41.0,0.8654761904761905,0.8201616444450137,0.6956521739130435,0.685515873015873,0.6835380835380835,0.6969981839547058,0.1939730917550209,0.0883872110756404,23.0,13.0,15.0,41.0,0.7757936507936508,0.8201616444450138
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,4,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,672,672,ExtraTrees,0.8159107446034441,0.8212317950517635,483,116,115,28,0,,,,24,92,,,,,,,,,,,0.4900000000000002,0.7586206896551724,0.7577380952380952,0.7579731743666169,0.7584048512256539,0.1538407365665869,0.0701400572276712,47.0,13.0,15.0,41.0,0.8654761904761905,0.8201616444450137,0.6956521739130435,0.685515873015873,0.6835380835380835,0.6969981839547058,0.1939730917550209,0.0883872110756404,23.0,13.0,15.0,41.0,0.7757936507936508,0.8201616444450138
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,4,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,672,672,ExtraTrees,0.8159107446034441,0.8212317950517635,483,116,115,28,0,,,,24,92,,,,,,,,,,,0.4900000000000002,0.7586206896551724,0.7577380952380952,0.7579731743666169,0.7584048512256539,0.1538407365665869,0.0701400572276712,47.0,13.0,15.0,41.0,0.8654761904761905,0.8201616444450137,0.6956521739130435,0.685515873015873,0.6835380835380835,0.6969981839547058,0.1939730917550209,0.0883872110756404,23.0,13.0,15.0,41.0,0.7757936507936508,0.8201616444450138
results\scientific_validation\FINAL_grouping_sensitivity_5x5\UL94_V0\molecule\formulation\without_BDE\UL94_V0_outer_fold_metrics.csv,UL94_V0,4,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,,672,672,ExtraTrees,0.8159107446034441,0.8212317950517635,483,116,115,28,0,,,,24,92,,,,,,,,,,,0.4900000000000002,0.7586206896551724,0.7577380952380952,0.7579731743666169,0.7584048512256539,0.1538407365665869,0.0701400572276712,47.0,13.0,15.0,41.0,0.8654761904761905,0.8201616444450137,0.6956521739130435,0.685515873015873,0.6835380835380835,0.6969981839547058,0.1939730917550209,0.0883872110756404,23.0,13.0,15.0,41.0,0.7757936507936508,0.8201616444450138
