source_file,task,outer_fold,split_strategy,screening_mode,row_policy,use_BDE,descriptor_mode,use_V7_formula_features,selected_view,selected_requested_k,selected_effective_k,n_features_after_variance,selected_model,inner_primary,inner_secondary,n_train,n_test,n_train_groups,n_test_groups,group_overlap,outer_R2,outer_RMSE,outer_MAE,n_test_neat,n_test_modified,outer_modified_R2,outer_modified_RMSE,outer_modified_MAE,conformal_alpha,conformal_q,conformal_n_calibration,outer_PICP,outer_MPIW,outer_modified_PICP,outer_modified_MPIW,selected_threshold,outer_Accuracy,outer_Balanced_Accuracy,outer_Macro_F1,outer_Weighted_F1,outer_Brier,outer_ECE,outer_TN,outer_FP,outer_FN,outer_TP,outer_ROC_AUC,outer_PR_AUC,outer_modified_Accuracy,outer_modified_Balanced_Accuracy,outer_modified_Macro_F1,outer_modified_Weighted_F1,outer_modified_Brier,outer_modified_ECE,outer_modified_TN,outer_modified_FP,outer_modified_FN,outer_modified_TP,outer_modified_ROC_AUC,outer_modified_PR_AUC
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\Char_yield\molecule\formulation\without_BDE\Char_yield_outer_fold_metrics.csv,Char_yield,1,molecule,formulation,baseline_inclusive,0,advanced,1,full_interaction,100.0,100,366,LGBM,0.4902577464096441,-3.384854387329365,156,40,41,11,0,-0.008624710328702,7.230385335616987,4.20118198949538,10,30,-0.2237028699329166,7.72318734989127,4.574364082313704,0.05,7.792650871023536,32.0,0.875,15.585301742047074,0.8666666666666667,15.585301742047076,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\Char_yield\molecule\formulation\without_BDE\Char_yield_outer_fold_metrics.csv,Char_yield,2,molecule,formulation,baseline_inclusive,0,advanced,1,full_interaction,100.0,100,380,SVR,0.342879259458752,-4.56703258236286,157,39,42,10,0,-0.2617422705144867,4.157696138537777,3.19483018740009,10,29,-0.7281735079365892,4.08551778028344,3.3475174546343056,0.05,16.125472177625404,32.0,1.0,32.25094435525081,1.0,32.25094435525081,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\Char_yield\molecule\formulation\without_BDE\Char_yield_outer_fold_metrics.csv,Char_yield,3,molecule,formulation,baseline_inclusive,0,advanced,1,full_interaction,100.0,100,388,SVR,0.1009986457485108,-5.175535590195476,157,39,42,10,0,0.5914422399199943,3.373889199368247,2.5720913574340134,10,29,0.4678565255006441,3.7417713721970527,2.910935483537582,0.05,13.95781359856881,32.0,1.0,27.91562719713762,1.0,27.915627197137617,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\Char_yield\molecule\formulation\without_BDE\Char_yield_outer_fold_metrics.csv,Char_yield,4,molecule,formulation,baseline_inclusive,0,advanced,1,full_interaction,100.0,100,351,SVR,0.3501162394190544,-4.502687589951772,157,39,42,10,0,0.4406672086301751,3.467239840929558,2.812773470872497,9,30,0.339539955525863,3.838017156401382,3.2027695302036987,0.05,8.291034131517371,32.0,0.9743589743589745,16.58206826303475,0.9666666666666668,16.58206826303474,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\Char_yield\molecule\formulation\without_BDE\Char_yield_outer_fold_metrics.csv,Char_yield,5,molecule,formulation,baseline_inclusive,0,advanced,1,full_interaction,100.0,100,362,RF,0.1033142444358348,-5.284245176177976,157,39,41,11,0,0.527083975624876,3.1534813430118875,2.318274590151983,9,30,0.295768535487687,3.427529429752311,2.495329757747548,0.05,13.721998129251691,32.0,1.0,27.443996258503383,1.0,27.443996258503383,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,1,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,137,137,SVR,0.2630719096304379,-3.959858905464073,118,30,42,10,0,-0.6729280826966366,2.5397820073111825,2.055003456558457,0,30,-0.6729280826966366,2.5397820073111825,2.055003456558457,0.05,11.817505733109396,24.0,1.0,23.635011466218785,1.0,23.635011466218785,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,1,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,136,136,SVR,0.264052701127146,-3.9572229026380215,118,30,42,10,0,-0.7121412229566668,2.569375616497251,2.085876914594257,0,30,-0.7121412229566668,2.569375616497251,2.085876914594257,0.05,11.869409243705364,24.0,1.0,23.73881848741073,1.0,23.73881848741073,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,2,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,138,138,GBDT,0.1879886017204225,-3.503078549367104,118,30,41,11,0,0.512807500295382,3.6136206402627344,2.909087362881156,0,30,0.512807500295382,3.6136206402627344,2.909087362881156,0.05,4.90489694412841,24.0,0.8333333333333334,9.80979388825682,0.8333333333333334,9.80979388825682,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,2,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,137,137,RF,0.1969177522238157,-3.483764792355722,118,30,41,11,0,0.5243994037159083,3.5703719058102537,2.811297295540437,0,30,0.5243994037159083,3.5703719058102537,2.811297295540437,0.05,6.226452290249435,24.0,0.9,12.452904580498869,0.9,12.452904580498869,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,3,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,119,119,SoftVote,0.16029552958788,-3.915535811701996,118,30,41,11,0,0.5466807599063019,2.8224540658235284,2.1994994195029447,0,30,0.5466807599063019,2.8224540658235284,2.1994994195029447,0.05,12.815091154869716,24.0,1.0,25.630182309739432,1.0,25.630182309739432,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,3,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,118,118,SoftVote,0.1536434600480647,-3.931014492802268,118,30,41,11,0,0.5576070044094832,2.788232131890513,2.175632941216688,0,30,0.5576070044094832,2.788232131890513,2.175632941216688,0.05,13.052276646464628,24.0,1.0,26.104553292929257,1.0,26.104553292929257,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,4,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,140,140,ExtraTrees,0.4094033996059772,-3.0899029333569885,119,29,42,10,0,-0.2097767908926597,5.211233584567035,3.216415006385698,0,29,-0.2097767908926597,5.211233584567035,3.216415006385698,0.05,8.287355555555553,24.0,0.896551724137931,16.57471111111111,0.896551724137931,16.57471111111111,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,4,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,139,139,ExtraTrees,0.4311385013046519,-3.032512752394195,119,29,42,10,0,-0.2157976218460446,5.224185153606026,3.235641558109836,0,29,-0.2157976218460446,5.224185153606026,3.235641558109836,0.05,8.182533333333346,24.0,0.896551724137931,16.36506666666669,0.896551724137931,16.36506666666669,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,5,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,134,134,ExtraTrees,0.2974451823111118,-3.6994363701378217,119,29,42,10,0,-0.3742050382750239,3.640182610396197,3.0847444444444427,0,29,-0.3742050382750239,3.640182610396197,3.0847444444444427,0.05,9.9036777777778,24.0,1.0,19.807355555555606,1.0,19.807355555555606,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_CY\molecule\formulation\without_BDE\Delta_CY_outer_fold_metrics.csv,Delta_CY,5,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,180.0,133,133,ExtraTrees,0.2895483548173325,-3.720169397858428,119,29,42,10,0,-0.3422823010946925,3.597653511444279,3.0565358876117483,0,29,-0.3422823010946925,3.597653511444279,3.0565358876117483,0.05,9.874125925925965,24.0,1.0,19.74825185185193,1.0,19.74825185185193,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,1,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,165,RF,0.5310146228606507,-2.782035574237166,374,94,114,29,0,0.4199207536049175,2.262427089520818,1.875791595898192,0,94,0.4199207536049175,2.262427089520818,1.875791595898192,0.05,7.0200445578231285,75.0,1.0,14.040089115646252,1.0,14.040089115646252,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,1,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,163,RF,0.5311515248709375,-2.7816294911478057,374,94,114,29,0,0.41769529993882,2.2667627961102284,1.8805216259314812,0,94,0.41769529993882,2.2667627961102284,1.8805216259314812,0.05,7.092049319727893,75.0,1.0,14.184098639455792,1.0,14.184098639455792,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,2,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,163,GBDT,0.2818421948583034,-3.0332031316592336,374,94,114,29,0,0.600854030712968,3.0813150923652524,2.357427590827871,0,94,0.600854030712968,3.0813150923652524,2.357427590827871,0.05,5.702453682098709,75.0,0.9042553191489362,11.40490736419742,0.9042553191489362,11.40490736419742,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,2,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,161,GBDT,0.2818251357192659,-3.033239156838034,374,94,114,29,0,0.6003375715457137,3.083307920939416,2.364330656119102,0,94,0.6003375715457137,3.083307920939416,2.364330656119102,0.05,5.650164956219957,75.0,0.9042553191489362,11.300329912439915,0.9042553191489362,11.300329912439915,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,3,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,162,RF,0.4939816418439339,-2.8890016782799752,374,94,114,29,0,0.53872948456545,2.0528923633163494,1.643509238542612,0,94,0.53872948456545,2.0528923633163494,1.643509238542612,0.05,7.7708836961451215,75.0,1.0,15.54176739229024,1.0,15.54176739229024,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,3,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,160,GBDT,0.4977721600353491,-2.87816076886022,374,94,114,29,0,0.5361027696547889,2.0587291855809884,1.7004516759696686,0,94,0.5361027696547889,2.0587291855809884,1.7004516759696686,0.05,7.840258377806015,75.0,1.0,15.680516755612024,1.0,15.680516755612024,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,4,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,161,RF,0.5956593278962024,-2.4938239593263947,375,93,115,28,0,0.24807855364172,3.216133620851084,2.553206111476849,0,93,0.24807855364172,3.216133620851084,2.553206111476849,0.05,7.443279251700681,75.0,0.967741935483871,14.886558503401364,0.967741935483871,14.886558503401364,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,4,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,159,RF,0.5936139806041403,-2.5001234763056788,375,93,115,28,0,0.2444609898579379,3.223860896340888,2.563721936946823,0,93,0.2444609898579379,3.223860896340888,2.563721936946823,0.05,7.486960430839002,75.0,0.978494623655914,14.973920861678003,0.978494623655914,14.973920861678003,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,5,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,165,SVR,0.256706972725552,-3.2299327697562243,375,93,115,28,0,0.5449112253369891,2.9014626767961254,2.2587641725973184,0,93,0.5449112253369891,2.9014626767961254,2.2587641725973184,0.05,4.786964450170293,75.0,0.8924731182795699,9.573928900340588,0.8924731182795699,9.573928900340588,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_LOI\molecule\formulation\without_BDE\Delta_LOI_outer_fold_metrics.csv,Delta_LOI,5,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,30.0,30,163,SVR,0.2638821367950599,-3.21430535412232,375,93,115,28,0,0.5405374797612092,2.915371956875209,2.270211487890732,0,93,0.5405374797612092,2.915371956875209,2.270211487890732,0.05,4.608259401061536,75.0,0.8602150537634409,9.216518802123078,0.8602150537634409,9.216518802123078,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,1,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,268,RF,0.2982190612474612,-162.92755209642644,231,58,100,25,0,0.1256630137761707,191.34016236476188,157.1263508488938,0,58,0.1256630137761707,191.34016236476188,157.1263508488938,0.05,612.4708800226756,47.0,1.0,1224.9417600453507,1.0,1224.9417600453507,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,1,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,267,RF,0.3001140723876091,-162.70742768202774,231,58,100,25,0,0.1222207742915788,191.71644272625636,157.27182520359491,0,58,0.1222207742915788,191.71644272625636,157.27182520359491,0.05,614.1518091383218,47.0,1.0,1228.3036182766432,1.0,1228.3036182766432,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,2,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,257,GBDT,0.2816113417625466,-171.2343303773008,231,58,100,25,0,0.4707713815590357,130.07916924415233,103.18185989128,0,58,0.4707713815590357,130.07916924415233,103.18185989128,0.05,639.7131013404658,47.0,1.0,1279.4262026809315,1.0,1279.4262026809315,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,2,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,256,GBDT,0.2857106791742525,-170.7450746412332,231,58,100,25,0,0.4802146350025115,128.9134163491625,101.27040257991314,0,58,0.4802146350025115,128.9134163491625,101.27040257991314,0.05,638.0210127037601,47.0,1.0,1276.0420254075198,1.0,1276.0420254075198,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,3,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,271,ExtraTrees,0.3562824141246687,-155.44120382595665,231,58,100,25,0,0.0191391458290978,208.26281195019305,170.21239220945074,0,58,0.0191391458290978,208.26281195019305,170.21239220945074,0.05,343.714077777778,47.0,0.896551724137931,687.4281555555561,0.896551724137931,687.4281555555561,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,3,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,270,ExtraTrees,0.3576497351587384,-155.27602967560549,231,58,100,25,0,0.0033406929107,209.93332777517037,171.64499661558105,0,58,0.0033406929107,209.93332777517037,171.64499661558105,0.05,345.0656888888894,47.0,0.8793103448275862,690.1313777777787,0.8793103448275862,690.1313777777787,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,4,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,284,RF,0.350936336732663,-156.68590778792213,231,58,100,25,0,0.0383409217166234,204.44038797231207,152.8523677784886,0,58,0.0383409217166234,204.44038797231207,152.8523677784886,0.05,417.3388175283444,47.0,0.9482758620689656,834.6776350566887,0.9482758620689656,834.6776350566887,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,4,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,283,RF,0.3518370256899212,-156.5771555438302,231,58,100,25,0,0.0355821391063884,204.73342459891063,152.63833616445947,0,58,0.0355821391063884,204.73342459891063,152.63833616445947,0.05,413.6047575283444,47.0,0.9482758620689656,827.2095150566885,0.9482758620689656,827.2095150566885,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,5,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,278,RF,0.2957733460568145,-170.698219976972,232,57,100,25,0,0.4262544062364598,130.10241094967947,101.06475021792744,0,57,0.4262544062364598,130.10241094967947,101.06475021792744,0.05,636.7382730385488,47.0,1.0,1273.4765460770975,1.0,1273.4765460770975,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_PHRR\molecule\formulation\without_BDE\Delta_PHRR_outer_fold_metrics.csv,Delta_PHRR,5,molecule,formulation,baseline_inclusive,0,advanced,0,maccs,240.0,240,277,RF,0.2960811716216542,-170.66090882226166,232,57,100,25,0,0.4350860146936381,129.0972009837246,100.41499769157186,0,57,0.4350860146936381,129.0972009837246,100.41499769157186,0.05,636.2751126303856,47.0,1.0,1272.5502252607712,1.0,1272.5502252607712,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,1,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,148,GBDT,0.5355590378885118,-12.365843905082324,226,57,97,24,0,0.0650890353739683,14.707795921271332,8.074911662979057,0,57,0.0650890353739683,14.707795921271332,8.074911662979057,0.05,17.213034340305825,46.0,0.9473684210526316,34.42606868061165,0.9473684210526316,34.42606868061165,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,1,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,146,GBDT,0.5288455916398233,-12.45489674698104,226,57,97,24,0,0.0263811541414158,15.009179600545377,8.062923164597848,0,57,0.0263811541414158,15.009179600545377,8.062923164597848,0.05,17.460223600282134,46.0,0.9298245614035088,34.92044720056427,0.9298245614035088,34.92044720056427,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,2,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,159,GBDT,0.4927376355083972,-11.584762236711834,226,57,97,24,0,0.4515741000398973,16.079557213253384,10.346040747325963,0,57,0.4515741000398973,16.079557213253384,10.346040747325963,0.05,41.21150832051678,46.0,0.9473684210526316,82.42301664103356,0.9473684210526316,82.42301664103356,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,2,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,157,GBDT,0.4901922499229921,-11.613791384065744,226,57,97,24,0,0.4481951876287483,16.129015113388338,10.405418325714978,0,57,0.4481951876287483,16.129015113388338,10.405418325714978,0.05,40.88260186582066,46.0,0.9473684210526316,81.76520373164134,0.9473684210526316,81.76520373164134,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,3,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,158,LGBM,0.4966923185861649,-13.284882591968922,226,57,96,25,0,0.1266539893822617,9.610048673627835,7.429381594151528,0,57,0.1266539893822617,9.610048673627835,7.429381594151528,0.05,52.71941970579733,46.0,1.0,105.43883941159469,1.0,105.43883941159469,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,3,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,156,LGBM,0.4836948686166613,-13.45532406452127,226,57,96,25,0,0.0723908531047384,9.904097980938078,7.594144889291985,0,57,0.0723908531047384,9.904097980938078,7.594144889291985,0.05,51.859713599605286,46.0,1.0,103.71942719921056,1.0,103.71942719921056,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,4,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,157,ExtraTrees,0.5889038536533808,-11.886676857572196,227,56,97,24,0,-0.2907760629487597,14.556886771104868,9.922646924603177,0,56,-0.2907760629487597,14.556886771104868,9.922646924603177,0.05,32.831570370370414,46.0,0.9285714285714286,65.66314074074081,0.9285714285714286,65.66314074074081,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,4,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,155,ExtraTrees,0.571379551968388,-12.137386914930277,227,56,97,24,0,-0.4554129207023476,15.457390032386211,10.268153736772478,0,56,-0.4554129207023476,15.457390032386211,10.268153736772478,0.05,31.643962962962988,46.0,0.9285714285714286,63.28792592592596,0.9285714285714286,63.28792592592596,,,,,,,,,,,,,,,,,,,,,,,,,
results\archive\FINAL_Delta_fixed_5x5_before_sign_fix\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,5,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,157,LGBM,0.3236588775970237,-13.135432050054586,227,56,97,24,0,0.4980870175070955,15.918863132242452,10.804346793341873,0,56,0.4980870175070955,15.918863132242452,10.804346793341873,0.05,67.94658628774494,46.0,1.0,135.89317257548987,1.0,135.89317257548987,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_Delta_fixed_5x5\Delta_THR\molecule\formulation\without_BDE\Delta_THR_outer_fold_metrics.csv,Delta_THR,5,molecule,formulation,baseline_inclusive,0,advanced,0,descriptors,120.0,120,155,LGBM,0.3137133653462653,-13.23165704576463,227,56,97,24,0,0.4817971753878343,16.175127850012036,11.184131489994911,0,56,0.4817971753878343,16.175127850012036,11.184131489994911,0.05,66.41662255302565,46.0,0.9821428571428572,132.8332451060513,0.9821428571428572,132.8332451060513,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\FS_MPa\molecule\formulation\without_BDE\FS_MPa_outer_fold_metrics.csv,FS_MPa,1,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,240.0,240,527,RF,0.2772656557241727,-28.991672263311955,183,45,48,11,0,0.404391822068567,20.981841682654597,16.9528818883662,11,34,0.4777224046505954,19.741310780209027,15.399176891774363,0.05,152.73353171584432,36.0,1.0,305.4670634316886,1.0,305.4670634316886,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\FS_MPa\molecule\formulation\without_BDE\FS_MPa_outer_fold_metrics.csv,FS_MPa,2,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,240.0,240,541,SoftVote,0.1644829703593954,-31.677824787662992,182,46,47,12,0,0.6691400635077145,14.031723634087497,10.173013300190696,11,35,0.7460268246070298,13.228084179920897,9.8331006727077,0.05,33.14709289758733,36.0,0.9347826086956522,66.29418579517464,0.9428571428571428,66.29418579517466,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\FS_MPa\molecule\formulation\without_BDE\FS_MPa_outer_fold_metrics.csv,FS_MPa,3,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,240.0,240,521,RF,0.4484166912088311,-24.624237535046152,182,46,47,12,0,0.3284850910353348,26.125225626450742,17.026494803979652,11,35,0.3113643954755639,29.10871299937983,19.05358774252288,0.05,42.48582270892774,36.0,0.8913043478260869,84.9716454178555,0.8571428571428571,84.9716454178555,,,,,,,,,,,,,,,,,,,,,,,,,
