feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
P_x_curing_RotBonds,molecular_descriptor,1.286151873556008,0.19856516786523276,1,4,compact,SoftVote,260,260
P_x_curing_HBD,molecular_descriptor,0.4055162668493361,0.017919234486594337,2,4,compact,SoftVote,260,260
P_content_x_EP_matrix_LOI,formulation_interaction,0.37019290706535085,-0.18255399542980752,3,4,compact,SoftVote,260,260
P_Si_loading_ratio,formulation_loading,0.34343592015032454,-0.01340846986011253,4,4,compact,SoftVote,260,260
Synergy_x_EP_matrix_LOI,formulation_interaction,0.3204276176275976,0.22799327191604787,5,4,compact,SoftVote,260,260
main_TPSA,molecular_descriptor,0.232338570330645,0.04347984329459909,6,4,compact,SoftVote,260,260
EP_matrix_LOI,ep_baseline,0.21962076413919948,0.16768809424032224,7,4,compact,SoftVote,260,260
P_loading_x_Synergy,formulation_loading,0.21227028584440513,-0.019543401135677718,8,4,compact,SoftVote,260,260
Cure_Temp_Max,curing_and_preparation,0.20743722606811854,-0.12409681968016986,9,4,compact,SoftVote,260,260
P_N_loading_product,formulation_loading,0.1504676072192624,-0.05533739186847275,10,4,compact,SoftVote,260,260
P_N_loading_sum,formulation_loading,0.13328270587663812,-0.030822227130147782,11,4,compact,SoftVote,260,260
Loading_x_Synergy,formulation_loading,0.11376861942615876,-0.007197587027866469,12,4,compact,SoftVote,260,260
N_content wt%,elemental_composition,0.1069575706368819,-0.010532519836372605,13,4,compact,SoftVote,260,260
P_x_curing_LogP,molecular_descriptor,0.1022850927368622,0.014162609746139667,14,4,compact,SoftVote,260,260
N_loading_real,formulation_loading,0.09383506386238691,-0.014060120238057363,15,4,compact,SoftVote,260,260
Loading_x_EP_matrix_LOI,formulation_interaction,0.08893496161918274,-0.052712102508022426,16,4,compact,SoftVote,260,260
main_morgan_r2_52,molecular_fingerprint,0.07792811833250096,0.02756447869422118,17,4,compact,SoftVote,260,260
P_x_CuringAgent_Has_N,molecular_descriptor,0.07721097709641607,0.015001624623928036,18,4,compact,SoftVote,260,260
main_morgan_r2_75,molecular_fingerprint,0.07641889338516844,-0.025882406214439727,19,4,compact,SoftVote,260,260
main_HBD,other,0.07589201270756314,0.025912049155145656,20,4,compact,SoftVote,260,260
main_FractionCSP3,molecular_descriptor,0.07127787222114312,0.005354800174788362,21,4,compact,SoftVote,260,260
N_loading_real_sqrt,formulation_loading,0.070050120281151,-0.012443079511885695,22,4,compact,SoftVote,260,260
EP_matrix_LOI_sq,ep_baseline,0.06752708363606225,0.05107279957321305,23,4,compact,SoftVote,260,260
main_morgan_r2_94,molecular_fingerprint,0.0668852576574648,0.012061025589223227,24,4,compact,SoftVote,260,260
curing_HBA,molecular_descriptor,0.06517600780696403,0.01184383339526027,25,4,compact,SoftVote,260,260
