outer_fold,1,2,3,4,5
1,1.0,0.4966421421641045,0.5450251339583913,0.7792931287512006,0.5722526950136761
2,0.4966421421641045,1.0,0.5838674604219385,0.5573668582795793,0.4933374288765047
3,0.5450251339583913,0.5838674604219385,1.0,0.5696993188721654,0.4862570148365927
4,0.7792931287512006,0.5573668582795793,0.5696993188721654,1.0,0.5845817426536194
5,0.5722526950136761,0.4933374288765047,0.4862570148365927,0.5845817426536194,1.0
