feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds
main_morgan_r2_120,molecular_fingerprint,0.0033097577975758708,0.0033097577975758708,-0.0018950147883755384,-0.0018950147883755384,1.0,0.0,0.6666666666666666,0.6666666666666666,164.4,5,5
S_content_wt%_sqrt,elemental_composition,0.0033024883137335328,0.0033024883137335328,-0.0007720446090065208,-0.0007720446090065208,1.0,0.0,0.6666666666666666,0.6666666666666666,146.4,5,5
main_morgan_r2_71,molecular_fingerprint,0.0032258815138010736,0.0032258815138010736,-0.00017053666597069043,-0.00017053666597069043,1.0,0.0,0.6666666666666666,0.6666666666666666,140.4,5,5
main_morgan_r2_114,molecular_fingerprint,0.00307294769190929,0.00307294769190929,-0.0006328577097028254,-0.0006328577097028254,1.0,0.0,0.5,0.5,177.0,5,5
main_morgan_r2_25,molecular_fingerprint,0.0030609556301658567,0.0030609556301658567,-0.0014306122273616635,-0.0014306122273616635,1.0,0.0,0.5,0.5,167.2,5,5
main_morgan_r2_125,molecular_fingerprint,0.0030352858868998196,0.0030352858868998196,0.0015568510593746865,0.0015568510593746865,1.0,0.0,0.6666666666666666,0.3333333333333333,152.8,5,5
curing_HeavyAtomCount,molecular_descriptor,0.002952084399883191,0.002952084399883191,6.98654635437008e-05,6.98654635437008e-05,1.0,0.0,0.6666666666666666,0.6666666666666666,167.0,5,5
main_morgan_r2_19,molecular_fingerprint,0.002904319237466149,0.002904319237466149,-0.00012981610646258763,-0.00012981610646258763,1.0,0.0,0.6666666666666666,0.6666666666666666,128.8,5,5
main_morgan_r2_85,molecular_fingerprint,0.0028568905212883007,0.0028568905212883007,0.00019019976572554837,0.00019019976572554837,1.0,0.0,0.5,0.5,162.8,5,5
P_loading_real_sq,formulation_loading,0.0026961581667814725,0.0026961581667814725,-0.0007985513435842977,-0.0007985513435842977,1.0,0.0,0.5,0.5,118.2,5,5
main_morgan_r2_80,molecular_fingerprint,0.0026256950862437903,0.0026256950862437903,0.0005655232671476878,0.0005655232671476878,1.0,0.0,0.6666666666666666,0.6666666666666666,147.4,5,5
main_morgan_r2_65,molecular_fingerprint,0.0025894499731713818,0.0025894499731713818,0.0006299598370840075,0.0006299598370840075,1.0,0.0,0.5,0.5,135.6,5,5
main_morgan_r2_95,molecular_fingerprint,0.0025689651831288657,0.0025689651831288657,-0.0013499300975696586,-0.0013499300975696586,1.0,0.0,0.75,0.25,136.8,5,5
main_morgan_r2_108,molecular_fingerprint,0.0025625730050935973,0.0025625730050935973,0.0005511685599785774,0.0005511685599785774,1.0,0.0,0.6666666666666666,0.6666666666666666,159.4,5,5
main_morgan_r2_2,molecular_fingerprint,0.0025250826613151664,0.0025250826613151664,-6.775905464009052e-05,-6.775905464009052e-05,1.0,0.0,0.5,0.5,135.6,5,5
main_morgan_r2_14,molecular_fingerprint,0.0025224018763855627,0.0025224018763855627,-0.0007975091295328541,-0.0007975091295328541,1.0,0.0,0.75,0.25,119.0,5,5
main_morgan_r2_38,molecular_fingerprint,0.002513148083060489,0.002513148083060489,-0.0003226889081025562,-0.0003226889081025562,1.0,0.0,0.6666666666666666,0.3333333333333333,136.4,5,5
curing_FractionCSP3,molecular_descriptor,0.00238196651012979,0.00238196651012979,5.187834297283988e-05,5.187834297283988e-05,1.0,0.0,0.75,0.75,143.8,5,5
main_morgan_r2_17,molecular_fingerprint,0.0023812720111354335,0.0023812720111354335,0.0010606601979175432,0.0010606601979175432,1.0,0.0,0.5,0.5,143.6,5,5
main_morgan_r2_116,molecular_fingerprint,0.0023311882636419257,0.0023311882636419257,0.0005094868133587624,0.0005094868133587624,1.0,0.0,0.75,0.75,133.6,5,5
main_morgan_r2_49,molecular_fingerprint,0.0022937471330367063,0.0022937471330367063,-0.0003594841815329851,-0.0003594841815329851,1.0,0.0,0.6666666666666666,0.3333333333333333,147.0,5,5
main_morgan_r2_50,molecular_fingerprint,0.0022929970665674843,0.0022929970665674843,9.090620155880654e-05,9.090620155880654e-05,1.0,0.0,0.6666666666666666,0.6666666666666666,131.8,5,5
CuringAgent_Has_S,molecular_descriptor,0.002274482864047327,0.002274482864047327,0.0003169506056173878,0.0003169506056173878,1.0,0.0,1.0,1.0,145.0,5,5
main_morgan_r2_46,molecular_fingerprint,0.0022075191852533654,0.0022075191852533654,-0.000516845599476988,-0.000516845599476988,1.0,0.0,1.0,0.0,132.6,5,5
main_morgan_r2_35,molecular_fingerprint,0.0021760790814667388,0.0021760790814667388,-3.565997469321589e-05,-3.565997469321589e-05,1.0,0.0,0.5,0.5,153.6,5,5
main_morgan_r2_104,molecular_fingerprint,0.002091217091545833,0.002091217091545833,0.000520780976166394,0.000520780976166394,1.0,0.0,1.0,1.0,180.4,5,5
main_morgan_r2_24,molecular_fingerprint,0.0018192543739573251,0.0018192543739573251,-0.00040459732504682987,-0.00040459732504682987,1.0,0.0,0.5,0.5,167.4,5,5
main_morgan_r2_1,molecular_fingerprint,0.001800762529542731,0.001800762529542731,-9.276795012724676e-05,-9.276795012724676e-05,1.0,0.0,0.5,0.5,145.6,5,5
main_morgan_r2_22,molecular_fingerprint,0.0017174259933655574,0.0017174259933655574,0.0011572799911557022,0.0011572799911557022,1.0,0.0,1.0,1.0,161.0,5,5
main_morgan_r2_121,molecular_fingerprint,0.0016899488562412191,0.0016899488562412191,-9.794745046175466e-05,-9.794745046175466e-05,1.0,0.0,1.0,0.0,183.0,5,5
main_morgan_r2_44,molecular_fingerprint,0.001583930802337759,0.001583930802337759,-0.0005074277041591592,-0.0005074277041591592,1.0,0.0,1.0,0.0,155.2,5,5
main_morgan_r2_117,molecular_fingerprint,0.0015608450497321621,0.0015608450497321621,-0.0002658939095733785,-0.0002658939095733785,1.0,0.0,1.0,0.0,185.0,5,5
