feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
P_x_curing_RotBonds,molecular_descriptor,0.8525431357562131,-0.2511579279425658,1,2,compact,GBDT,260,260
Synergy_x_EP_matrix_LOI,formulation_interaction,0.5472112534634975,0.16422431517444144,2,2,compact,GBDT,260,260
P_x_curing_LogP,molecular_descriptor,0.44803486201291304,-0.009065452923273879,3,2,compact,GBDT,260,260
P_x_curing_AromaticRings,molecular_descriptor,0.3392372745047841,-0.06533832509691515,4,2,compact,GBDT,260,260
P_content_x_EP_matrix_LOI,formulation_interaction,0.30924103639715916,0.05445148501085998,5,2,compact,GBDT,260,260
P_x_curing_HBD,molecular_descriptor,0.30615484779416063,-0.015432449493091553,6,2,compact,GBDT,260,260
P_Si_loading_ratio,formulation_loading,0.2744313795658591,0.0010290530015805016,7,2,compact,GBDT,260,260
P_loading_x_Synergy,formulation_loading,0.2218081896538691,0.018868269890727887,8,2,compact,GBDT,260,260
P_N_loading_product,formulation_loading,0.19990879647123322,0.06964493668224249,9,2,compact,GBDT,260,260
N_loading_real_sqrt,formulation_loading,0.15730254250268144,0.046507431866808085,10,2,compact,GBDT,260,260
N_content_wt%_sq,elemental_composition,0.11574319000640464,-0.015688658117368404,11,2,compact,GBDT,260,260
main_LogP,molecular_descriptor,0.11571527475594645,-0.07347061349441193,12,2,compact,GBDT,260,260
main_morgan_r2_75,molecular_fingerprint,0.11204783674226035,-0.07430258387441024,13,2,compact,GBDT,260,260
EP_matrix_LOI,ep_baseline,0.10710040529284423,0.004622239741341525,14,2,compact,GBDT,260,260
EP_matrix_LOI_sq,ep_baseline,0.10428999512417553,0.008793876673896896,15,2,compact,GBDT,260,260
main_morgan_r2_40,molecular_fingerprint,0.09955285829550126,0.0422567280936184,16,2,compact,GBDT,260,260
EP_matrix_LOI_sqrt,ep_baseline,0.09942730620749195,0.015452390524895028,17,2,compact,GBDT,260,260
Cure_Temp_Max,curing_and_preparation,0.09383969179044176,-0.0670512733401524,18,2,compact,GBDT,260,260
LOI_Thickness_mm,test_condition,0.08977097179313806,0.007999085763650432,19,2,compact,GBDT,260,260
curing_LogP,molecular_descriptor,0.08865519553422928,-2.4981495613854895e-05,20,2,compact,GBDT,260,260
N_loading_real_sq,formulation_loading,0.08680171908862476,0.024859738395963293,21,2,compact,GBDT,260,260
main_morgan_r2_11,molecular_fingerprint,0.08590785896256826,0.041873689536457974,22,2,compact,GBDT,260,260
