feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
Main_FR_present,other,2.0455907514039424,-0.21284488488713063,1,1,compact,ExtraTrees,260,260
main_morgan_r2_31,molecular_fingerprint,0.2446121686670493,0.015512317838912635,2,1,compact,ExtraTrees,260,260
Main_FR_fraction,formulation_loading,0.2193917437216103,-0.023496340557217076,3,1,compact,ExtraTrees,260,260
Synergy_x_EP_matrix_LOI,formulation_interaction,0.16032028771807702,-0.03324804262748892,4,1,compact,ExtraTrees,260,260
EP_matrix_LOI_sq,ep_baseline,0.15622122386665577,-0.04227316234792138,5,1,compact,ExtraTrees,260,260
EP_matrix_LOI_sqrt,ep_baseline,0.150657601973091,-0.04378707013570857,6,1,compact,ExtraTrees,260,260
EP_matrix_LOI,ep_baseline,0.1303538390597799,-0.03271957519896421,7,1,compact,ExtraTrees,260,260
P_x_curing_LogP,molecular_descriptor,0.11919749114043823,-0.03959394031876364,8,1,compact,ExtraTrees,260,260
Cure_Temp_Max,curing_and_preparation,0.11201855530743421,0.055163662226393524,9,1,compact,ExtraTrees,260,260
curing_HBA,molecular_descriptor,0.11015236019599875,0.026877866841417065,10,1,compact,ExtraTrees,260,260
curing_morgan_r2_10,molecular_fingerprint,0.10904307021911712,0.028681683400856802,11,1,compact,ExtraTrees,260,260
P_x_curing_HBD,molecular_descriptor,0.10735657058805022,-0.04983498242583842,12,1,compact,ExtraTrees,260,260
P_x_curing_AromaticRings,molecular_descriptor,0.099255290760434,-0.04837003248702236,13,1,compact,ExtraTrees,260,260
P_content_x_EP_matrix_LOI,formulation_interaction,0.09712326436654546,-0.049009329858582105,14,1,compact,ExtraTrees,260,260
P_content_sqrt,elemental_composition,0.0824020937677978,-0.03466394043960337,15,1,compact,ExtraTrees,260,260
Synergy_flag(single=0&synergy=1),other,0.08235987638152766,-0.009797419975429116,16,1,compact,ExtraTrees,260,260
main_TPSA,molecular_descriptor,0.0797289308088864,0.005413684876338795,17,1,compact,ExtraTrees,260,260
P_x_CuringAgent_Has_N,molecular_descriptor,0.0693558254255051,-0.029616318463967818,18,1,compact,ExtraTrees,260,260
Loading_x_Synergy,formulation_loading,0.06674516109761866,-0.013760928574401985,19,1,compact,ExtraTrees,260,260
main_AromaticRings,molecular_descriptor,0.06111683879531824,-0.0015996042732236535,20,1,compact,ExtraTrees,260,260
P_x_curing_RotBonds,molecular_descriptor,0.06094688243840731,-0.0272000833259014,21,1,compact,ExtraTrees,260,260
P_content_log,elemental_composition,0.06006670480775675,-0.03027274108766847,22,1,compact,ExtraTrees,260,260
main_RingCount,molecular_descriptor,0.05721255422800651,-0.0035425134823765993,23,1,compact,ExtraTrees,260,260
P_loading_x_Synergy,formulation_loading,0.05652988317076777,-0.01274752553342997,24,1,compact,ExtraTrees,260,260
Preparation_Method_DOPO-based (Additive + Secondary Crosslinking),curing_and_preparation,0.05539648512379953,-0.05539648512379953,25,1,compact,ExtraTrees,260,260
main_HBA,other,0.05091357039241322,0.0014473688960484612,26,1,compact,ExtraTrees,260,260
main_MolWt,molecular_descriptor,0.05033996964682681,0.0011492730099747757,27,1,compact,ExtraTrees,260,260
main_morgan_r2_40,molecular_fingerprint,0.04764502976489584,0.03172511949840435,28,1,compact,ExtraTrees,260,260
P_content wt%,elemental_composition,0.04725026679967117,-0.018051173904064376,29,1,compact,ExtraTrees,260,260
N_loading_real_sqrt,formulation_loading,0.045017898207701926,-0.002579254601423125,30,1,compact,ExtraTrees,260,260
main_HeavyAtomCount,other,0.043669389417348166,-0.0011815228881864135,31,1,compact,ExtraTrees,260,260
P_x_curing_RingCount,molecular_descriptor,0.04084884007658791,-0.015347872255118519,32,1,compact,ExtraTrees,260,260
main_morgan_r2_52,molecular_fingerprint,0.04066053014680292,0.008537486010191315,33,1,compact,ExtraTrees,260,260
main_morgan_r2_23,molecular_fingerprint,0.03893306396755646,0.0026423367911091746,34,1,compact,ExtraTrees,260,260
LOI_Thickness_mm,test_condition,0.03889938592773615,-0.013533788431527556,35,1,compact,ExtraTrees,260,260
main_morgan_r2_105,molecular_fingerprint,0.038830813645219384,0.009745518521439307,36,1,compact,ExtraTrees,260,260
P_x_curing_MolWt,molecular_descriptor,0.03790380645345621,-0.01710122303761084,37,1,compact,ExtraTrees,260,260
P_x_curing_HeavyAtomCount,molecular_descriptor,0.03749532511129674,-0.01749494153799636,38,1,compact,ExtraTrees,260,260
main_morgan_r2_115,molecular_fingerprint,0.0361568738847619,0.028715357311743406,39,1,compact,ExtraTrees,260,260
P_loading_real_sqrt,formulation_loading,0.036155999899084156,-0.01396444964422478,40,1,compact,ExtraTrees,260,260
