task,grouping,group,n,R2,RMSE,MAE,Median_AE,MAE_bootstrap_CI_low,MAE_bootstrap_CI_high
THR,scaffold_status,New_scaffold,329,0.5044098023781647,16.34689930871832,11.556914836319311,7.767189552406862,10.392345650476392,12.809316185030987
THR,scaffold_status,Seen_scaffold,68,0.333392138818728,26.980264680755553,16.615836028399524,10.176279519445615,12.1463693671781,22.401469773424044
