Candidate_ID,Preparation_Method,condition_source,loading_source,loadings_wt_percent,cone_fluxes_kW_m2,Curing_Agent,SMILES_Curing_Agent,Cure_Temp_Max,LOI_Thickness_mm,UL94_Thickness_mm,Cone_Thickness_mm
CAND_R2_253,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_254,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_255,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_256,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_257,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_258,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_259,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_260,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_261,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_262,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_263,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_264,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_265,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_266,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_267,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_268,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_269,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_270,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_271,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_272,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_273,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_274,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_275,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_276,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_277,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_278,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_279,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_280,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_281,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_282,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_283,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_284,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_285,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_286,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_287,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_288,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_289,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_290,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_291,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_292,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_293,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_294,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_295,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_296,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_297,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_298,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_299,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_300,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_301,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_302,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_303,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_305,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_307,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_312,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_317,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_318,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_319,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_320,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_321,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_322,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_323,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_324,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_325,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_326,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_327,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_328,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_329,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_330,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_331,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_332,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_333,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_334,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_335,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_336,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_337,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_338,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_339,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_340,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_341,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_342,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_343,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_344,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_345,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_346,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_347,DOPO-based (Additive + Secondary Crosslinking),same_preparation_method_training,Q25_Q50_Q75_training,3.5;5.29;10.0,50.0,DDS,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,250.0,4.0,3.0,4.0
CAND_R2_348,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_349,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_350,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_351,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_352,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_353,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_354,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_355,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_356,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_357,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_358,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_359,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_360,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_361,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_362,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_363,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_364,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_365,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_366,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_367,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_368,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_369,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_370,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
CAND_R2_371,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
CAND_R2_372,DOPO-based (Co-curing),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.78;10.19,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,170.0,3.0,3.0,3.0
PUBCHEM_158341820,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_90377172,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_118445309,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_163940695,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_146838766,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_68009574,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_58526060,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_101805184,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_102113411,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_57831609,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_23578053,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_102300993,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_58489283,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_102113412,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
