task,seed_best_R2_mean,seed_best_R2_std,seed_best_R2_min,seed_best_R2_max,seed_best_MAE_mean
pc_pn,0.7831077934594626,0.054355462274072376,0.6416988807011841,0.8782448161898173,14.25928412742667
