task,seed,split_id,repeat,fold,k_best,model,target_mode,model_variant,test_R2,test_RMSE,test_MAE,n_samples,test_size,selected_features,split
pc_pn,18,18,4,3,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.6148103940565219,22.59862505792668,15.695072115384582,239,,1300,repeated_kfold
pc_pn,18,18,4,3,1300,SoftVote_local,raw,SoftVote_local__raw,0.6516450143242443,21.490956851326697,15.024049167606625,239,,1300,repeated_kfold
pc_pn,19,19,4,4,1100,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7511340104169453,20.257075461200127,14.375713141025642,239,,1100,repeated_kfold
pc_pn,19,19,4,4,1100,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7628876254138424,19.772932381849543,14.526097756410229,239,,1100,repeated_kfold
pc_pn,19,19,4,4,1100,SoftVote_local,raw,SoftVote_local__raw,0.7757835491021661,19.227716415704528,13.489829730540459,239,,1100,repeated_kfold
pc_pn,19,19,4,4,1200,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7422747531026079,20.614483286795817,14.667427884615384,239,,1200,repeated_kfold
pc_pn,19,19,4,4,1200,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.76107831766476,19.84822860431234,14.302067307692274,239,,1200,repeated_kfold
pc_pn,19,19,4,4,1200,SoftVote_local,raw,SoftVote_local__raw,0.7727387052122486,19.35783169547074,13.554386802808304,239,,1200,repeated_kfold
pc_pn,19,19,4,4,1300,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7333754516404389,20.967373797127614,15.076955128205144,239,,1300,repeated_kfold
pc_pn,19,19,4,4,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7634039853575003,19.75139087671968,14.229238782051235,239,,1300,repeated_kfold
pc_pn,19,19,4,4,1300,SoftVote_local,raw,SoftVote_local__raw,0.7764527155266656,19.19900274084717,13.489031642168518,239,,1300,repeated_kfold
pc_pn,20,20,4,5,1100,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8530482503050155,16.709032882706286,12.145613747954144,239,,1100,repeated_kfold
pc_pn,20,20,4,5,1100,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8586192757448052,16.389248266866613,12.004410801964053,239,,1100,repeated_kfold
pc_pn,20,20,4,5,1100,SoftVote_local,raw,SoftVote_local__raw,0.8565863640158167,16.506658116134393,12.057495035629936,239,,1100,repeated_kfold
pc_pn,20,20,4,5,1200,RF_sqrt_local,raw,RF_sqrt_local__raw,0.841682411258747,17.343171406684668,12.44873977086741,239,,1200,repeated_kfold
pc_pn,20,20,4,5,1200,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8658556315112752,15.96431011666158,11.545253682487651,239,,1200,repeated_kfold
pc_pn,20,20,4,5,1200,SoftVote_local,raw,SoftVote_local__raw,0.8533832591765576,16.689976055595878,12.349748802341765,239,,1200,repeated_kfold
pc_pn,20,20,4,5,1300,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8431429779479771,17.262985899601286,12.56406710310967,239,,1300,repeated_kfold
pc_pn,20,20,4,5,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8520433424118922,16.766066674532215,12.24481178396063,239,,1300,repeated_kfold
pc_pn,20,20,4,5,1300,SoftVote_local,raw,SoftVote_local__raw,0.8563671096113089,16.519271195993465,12.195796131490475,239,,1300,repeated_kfold
pc_pn,21,21,5,1,1100,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8229815279453925,17.90662448741138,12.55588942307683,239,,1100,repeated_kfold
pc_pn,21,21,5,1,1100,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8454913872958616,16.72941593563447,11.559495192307592,239,,1100,repeated_kfold
pc_pn,21,21,5,1,1100,SoftVote_local,raw,SoftVote_local__raw,0.8384047065421255,17.108769930612922,12.338478651478527,239,,1100,repeated_kfold
pc_pn,21,21,5,1,1200,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8225769016130987,17.927078161032437,12.453557692307612,239,,1200,repeated_kfold
pc_pn,21,21,5,1,1200,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8513424143763753,16.409599059131082,11.283870192307624,239,,1200,repeated_kfold
pc_pn,21,21,5,1,1200,SoftVote_local,raw,SoftVote_local__raw,0.8395947931900543,17.04565378265284,12.344110196101639,239,,1200,repeated_kfold
pc_pn,21,21,5,1,1300,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8132321773650746,18.393122371758185,12.568982371794808,239,,1300,repeated_kfold
pc_pn,21,21,5,1,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8391277368163805,17.070451900341002,11.457243589743536,239,,1300,repeated_kfold
pc_pn,21,21,5,1,1300,SoftVote_local,raw,SoftVote_local__raw,0.8319647397145412,17.446352534434038,12.376176330149946,239,,1300,repeated_kfold
pc_pn,22,22,5,2,1100,RF_sqrt_local,raw,RF_sqrt_local__raw,0.6199666473739569,27.408806713097295,17.984298878205088,239,,1100,repeated_kfold
pc_pn,22,22,5,2,1100,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.600741692583019,28.093526113813322,18.237860576922934,239,,1100,repeated_kfold
pc_pn,22,22,5,2,1100,SoftVote_local,raw,SoftVote_local__raw,0.5992095368404837,28.147379021251446,18.612464020383346,239,,1100,repeated_kfold
pc_pn,22,22,5,2,1200,RF_sqrt_local,raw,RF_sqrt_local__raw,0.6416988807011841,26.613583391938906,17.394815705128156,239,,1200,repeated_kfold
pc_pn,22,22,5,2,1200,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.6042045379404964,27.97143047522541,18.41035256410249,239,,1200,repeated_kfold
pc_pn,22,22,5,2,1200,SoftVote_local,raw,SoftVote_local__raw,0.605325679250325,27.93178605219727,18.668990012194968,239,,1200,repeated_kfold
pc_pn,22,22,5,2,1300,RF_sqrt_local,raw,RF_sqrt_local__raw,0.6266537336527802,27.166593102219412,17.65040064102558,239,,1300,repeated_kfold
pc_pn,22,22,5,2,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.6123427142935529,27.68236859419648,18.010865384615226,239,,1300,repeated_kfold
pc_pn,22,22,5,2,1300,SoftVote_local,raw,SoftVote_local__raw,0.6049729214908603,27.944265903377318,18.511549733792183,239,,1300,repeated_kfold
pc_pn,23,23,5,3,1100,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7889419995178026,19.567781167569034,15.101818910256442,239,,1100,repeated_kfold
pc_pn,23,23,5,3,1100,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7897756736785706,19.529096790422862,14.91730769230771,239,,1100,repeated_kfold
pc_pn,23,23,5,3,1100,SoftVote_local,raw,SoftVote_local__raw,0.814122597406821,18.363437057279935,15.009207216910932,239,,1100,repeated_kfold
pc_pn,23,23,5,3,1200,RF_sqrt_local,raw,RF_sqrt_local__raw,0.788446849526885,19.590721095503103,15.02632211538464,239,,1200,repeated_kfold
pc_pn,23,23,5,3,1200,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7932043467961634,19.369186284899193,14.779703525641054,239,,1200,repeated_kfold
pc_pn,23,23,5,3,1200,SoftVote_local,raw,SoftVote_local__raw,0.813713239409727,18.383646844657623,15.020154864378137,239,,1200,repeated_kfold
pc_pn,23,23,5,3,1300,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7697689143138862,20.43725924248535,15.540152243589754,239,,1300,repeated_kfold
pc_pn,23,23,5,3,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7950193641958425,19.28399859228751,14.621233974358963,239,,1300,repeated_kfold
pc_pn,23,23,5,3,1300,SoftVote_local,raw,SoftVote_local__raw,0.8149728433825065,18.321389626938206,14.940727311234932,239,,1300,repeated_kfold
pc_pn,24,24,5,4,1100,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7576885248982286,22.011875339678618,15.877540064102584,239,,1100,repeated_kfold
pc_pn,24,24,5,4,1100,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7671087458951877,21.57976165447571,14.858181089743544,239,,1100,repeated_kfold
pc_pn,24,24,5,4,1100,SoftVote_local,raw,SoftVote_local__raw,0.7623194327007075,21.80052194618919,15.083428416408816,239,,1100,repeated_kfold
pc_pn,24,24,5,4,1200,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7538927661600627,22.183611120771523,16.117668269230773,239,,1200,repeated_kfold
pc_pn,24,24,5,4,1200,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7618237677050128,21.82324178390612,15.481907051282056,239,,1200,repeated_kfold
pc_pn,24,24,5,4,1200,SoftVote_local,raw,SoftVote_local__raw,0.7583163168431287,21.983342146424434,15.304787217934328,239,,1200,repeated_kfold
pc_pn,24,24,5,4,1300,RF_sqrt_local,raw,RF_sqrt_local__raw,0.7625284768048988,21.790932872241953,15.709711538461548,239,,1300,repeated_kfold
pc_pn,24,24,5,4,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.7573246239668014,22.028397744991253,15.395641025641027,239,,1300,repeated_kfold
pc_pn,24,24,5,4,1300,SoftVote_local,raw,SoftVote_local__raw,0.7679875800353124,21.53900667483703,15.056208795528107,239,,1300,repeated_kfold
pc_pn,25,25,5,5,1100,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8472318481948549,16.39862508975816,12.482847790507362,239,,1100,repeated_kfold
pc_pn,25,25,5,5,1100,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8740481674666294,14.889951050901773,10.921039279869136,239,,1100,repeated_kfold
pc_pn,25,25,5,5,1100,SoftVote_local,raw,SoftVote_local__raw,0.8727572962216172,14.966059557417076,11.157565829219106,239,,1100,repeated_kfold
pc_pn,25,25,5,5,1200,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8514475404702264,16.17077923285501,11.970302782324046,239,,1200,repeated_kfold
pc_pn,25,25,5,5,1200,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8782448161898173,14.639786899690064,10.883551554828134,239,,1200,repeated_kfold
pc_pn,25,25,5,5,1200,SoftVote_local,raw,SoftVote_local__raw,0.8749875573361058,14.834320071244711,11.114822393234842,239,,1200,repeated_kfold
pc_pn,25,25,5,5,1300,RF_sqrt_local,raw,RF_sqrt_local__raw,0.8550898090217126,15.971308154281223,11.800122749590864,239,,1300,repeated_kfold
pc_pn,25,25,5,5,1300,ExtraTrees_sqrt_local,raw,ExtraTrees_sqrt_local__raw,0.8691343655582577,15.177625486025722,10.91184124386248,239,,1300,repeated_kfold
pc_pn,25,25,5,5,1300,SoftVote_local,raw,SoftVote_local__raw,0.8702545002983539,15.112530009071138,11.313399904774387,239,,1300,repeated_kfold
