FR_main,SMILES_main,Canonical_SMILES_main,Synergy_type,Preparation_Method,max_loading_wt_percent,record_count,PC1,PC2
TAD,O=c1n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n1CCCP1(=O)Oc2ccccc2-c2ccccc21,O=c1n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n1CCCP1(=O)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (reactive),12.0,5,-2.233696037736308,-0.7025765573896904
Ti-POSS-bisDOPO,CC(C)C[Si@]12O[Si@@]3(CC(C)C)O[Si@@](CC(C)C)(O1)O[Si@]1(CC(C)C)O[Si@@]4(CC(C)C)O[Ti](OC(C)C)(O2)O[Si@@](CC(C)C)(O[Si@@](CCCN(CP2(=O)Oc5ccccc5-c5ccccc52)CP2(=O)Oc5ccccc5-c5ccccc52)(O3)O4)O1,CC(C)C[Si@]12O[Si@@]3(CC(C)C)O[Si@@](CC(C)C)(O1)O[Si@]1(CC(C)C)O[Si@@]4(CC(C)C)O[Ti](OC(C)C)(O2)O[Si@@](CC(C)C)(O[Si@@](CCCN(CP2(=O)Oc5ccccc5-c5ccccc52)CP2(=O)Oc5ccccc5-c5ccccc52)(O3)O4)O1,P-N-Si-Ti,DOPO-based (additive),6.0,5,-1.9341182795979557,-0.2149708506621003
DOPOBH,O=P1(C2c3ccccc3OCN2c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,O=P1(C2c3ccccc3OCN2c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (additive),21.38,5,-1.086753326405246,-1.4092403721082538
DOPO-BD,CC(NNC(=O)c1ccccc1)(c1ccc(O)cc1)P1(=O)Oc2ccccc2-c2ccccc21,CC(NNC(=O)c1ccccc1)(c1ccc(O)cc1)P1(=O)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (reactive),22.78,4,-0.9256080992276033,-0.2951830637751265
DOPO-BAPh,CC(C)(c1ccc(O)c(CN(CP2(=O)Oc3ccccc3-c3ccccc32)c2cccc(Oc3ccc(C#N)c(C#N)c3)c2)c1)c1ccc(O)c(CN(CP2(=O)Oc3ccccc3-c3ccccc32)c2cccc(Oc3ccc(C#N)c(C#N)c3)c2)c1,CC(C)(c1ccc(O)c(CN(CP2(=O)Oc3ccccc3-c3ccccc32)c2cccc(Oc3ccc(C#N)c(C#N)c3)c2)c1)c1ccc(O)c(CN(CP2(=O)Oc3ccccc3-c3ccccc32)c2cccc(Oc3ccc(C#N)c(C#N)c3)c2)c1,P-N,DOPO-based (additive),13.6,5,-2.5068251156297854,1.9950685626493487
POG-DOPO,O=P(OCC(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OCC1CO1)OCC1CO1,O=P(OCC(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OCC1CO1)OCC1CO1,P-P,DOPO-based (reactive),23.36,2,-2.130496634750161,-0.5427237429003127
PFA,CC1CC2C(=O)OC(=O)C2C(P2(=O)Oc3ccccc3-c3ccccc32)C1,CC1CC2C(=O)OC(=O)C2C(P2(=O)Oc3ccccc3-c3ccccc32)C1,P-only,DOPO-based (Co-curing),33.33,5,-1.2885539971509896,-1.3916268636982212
VAD,COc1cc(C(Nc2ncccn2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,COc1cc(C(Nc2ncccn2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,P-N,DOPO-based (Co-curing),12.5,4,1.7917624923077304,2.4650917859285655
DOPO-CDI,O=P1(C(O)(n2ccnc2)n2ccnc2)Oc2ccccc2-c2ccccc21,O=P1(C(O)(n2ccnc2)n2ccnc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (Co-curing),6.0,4,-0.9715199730755736,-1.0469825760440736
KHDOPO,CO[Si](CCCOCC(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OC)OC,CO[Si](CCCOCC(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OC)OC,P-Si,DOPO-based (reactive),21.32,4,-2.076966533618443,0.42288737938364973
SFG,N=C(N)NS(=O)(=O)c1ccc(NC(c2ccc(C(NC(=N)NS(=O)(=O)c3ccc(N)cc3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,N=C(N)NS(=O)(=O)c1ccc(NC(c2ccc(C(NC(=N)NS(=O)(=O)c3ccc(N)cc3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N-S,DOPO-based (reactive),8.0,4,2.1655643003876937,-0.26311563146186684
IDT,O=P1(C(Nc2nc(NC(c3c[nH]c4ccccc34)P3(=O)Oc4ccccc4-c4ccccc43)n[nH]2)C2=CNC3C=CC=CC23)Oc2ccccc2-c2ccccc21,O=P1(C(Nc2nc(NC(c3c[nH]c4ccccc34)P3(=O)Oc4ccccc4-c4ccccc43)n[nH]2)C2=CNC3C=CC=CC23)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (reactive),5.0,4,1.724801278670444,-0.9670345144637322
DGEBDB,COc1cc(C(c2ccc(OCC3CO3)c(OC)c2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1OCC1CO1,COc1cc(C(c2ccc(OCC3CO3)c(OC)c2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1OCC1CO1,P-only,DOPO-based (reactive),34.28,4,-0.08422344512885374,1.2824623478387582
TEBA,CC(CCC(=O)OCCN(CCOC(=O)CCC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)CP1(=O)Oc2ccccc2-c2ccccc21)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC(CCC(=O)OCCN(CCOC(=O)CCC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)CP1(=O)Oc2ccccc2-c2ccccc21)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,P-N,DOPO-based (reactive),85.9,2,-2.6946223147969834,-0.2587567050386177
Zr-POSS-bisDOPO,CCCCO[Zr]12O[Si]3(CCCN(CP4(=O)Oc5ccccc5-c5ccccc54)CP4(=O)Oc5ccccc5-c5ccccc54)O[Si]4(CC(C)C)O[Si]5(CC(C)C)O[Si](CC(C)C)(O3)O[Si](CC(C)C)(O[Si](CC(C)C)(O5)O[Si](CC(C)C)(O4)O1)O2,CCCCO[Zr]12O[Si]3(CCCN(CP4(=O)Oc5ccccc5-c5ccccc54)CP4(=O)Oc5ccccc5-c5ccccc54)O[Si]4(CC(C)C)O[Si]5(CC(C)C)O[Si](CC(C)C)(O3)O[Si](CC(C)C)(O[Si](CC(C)C)(O5)O[Si](CC(C)C)(O4)O1)O2,P-N-Si-Zr,DOPO-based (additive),7.0,5,-2.0113397509510587,-0.17407808090213117
HBFR,COc1ccc(C(c2ccc(OCC(O)Cn3c(=O)n(CC(O)COc4cc(C(c5ccc(OC)c(O)c5)P5(=O)Oc6ccccc6-c6ccccc65)ccc4OC)c(=O)n(CC(O)COc4cc(C(c5ccc(O)c(OC)c5)P5(=O)Oc6ccccc6-c6ccccc65)ccc4OC)c3=O)c(OC)c2)P2(=O)Oc3ccccc3-c3ccccc32)cc1O,COc1ccc(C(c2ccc(OCC(O)Cn3c(=O)n(CC(O)COc4cc(C(c5ccc(OC)c(O)c5)P5(=O)Oc6ccccc6-c6ccccc65)ccc4OC)c(=O)n(CC(O)COc4cc(C(c5ccc(O)c(OC)c5)P5(=O)Oc6ccccc6-c6ccccc65)ccc4OC)c3=O)c(OC)c2)P2(=O)Oc3ccccc3-c3ccccc32)cc1O,P-N,DOPO-based (reactive),15.0,4,-0.06088789961535358,2.468803565713738
BDHDP,O=P1(CN(CCO)CCOB(OCCN(CCOB(O)O)CP2(=O)Oc3ccccc3-c3ccccc32)OCCN(CCOB(OCCN(CCOB(O)O)CP2(=O)Oc3ccccc3-c3ccccc32)OCCN(CCOB(O)O)CP2(=O)Oc3ccccc3-c3ccccc32)CP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,O=P1(CN(CCO)CCOB(OCCN(CCOB(O)O)CP2(=O)Oc3ccccc3-c3ccccc32)OCCN(CCOB(OCCN(CCOB(O)O)CP2(=O)Oc3ccccc3-c3ccccc32)OCCN(CCOB(O)O)CP2(=O)Oc3ccccc3-c3ccccc32)CP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,P-N-B,DOPO-based (additive),6.0,5,-1.8877433054270272,-0.5433452391012199
HVPA－DOPO,COc1cc(C(NCCO)P2(=O)Oc3ccccc3-c3ccccc32)ccc1OP1(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)=NP(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)(Oc2cc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)ccc2OC)=NP(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)(Oc2cc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)ccc2OC)=N1,COc1cc(C(NCCO)P2(=O)Oc3ccccc3-c3ccccc32)ccc1OP1(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)=NP(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)(Oc2cc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)ccc2OC)=NP(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)(Oc2cc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)ccc2OC)=N1,P-N,DOPO-based (additive),18.0,3,1.1034526792293577,2.225468914826138
DOPO-Si,CCO[Si](CCCC(O)C(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OCC)OCC,CCO[Si](CCCC(O)C(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OCC)OCC,P-Si,DOPO-based (Additive + Secondary Crosslinking),10.0,5,-1.7969703986726362,0.1615532206702276
DOPO-AN,O=C1c2ccccc2C(=O)c2cc(N(CP3(=O)Oc4ccccc4-c4ccccc43)CP3(=O)Oc4ccccc4-c4ccccc43)ccc21,O=C1c2ccccc2C(=O)c2cc(N(CP3(=O)Oc4ccccc4-c4ccccc43)CP3(=O)Oc4ccccc4-c4ccccc43)ccc21,P-N,DOPO-based (additive),8.0,6,-1.62216400143734,-0.35401651494606345
DMDA-SH-DOPO,COc1cc(C(Nc2ccc(-c3ccc(NC(c4cc(OC)c(O)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)c(C)c3)cc2C)P2(=O)Oc3ccccc3-c3ccccc32)cc(OC)c1O,COc1cc(C(Nc2ccc(-c3ccc(NC(c4cc(OC)c(O)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)c(C)c3)cc2C)P2(=O)Oc3ccccc3-c3ccccc32)cc(OC)c1O,P-N,DOPO-based (Co-curing),7.5,4,1.3928948081436505,1.6460605404551736
DOPO-SGA,COc1cc(C(Nc2n[nH]c(NC(c3cc(OC)c(O)c(OC)c3)P3(=O)Oc4ccccc4-c4ccccc43)n2)P2(=O)Oc3ccccc3-c3ccccc32)cc(OC)c1O,COc1cc(C(Nc2n[nH]c(NC(c3cc(OC)c(O)c(OC)c3)P3(=O)Oc4ccccc4-c4ccccc43)n2)P2(=O)Oc3ccccc3-c3ccccc32)cc(OC)c1O,P-N,DOPO-based (additive),5.0,4,1.8964473729317768,1.6450541803839382
DZH,O=P1(C(NC(NO)(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)c2ccc(C(NC(NO)(c3ccccc3)P3(=O)Oc4ccccc4-c4ccccc43)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,O=P1(C(NC(NO)(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)c2ccc(C(NC(NO)(c3ccccc3)P3(=O)Oc4ccccc4-c4ccccc43)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (Co-curing),7.0,5,1.1931650519213008,-0.1877014463244287
DAVN,COc1cc(C(Nc2nnn[nH]2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,COc1cc(C(Nc2nnn[nH]2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,P-N,DOPO-based (reactive),9.0,4,1.9243965284673685,2.50512120186169
DOPO-HQ-AE,O=C(Oc1ccc(OC(=O)c2ccccc2)c(P2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccccc1,O=C(Oc1ccc(OC(=O)c2ccccc2)c(P2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccccc1,P-only,DOPO-based (reactive),20.63,4,-1.282354677308147,-0.22565460667902806
PDB,CC(C)C[Si]12O[Si]3(CCCNC(c4ccc(B(O)O)cc4)P4(=O)Oc5ccccc5-c5ccccc54)O[Si]4(CC(C)C)O[Si](CC(C)C)(O1)O[Si]1(CC(C)C)O[Si](CC(C)C)(O2)O[Si](CC(C)C)(O3)O[Si](CC(C)C)(O4)O1,CC(C)C[Si]12O[Si]3(CCCNC(c4ccc(B(O)O)cc4)P4(=O)Oc5ccccc5-c5ccccc54)O[Si]4(CC(C)C)O[Si](CC(C)C)(O1)O[Si]1(CC(C)C)O[Si](CC(C)C)(O2)O[Si](CC(C)C)(O3)O[Si](CC(C)C)(O4)O1,P-Si-B,DOPO-based (additive),7.0,5,0.9992216623588053,0.3624469541438859
PDC,CC(C)C[Si]12O[Si]3(CCCNC(c4ccc(O)c(O)c4)P4(=O)Oc5ccccc5-c5ccccc54)O[Si]4(CC(C)C)O[Si](CC(C)C)(O1)O[Si]1(CC(C)C)O[Si](CC(C)C)(O2)O[Si](CC(C)C)(O3)O[Si](CC(C)C)(O4)O1,CC(C)C[Si]12O[Si]3(CCCNC(c4ccc(O)c(O)c4)P4(=O)Oc5ccccc5-c5ccccc54)O[Si]4(CC(C)C)O[Si](CC(C)C)(O1)O[Si]1(CC(C)C)O[Si](CC(C)C)(O2)O[Si](CC(C)C)(O3)O[Si](CC(C)C)(O4)O1,P-Si,DOPO-based (additive),5.0,1,1.0432322890653432,1.5619157647401292
CP-DOPO,N#Cc1ccc(OP2(=O)Oc3ccccc3-c3ccccc32)cc1,N#Cc1ccc(OP2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N,DOPO-based (additive),6.0,4,-1.1924793996021728,-1.139231148916322
DDM-SH-DOPO,COc1cc(C(Nc2ccc(Cc3ccc(NC(c4cc(OC)c(O)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc(OC)c1O,COc1cc(C(Nc2ccc(Cc3ccc(NC(c4cc(OC)c(O)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc(OC)c1O,P-N,DOPO-based (Co-curing),10.0,5,1.7578224324569505,1.5963398406271165
DOF,O=P1(C(O)c2ccco2)Oc2ccccc2-c2ccccc21,O=P1(C(O)c2ccco2)Oc2ccccc2-c2ccccc21,P-only,DOPO-based (Co-curing),17.84,4,0.14574787156290497,-0.8565988198340322
PDPO,N#Cc1ccc(C(Nc2ccc(Cc3ccc(NC(c4ccc(C#N)cc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1.O=C=O.O=C=O,N#Cc1ccc(C(Nc2ccc(Cc3ccc(NC(c4ccc(C#N)cc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1.O=C=O.O=C=O,P-N,DOPO-based (additive),5.0,4,2.0376732324493014,-0.6396658128381691
PABO,N#Cc1ccc(NC(c2ccc(O)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,N#Cc1ccc(NC(c2ccc(O)cc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N,DOPO-based (reactive),5.0,4,2.3202548573055557,-0.3713369856417775
DOPO-PHBA,O=P1(C(O)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,O=P1(C(O)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,P-only,DOPO-based (additive),10.0,4,0.7380404787804573,-0.3361448748545527
DVSiBD,COc1cc(C(NCCOB(OCCN)OCCNC(c2ccc(O[Si](C)(C)Oc3ccc(C(NCCOB(OCCNC(c4ccc(O[Si](C)(C)Oc5ccc(C(NCCOB(OCCN)OCCNC(c6ccc(O[SiH](C)C)c(OC)c6)P6(=O)Oc7ccccc7-c7ccccc76)P6(=O)Oc7ccccc7-c7ccccc76)cc5OC)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)OCCNC(c4ccc(O[Si](C)(C)Oc5ccc(C(NCCOB(OCCN)OCCNC(c6ccc(O[SiH](C)C)c(OC)c6)P6(=O)Oc7ccccc7-c7ccccc76)P6(=O)Oc7ccccc7-c7ccccc76)cc5OC)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)P4(=O)Oc5ccccc5-c5ccccc54)cc3OC)c(OC)c2)P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O[SiH](C)C,COc1cc(C(NCCOB(OCCN)OCCNC(c2ccc(O[Si](C)(C)Oc3ccc(C(NCCOB(OCCNC(c4ccc(O[Si](C)(C)Oc5ccc(C(NCCOB(OCCN)OCCNC(c6ccc(O[SiH](C)C)c(OC)c6)P6(=O)Oc7ccccc7-c7ccccc76)P6(=O)Oc7ccccc7-c7ccccc76)cc5OC)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)OCCNC(c4ccc(O[Si](C)(C)Oc5ccc(C(NCCOB(OCCN)OCCNC(c6ccc(O[SiH](C)C)c(OC)c6)P6(=O)Oc7ccccc7-c7ccccc76)P6(=O)Oc7ccccc7-c7ccccc76)cc5OC)c(OC)c4)P4(=O)Oc5ccccc5-c5ccccc54)P4(=O)Oc5ccccc5-c5ccccc54)cc3OC)c(OC)c2)P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O[SiH](C)C,P-N-Si-B,DOPO-based (Co-curing),6.0,4,0.8570759482100214,2.2241205865486315
PCANT,O=[N+]([O-])c1ccc(NC(/C=C/c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,O=[N+]([O-])c1ccc(NC(/C=C/c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N,DOPO-based (reactive),10.0,5,0.9304774587336405,-1.2726913262926938
PPCANT,O=[N+]([O-])c1ccc(NC(CC(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,O=[N+]([O-])c1ccc(NC(CC(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N,DOPO-based (reactive),5.0,3,0.9963486852415635,-1.1175076472916265
DPSi-ED,COc1cc(CCCP2(=O)Oc3ccccc3-c3ccccc32)ccc1O[Si](Oc1ccc(CCCP2(=O)Oc3ccccc3-c3ccccc32)cc1OC)(c1ccccc1)c1ccccc1,COc1cc(CCCP2(=O)Oc3ccccc3-c3ccccc32)ccc1O[Si](Oc1ccc(CCCP2(=O)Oc3ccccc3-c3ccccc32)cc1OC)(c1ccccc1)c1ccccc1,P-Si,DOPO-based (reactive),10.63,4,-2.4288847007213494,2.123822526206763
DOPO-M,O=P1(CCCc2ccc(O)c(-c3cc(CCCP4(=O)Oc5ccccc5-c5ccccc54)ccc3O)c2)Oc2ccccc2-c2ccccc21,O=P1(CCCc2ccc(O)c(-c3cc(CCCP4(=O)Oc5ccccc5-c5ccccc54)ccc3O)c2)Oc2ccccc2-c2ccccc21,P-only,DOPO-based (Co-curing),11.2,4,-1.8713759885839438,1.0068811104432114
VTD,COc1cc(C(NC2CC(C)(C)NC(C)(C)C2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,COc1cc(C(NC2CC(C)(C)NC(C)(C)C2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,P-N,DOPO-based (Co-curing),16.36,5,1.3791176962624234,2.348801851902807
NPDI,O=C(CC(CP1(=O)Oc2ccccc2-c2ccccc21)C(=O)O)OCc1ccc(OP2(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=NP(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=NP(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=N2)cc1,O=C(CC(CP1(=O)Oc2ccccc2-c2ccccc21)C(=O)O)OCc1ccc(OP2(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=NP(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=NP(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=N2)cc1,P-N,DOPO-based (reactive),15.3,6,-1.5272404168742202,-0.42302987688769966
PABCA,N#Cc1ccc(NC(/C=C/c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,N#Cc1ccc(NC(/C=C/c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N,DOPO-based (reactive),10.0,5,0.829090770598697,-1.2631122450932828
PPABCA,N#Cc1ccc(NC(CC(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,N#Cc1ccc(NC(CC(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N,DOPO-based (reactive),10.0,4,0.8949619971066198,-1.1079285660922156
PHAO,N#Cc1ccc(NC(c2ccc(O)c(O)c2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,N#Cc1ccc(NC(c2ccc(O)c(O)c2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,P-N,DOPO-based (reactive),5.0,4,2.122757095908234,0.6772159219798017
HP-DOPO,O=P1(CCCc2ccccc2O)Oc2ccccc2-c2ccccc21,O=P1(CCCc2ccccc2O)Oc2ccccc2-c2ccccc21,P-only,DOPO-based (additive),5.0,4,-2.2108940678483804,0.6414414211687204
ITA-HBP,CC(O)CN(CC(C)O)C(=O)CC(C=O)CP1(=O)Oc2ccccc2-c2ccccc21,CC(O)CN(CC(C)O)C(=O)CC(C=O)CP1(=O)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (reactive),13.7,5,-1.8938584368288887,-0.2782167597946811
DABP-2DOPO,O=P1(CCCc2cc(-c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)ccc2O)Oc2ccccc2-c2ccccc21,O=P1(CCCc2cc(-c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)ccc2O)Oc2ccccc2-c2ccccc21,P-only,DOPO-based (reactive),10.0,2,-2.206662091764927,1.2280167263831332
TD-DOPO,O=P1(C(NCCc2ccc(O)cc2)c2ccc(C(NCCc3ccc(O)cc3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,O=P1(C(NCCc2ccc(O)cc2)c2ccc(C(NCCc3ccc(O)cc3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (reactive),11.0,5,1.543062376356803,0.35919213257659843
DOPO-DA,O=P1(NCCc2ccc(O)c(O)c2)Oc2ccccc2-c2ccccc21,O=P1(NCCc2ccc(O)c(O)c2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (additive),5.0,3,-0.6001166393385287,0.17509825517458172
ANDD,O=P1(C(Nc2cccc3c(NC(c4ccc(O)c(O)c4)P4(=O)Oc5ccccc5-c5ccccc54)cccc23)c2ccc(O)c(O)c2)Oc2ccccc2-c2ccccc21,O=P1(C(Nc2cccc3c(NC(c4ccc(O)c(O)c4)P4(=O)Oc5ccccc5-c5ccccc54)cccc23)c2ccc(O)c(O)c2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (Co-curing),5.0,4,1.6803623554016887,0.9564249881800144
HLD,COc1cc(C(NCCc2c[nH]c3ccccc23)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,COc1cc(C(NCCc2c[nH]c3ccccc23)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,P-N,DOPO-based (Co-curing),7.0,4,1.3758362474444417,2.931029207965404
DQ,O=c1c(O)c(-c2ccc(O)c(OP3(=O)Oc4ccccc4-c4ccccc43)c2)oc2cc(OP3(=O)Oc4ccccc4-c4ccccc43)cc(O)c12,O=c1c(O)c(-c2ccc(O)c(OP3(=O)Oc4ccccc4-c4ccccc43)c2)oc2cc(OP3(=O)Oc4ccccc4-c4ccccc43)cc(O)c12,P-only,DOPO-based (reactive),3.0,4,-1.1614634298157285,0.44289381110326453
BADO,O=P1(Nc2nc3ccccc3[nH]2)Oc2ccccc2-c2ccccc21,O=P1(Nc2nc3ccccc3[nH]2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (Co-curing),7.5,4,-0.18217296674933928,-1.5018019626531907
IPD,O=P1(C(NCCc2c[nH]c3ccccc23)c2c[nH]c3ccccc23)Oc2ccccc2-c2ccccc21,O=P1(C(NCCc2c[nH]c3ccccc23)c2c[nH]c3ccccc23)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (reactive),5.0,4,0.9265830672865728,0.11888530802175987
DHBAZ,O=P1(C(Nc2nccs2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,O=P1(C(Nc2nccs2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,P-N-S,DOPO-based (Co-curing),12.5,5,1.9946080543244427,-0.0751575819435159
D-P-A,O=P1(C(Nc2nc3ccccc3s2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,O=P1(C(Nc2nc3ccccc3s2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,P-N-S,DOPO-based (additive),10.0,4,2.0451145479344826,-0.18603941964296017
DPAK,CO[Si](CCCNCP1(=O)Oc2ccccc2-c2ccccc21)(OC)OC,CO[Si](CCCNCP1(=O)Oc2ccccc2-c2ccccc21)(OC)OC,P-N-Si,DOPO-based (reactive),5.0,5,-1.715892725615709,0.080752413583093
TDCA-DOPO-1,O=P1(C(OP(c2ccccc2)c2ccccc2)c2ccc(C(OP(c3ccccc3)c3ccccc3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,O=P1(C(OP(c2ccccc2)c2ccccc2)c2ccc(C(OP(c3ccccc3)c3ccccc3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,P-only,DOPO-based (additive),2.04,2,0.3474130081952237,-0.5634919652842169
