Record_ID,FR_main,FR_co,Curing_Agent,Preparation_Method,Preparation_Method_num,Synergy_flag(single=0&synergy=1),Synergy_type,Main_FR_fraction,Co_FR_fraction,SMILES_main,SMILES_co,SMILES_Curing_Agent,Loading_total_FR wt%,P_content wt%,N_content wt%,S_content wt%,B_content wt%,Si_content wt%,N/P ratio,S/P ratio,B/P ratio,Si/P ratio,Has_P,Has_N,Has_S,Has_B,Has_Si,CuringAgent_Has_N,CuringAgent_Has_S,CuringAgent_Has_P,CuringAgent_Has_B,CuringAgent_Has_F,CuringAgent_Has_Cl,Cure_Temp_Max,LOI_Thickness_mm,LOI,EP_matrix_LOI,Delta_LOI,UL94_Thickness_mm,UL94,UL94_num,Cone_Thickness_mm,Cone_flux_kW_m2,PHRR_kw_㎡,EP_matrix_PHRR,Delta_PHRR,THR_MJ_㎡,EP_matrix_THR,Delta_THR,Tg_℃,EP_matrix_Tg,Delta_Tg,Char_yield_％_700C,EP_matrix_CY,Delta_CY,TS_MPa,EP_matrix_TS,Delta_TS,FS_MPa,EP_matrix_FS,Delta_FS,FR_main_BDE_Kcal/mol,FR_main_BDE_KJ/mol,BDE_Type,Reference,pred_Canonical_SMILES,pred_Bond_Type,pred_selected_model_task,pred_selected_model_name,pred_selected_target_mode,pred_selected_k_best,pred_BDE_pred_kJ_mol,pred_BDE_pred_std_kJ_mol,pred_confidence_note,pred_prediction_agreement_note,pred_pcpn_alltypes_abs_diff_kJ_mol,pred_BDE_pred_pc_pn_kJ_mol,pred_BDE_pred_pc_pn_std_kJ_mol,pred_BDE_model_pc_pn,pred_BDE_target_mode_pc_pn,pred_BDE_k_best_pc_pn,FR_main_BDE_pred_kJ_mol,FR_main_BDE_pred_std_kJ_mol,FR_main_BDE_model_task,FR_main_BDE_model_name,FR_main_BDE_target_mode,FR_main_BDE_k_best,FR_main_BDE_confidence_note,FR_main_BDE_prediction_agreement_note,FR_main_BDE_pcpn_alltypes_diff_kJ_mol,FR_main_BDE_pc_pn_pred_kJ_mol,FR_main_BDE_pc_pn_pred_std_kJ_mol,FR_main_BDE_final_kJ_mol,FR_main_BDE_available,FR_main_BDE_source,FR_main_BDE_low_confidence
DOPO_EP_0001,FPD,,DDS,DOPO-based (Co-curing),2,0,Neat EP,100.00%,0.00%,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(NC4=CC=CO4)CC5=CC=CC=C5,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.452218,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,150.0,3.0,22.0,22.0,0.0,,NR,0,3.0,35.0,905.0,905.0,0.0,180.0,180.0,0.0,,,,16.5,16.5,0.0,51.43,51.43,0.0,77.42,77.42,0.0,,,,https://doi.org/10.1007/s11595-025-3132-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,missing,1
DOPO_EP_0002,FPD,,DDS,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(NC4=CC=CO4)CC5=CC=CC=C5,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,4.67,0.36,0.16,0.0,0.0,0.0,0.452218,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,150.0,3.0,29.2,22.0,7.199999999999999,,NR,0,3.0,35.0,,,,,,,,,,22.6,16.5,6.100000000000001,49.83,51.43,-1.6000000000000014,83.31,77.42,5.890000000000001,70.4,294.6,P_C,https://doi.org/10.1007/s11595-025-3132-6,O=P1(C(Cc2ccccc2)Nc2ccco2)Oc2ccccc2-c2ccccc21,P-C,pc_pn,SoftVote_local,raw,1200.0,288.3369643854115,0.2199876960318204,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,288.3369643854115,0.2199876960318204,SoftVote_local,raw,1200.0,288.3369643854115,0.2199876960318204,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,288.3369643854115,0.2199876960318204,294.6,1,measured_or_original,0
DOPO_EP_0003,FPD,,DDS,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(NC4=CC=CO4)CC5=CC=CC=C5,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,8.29,0.64,0.29,0.0,0.0,0.0,0.452218,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,150.0,3.0,31.9,22.0,9.899999999999999,,V-1,2,3.0,35.0,,,,,,,,,,24.7,16.5,8.2,47.19,51.43,-4.240000000000002,84.56,77.42,7.140000000000001,70.4,294.6,P_C,https://doi.org/10.1007/s11595-025-3132-6,O=P1(C(Cc2ccccc2)Nc2ccco2)Oc2ccccc2-c2ccccc21,P-C,pc_pn,SoftVote_local,raw,1200.0,288.3369643854115,0.2199876960318204,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,288.3369643854115,0.2199876960318204,SoftVote_local,raw,1200.0,288.3369643854115,0.2199876960318204,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,288.3369643854115,0.2199876960318204,294.6,1,measured_or_original,0
DOPO_EP_0004,FPD,,DDS,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(NC4=CC=CO4)CC5=CC=CC=C5,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,11.79,0.91,0.41,0.0,0.0,0.0,0.452218,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,150.0,3.0,34.9,22.0,12.899999999999999,,V-0,3,3.0,35.0,351.0,905.0,-554.0,65.0,180.0,-115.0,,,,24.6,16.5,8.100000000000001,45.24,51.43,-6.189999999999998,81.07,77.42,3.6499999999999915,70.4,294.6,P_C,https://doi.org/10.1007/s11595-025-3132-6,O=P1(C(Cc2ccccc2)Nc2ccco2)Oc2ccccc2-c2ccccc21,P-C,pc_pn,SoftVote_local,raw,1200.0,288.3369643854115,0.2199876960318204,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,288.3369643854115,0.2199876960318204,SoftVote_local,raw,1200.0,288.3369643854115,0.2199876960318204,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,288.3369643854115,0.2199876960318204,294.6,1,measured_or_original,0
DOPO_EP_0005,DOPOMAH,,DDM,DOPO-based (Co-curing),2,0,Neat EP,100.00%,0.00%,O=P(C1=C2C=CC=C1)(C3CC(OC3=O)=O)OC4=C2C=CC=C4,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,150.0,3.0,25.0,25.0,0.0,3.0,NR,0,3.0,50.0,1216.4,1216.4,0.0,112.1,112.1,0.0,170.4,170.4,0.0,11.01,11.01,0.0,50.96,50.96,0.0,77.44,77.44,0.0,,,,https://doi.org/10.1002/app.51688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,missing,1
DOPO_EP_0006,DOPOMAH,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(C1=C2C=CC=C1)(C3CC(OC3=O)=O)OC4=C2C=CC=C4,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,150.0,3.0,31.2,25.0,6.199999999999999,3.0,V-1,2,3.0,50.0,,,,,,,172.55,170.4,2.1500000000000057,11.58,11.01,0.5700000000000003,41.21,50.96,-9.75,66.48,77.44,-10.959999999999994,72.4,302.9,P_C,https://doi.org/10.1002/app.51688,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)O1,P-C,pc_pn,SoftVote_local,raw,1200.0,308.67448510816274,0.4927579731778876,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,308.67448510816274,0.4927579731778876,SoftVote_local,raw,1200.0,308.67448510816274,0.4927579731778876,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,308.67448510816274,0.4927579731778876,302.9,1,measured_or_original,0
DOPO_EP_0007,DOPOMAH,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(C1=C2C=CC=C1)(C3CC(OC3=O)=O)OC4=C2C=CC=C4,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,15.22,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,150.0,3.0,31.8,25.0,6.800000000000001,3.0,V-0,3,3.0,50.0,,,,,,,171.8,170.4,1.4000000000000057,,,,44.58,50.96,-6.380000000000003,71.17,77.44,-6.269999999999996,72.4,302.9,P_C,https://doi.org/10.1002/app.51688,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)O1,P-C,pc_pn,SoftVote_local,raw,1200.0,308.67448510816274,0.4927579731778876,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,308.67448510816274,0.4927579731778876,SoftVote_local,raw,1200.0,308.67448510816274,0.4927579731778876,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,308.67448510816274,0.4927579731778876,302.9,1,measured_or_original,0
DOPO_EP_0008,DOPOMAH,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(C1=C2C=CC=C1)(C3CC(OC3=O)=O)OC4=C2C=CC=C4,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,20.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,150.0,3.0,32.8,25.0,7.799999999999997,3.0,V-0,3,3.0,50.0,619.8,1216.4,-596.6000000000001,74.4,112.1,-37.69999999999999,170.8,170.4,0.4000000000000057,12.87,11.01,1.8599999999999994,45.57,50.96,-5.390000000000001,72.41,77.44,-5.030000000000001,72.4,302.9,P_C,https://doi.org/10.1002/app.51688,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)O1,P-C,pc_pn,SoftVote_local,raw,1200.0,308.67448510816274,0.4927579731778876,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,308.67448510816274,0.4927579731778876,SoftVote_local,raw,1200.0,308.67448510816274,0.4927579731778876,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,308.67448510816274,0.4927579731778876,302.9,1,measured_or_original,0
DOPO_EP_0009,DOPO,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(C1=CC=CC=C21)OC3=C2C=CC=C3,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,150.0,3.0,28.1,25.0,3.1000000000000014,3.0,NR,0,3.0,50.0,,,,,,,161.1,170.4,-9.300000000000011,9.35,11.01,-1.6600000000000001,39.38,50.96,-11.579999999999998,61.23,77.44,-16.21,84.9,355.2,P_H,https://doi.org/10.1002/app.51688,O=[PH]1Oc2ccccc2-c2ccccc21,P-H,,,,,,,No suitable model was available for this bond type.,Only one suitable model prediction is available.,,346.3329719354766,1.3504507163361184,SoftVote_local,raw,1200.0,,,,,,,No suitable model was available for this bond type.,Only one suitable model prediction is available.,,346.3329719354766,1.3504507163361184,355.2,1,measured_or_original,1
DOPO_EP_0010,DOPO,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(C1=CC=CC=C21)OC3=C2C=CC=C3,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.47,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,150.0,3.0,29.4,25.0,4.399999999999999,3.0,NR,0,3.0,50.0,,,,,,,153.4,170.4,-17.0,,,,35.93,50.96,-15.030000000000001,56.36,77.44,-21.08,84.9,355.2,P_H,https://doi.org/10.1002/app.51688,O=[PH]1Oc2ccccc2-c2ccccc21,P-H,,,,,,,No suitable model was available for this bond type.,Only one suitable model prediction is available.,,346.3329719354766,1.350450716336122,SoftVote_local,raw,1200.0,,,,,,,No suitable model was available for this bond type.,Only one suitable model prediction is available.,,346.3329719354766,1.350450716336122,355.2,1,measured_or_original,1
DOPO_EP_0011,DOPO,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(C1=CC=CC=C21)OC3=C2C=CC=C3,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,13.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,150.0,3.0,30.6,25.0,5.600000000000001,3.0,NR,0,3.0,50.0,678.5,1216.4,-537.9000000000001,77.4,112.1,-34.69999999999999,148.9,170.4,-21.5,10.06,11.01,-0.9499999999999993,23.92,50.96,-27.04,43.34,77.44,-34.099999999999994,84.9,355.2,P_H,https://doi.org/10.1002/app.51688,O=[PH]1Oc2ccccc2-c2ccccc21,P-H,,,,,,,No suitable model was available for this bond type.,Only one suitable model prediction is available.,,346.3329719354766,1.350450716336097,SoftVote_local,raw,1200.0,,,,,,,No suitable model was available for this bond type.,Only one suitable model prediction is available.,,346.3329719354766,1.350450716336097,355.2,1,measured_or_original,1
DOPO_EP_0012,DE-1,,DDS,DOPO-based (reactive),1,0,Neat EP,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,180.0,3.0,22.0,22.0,0.0,1.27,V-2,1,,,,,,,,,190.0,190.0,0.0,15.1,15.1,0.0,,,,,,,,,,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,missing,1
DOPO_EP_0013,DE-1,,DDS,DOPO-based (reactive),1,1,P-N,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,5.44,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,180.0,3.0,25.0,22.0,3.0,1.27,V-1,2,,,,,,,,,188.0,190.0,-2.0,15.93,15.1,0.8300000000000001,,,,,,,82.2,343.9,P_C,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,CC(C)(c1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,P-C,pc_pn,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579497,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579497,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579497,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579497,343.9,1,measured_or_original,0
DOPO_EP_0014,DE-1,,DDS,DOPO-based (reactive),1,1,P-N,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,11.17,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,180.0,3.0,28.0,22.0,6.0,1.27,V-0,3,,,,,,,,,155.0,190.0,-35.0,17.64,15.1,2.540000000000001,,,,,,,82.2,343.9,P_C,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,CC(C)(c1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,P-C,pc_pn,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579497,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579497,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579497,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579497,343.9,1,measured_or_original,0
DOPO_EP_0015,DE-1,,DDS,DOPO-based (reactive),1,1,P-N,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,17.38,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,180.0,3.0,30.0,22.0,8.0,1.27,V-0,3,,,,,,,,,124.0,190.0,-66.0,20.0,15.1,4.9,,,,,,,82.2,343.9,P_C,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,CC(C)(c1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,P-C,pc_pn,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,343.9,1,measured_or_original,0
DOPO_EP_0016,DE-1,,PN,DOPO-based (reactive),1,0,Neat EP,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,180.0,3.0,21.0,21.0,0.0,1.27,NR,0,,,,,,,,,151.0,151.0,0.0,19.1,19.1,0.0,,,,,,,,,,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,missing,1
DOPO_EP_0017,DE-1,,PN,DOPO-based (reactive),1,0,P-only,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,4.68,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,180.0,3.0,23.0,21.0,2.0,1.27,V-2,1,,,,,,,,,134.0,151.0,-17.0,22.5,19.1,3.3999999999999986,,,,,,,82.2,343.9,P_C,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,CC(C)(c1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,P-C,pc_pn,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,343.9,1,measured_or_original,0
DOPO_EP_0018,DE-1,,PN,DOPO-based (reactive),1,0,P-only,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,9.84,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,180.0,3.0,25.0,21.0,4.0,1.27,V-1,2,,,,,,,,,129.0,151.0,-22.0,25.0,19.1,5.899999999999999,,,,,,,82.2,343.9,P_C,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,CC(C)(c1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,P-C,pc_pn,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,343.9,1,measured_or_original,0
DOPO_EP_0019,DE-1,,PN,DOPO-based (reactive),1,0,P-only,100.00%,0.00%,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,15.56,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,180.0,3.0,27.0,21.0,6.0,1.27,V-0,3,,,,,,,,,117.0,151.0,-34.0,26.9,19.1,7.799999999999997,,,,,,,82.2,343.9,P_C,https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,CC(C)(c1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,P-C,pc_pn,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,SoftVote_local,raw,1200.0,341.9345702834504,0.5997250168579431,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,341.9345702834504,0.5997250168579431,343.9,1,measured_or_original,0
DOPO_EP_0020,BPD,,DDM,DOPO-based (Co-curing),2,0,Neat EP,100.00%,0.00%,O=P(C1=C2C=CC=C1)(C(NC3=NC4=C(S3)C=CC=C4)C5=CC=C(C(P6(C7=C(C8=C(O6)C=CC=C8)C=CC=C7)=O)NC9=NC%10=C(S9)C=CC=C%10)C=C5)OC%11=C2C=CC=C%11,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.904436,1.035288,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,180.0,3.0,24.2,24.2,0.0,3.0,NR,0,3.0,50.0,1558.0,1558.0,0.0,93.0,93.0,0.0,172.0,172.0,0.0,17.8,17.8,0.0,,,,,,,,,,https://doi.org/10.1002/pat.4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,missing,1
DOPO_EP_0021,BPD,,DDM,DOPO-based (Co-curing),2,1,P-N-S,100.00%,0.00%,O=P(C1=C2C=CC=C1)(C(NC3=NC4=C(S3)C=CC=C4)C5=CC=C(C(P6(C7=C(C8=C(O6)C=CC=C8)C=CC=C7)=O)NC9=NC%10=C(S9)C=CC=C%10)C=C5)OC%11=C2C=CC=C%11,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,3.35,0.25,0.226,0.259,0.0,0.0,0.904436,1.035288,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,180.0,3.0,32.8,24.2,8.599999999999998,3.0,V-1,2,3.0,50.0,1313.0,1558.0,-245.0,78.9,93.0,-14.099999999999994,166.0,172.0,-6.0,18.4,17.8,0.5999999999999979,,,,,,,70.3,294.1,P_C,https://doi.org/10.1002/pat.4145,O=P1(C(Nc2nc3ccccc3s2)c2ccc(C(Nc3nc4ccccc4s3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,P-C,pc_pn,SoftVote_local,raw,1200.0,286.43037099241803,0.708439220765455,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,286.43037099241803,0.708439220765455,SoftVote_local,raw,1200.0,286.43037099241803,0.708439220765455,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,286.43037099241803,0.708439220765455,294.1,1,measured_or_original,0
DOPO_EP_0022,BPD,,DDM,DOPO-based (Co-curing),2,1,P-N-S,100.00%,0.00%,O=P(C1=C2C=CC=C1)(C(NC3=NC4=C(S3)C=CC=C4)C5=CC=C(C(P6(C7=C(C8=C(O6)C=CC=C8)C=CC=C7)=O)NC9=NC%10=C(S9)C=CC=C%10)C=C5)OC%11=C2C=CC=C%11,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.71,0.5,0.452,0.518,0.0,0.0,0.904436,1.035288,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,180.0,3.0,34.3,24.2,10.099999999999998,3.0,V-1,2,3.0,50.0,1273.0,1558.0,-285.0,69.8,93.0,-23.200000000000003,163.0,172.0,-9.0,20.1,17.8,2.3000000000000007,,,,,,,70.3,294.1,P_C,https://doi.org/10.1002/pat.4145,O=P1(C(Nc2nc3ccccc3s2)c2ccc(C(Nc3nc4ccccc4s3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,P-C,pc_pn,SoftVote_local,raw,1200.0,286.43037099241803,0.7084392207654465,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,286.43037099241803,0.7084392207654465,SoftVote_local,raw,1200.0,286.43037099241803,0.7084392207654465,pc_pn,SoftVote_local,raw,1200.0,Main application domain: DOPO P-C/P-N prediction; use as trend-level BDE feature.,Only one suitable model prediction is available.,,286.43037099241803,0.7084392207654465,294.1,1,measured_or_original,0
