feature_group,mean_abs_shap_all_folds_sum,mean_abs_shap_all_folds_mean,max_top20_frequency,mean_selected_feature_frequency,n_features
molecular_fingerprint,0.18063148053198713,0.0003500610087829208,0.8,0.9593023255813954,516
molecular_descriptor,0.1347725456946633,0.0021737507370106985,1.0,0.9870967741935485,62
formulation_loading,0.12237997477610801,0.003599411022826706,1.0,1.0,34
elemental_composition,0.050553636214031285,0.0015319283701221602,0.8,1.0,33
other,0.04188973756792885,0.0007757358808875714,0.4,0.9481481481481482,54
curing_and_preparation,0.003998068738318089,0.0009995171845795224,0.2,1.0,4
test_condition,0.0009517589137002828,0.0009517589137002828,0.0,1.0,1
