feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
main_morgan_r3_21,molecular_fingerprint,0.011734816716459146,-0.0008756399608181989,1,5,morgan_r3,ExtraTrees,,688
P_x_curing_HBD,molecular_descriptor,0.011061987531744448,-0.002688282400728691,2,5,morgan_r3,ExtraTrees,,688
P_content_sqrt,elemental_composition,0.011018172042350522,-0.002301874745121495,3,5,morgan_r3,ExtraTrees,,688
Loading_total_FR_sqrt,formulation_loading,0.010557638387403485,-0.0029917153029139472,4,5,morgan_r3,ExtraTrees,,688
P_content wt%,elemental_composition,0.00992268409666933,-0.0015080465007315303,5,5,morgan_r3,ExtraTrees,,688
P_x_CuringAgent_Has_N,molecular_descriptor,0.009816370445808622,-0.002082796061650684,6,5,morgan_r3,ExtraTrees,,688
P_x_curing_AromaticRings,molecular_descriptor,0.009298649788250839,-0.0018964440787733303,7,5,morgan_r3,ExtraTrees,,688
Loading_x_Synergy,formulation_loading,0.008589457255630921,-0.0016863927796284528,8,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_128,molecular_fingerprint,0.00827573362031673,-0.001282672328084576,9,5,morgan_r3,ExtraTrees,,688
P_x_curing_LogP,molecular_descriptor,0.008102785060742697,-0.0010660858896608043,10,5,morgan_r3,ExtraTrees,,688
P_x_curing_HeavyAtomCount,molecular_descriptor,0.008091582159054481,-0.000983178458073233,11,5,morgan_r3,ExtraTrees,,688
P_loading_real_sqrt,formulation_loading,0.008064484245579722,-0.0019182522045739683,12,5,morgan_r3,ExtraTrees,,688
P_x_curing_RingCount,molecular_descriptor,0.007604670583735263,-0.00154951253855046,13,5,morgan_r3,ExtraTrees,,688
P_x_curing_RotBonds,molecular_descriptor,0.007575135702561798,-0.0015106039330425244,14,5,morgan_r3,ExtraTrees,,688
P_x_curing_MolWt,molecular_descriptor,0.007557082299205227,-0.001318387184288134,15,5,morgan_r3,ExtraTrees,,688
P_x_curing_TPSA,molecular_descriptor,0.007073682745069292,-0.0010451572058296332,16,5,morgan_r3,ExtraTrees,,688
P_loading_x_Synergy,formulation_loading,0.006612834947865665,-0.0010646130173032893,17,5,morgan_r3,ExtraTrees,,688
Synergy_flag(single=0&synergy=1),other,0.006318506214042322,-0.0014860061083860248,18,5,morgan_r3,ExtraTrees,,688
Has_P,elemental_composition,0.006222204741012927,-0.002168900974007152,19,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_1,molecular_fingerprint,0.00593908037186659,-0.0011930058101174428,20,5,morgan_r3,ExtraTrees,,688
P_x_curing_HBA,molecular_descriptor,0.005900242864305091,-0.0010963306883880414,21,5,morgan_r3,ExtraTrees,,688
P_content_log,elemental_composition,0.005762480971208208,0.0002105006174416641,22,5,morgan_r3,ExtraTrees,,688
Main_FR_present,other,0.005561458141788637,-0.001348414914297993,23,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_80,molecular_fingerprint,0.0054874423454189,0.0009960661166439598,24,5,morgan_r3,ExtraTrees,,688
P_N_loading_sum,formulation_loading,0.005482719500642617,-0.002158277389154706,25,5,morgan_r3,ExtraTrees,,688
Loading_total_FR wt%,formulation_loading,0.005271654416235552,-0.0015840356028890936,26,5,morgan_r3,ExtraTrees,,688
Loading_total_FR_sq,formulation_loading,0.005062909489709519,-0.001506089016079828,27,5,morgan_r3,ExtraTrees,,688
N_loading_real_sqrt,formulation_loading,0.004801886612376199,-0.00240730193556352,28,5,morgan_r3,ExtraTrees,,688
P_S_loading_sum,formulation_loading,0.004790309625221106,-0.0016687359230246085,29,5,morgan_r3,ExtraTrees,,688
P_loading_real,formulation_loading,0.0047315088942922485,-0.0012295193421912529,30,5,morgan_r3,ExtraTrees,,688
P_B_loading_sum,formulation_loading,0.004660904635059014,-0.0009783914155824254,31,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_183,molecular_fingerprint,0.0045819580433019685,0.0002468954222129505,32,5,morgan_r3,ExtraTrees,,688
Main_FR_fraction,formulation_loading,0.00457726986017216,-0.0012940192478788498,33,5,morgan_r3,ExtraTrees,,688
N_content_wt%_sqrt,elemental_composition,0.0045465312768646765,-0.0019659679163830587,34,5,morgan_r3,ExtraTrees,,688
P_B_loading_ratio,formulation_loading,0.004385895617232971,-0.0012891229809474088,35,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_218,molecular_fingerprint,0.004050138351541748,-0.0010967544968019047,36,5,morgan_r3,ExtraTrees,,688
main_BalabanJ,other,0.003955063009914307,-0.0007554528746358277,37,5,morgan_r3,ExtraTrees,,688
P_content_sq,elemental_composition,0.003934531873804148,-0.0006252016252293126,38,5,morgan_r3,ExtraTrees,,688
P_Si_loading_sum,formulation_loading,0.0038945273736250867,-0.0007252511222367276,39,5,morgan_r3,ExtraTrees,,688
P_Si_loading_ratio,formulation_loading,0.0038324548306205393,-0.0011774582601407645,40,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_133,molecular_fingerprint,0.0037840077018502097,-0.0003593549255084836,41,5,morgan_r3,ExtraTrees,,688
P_S_loading_ratio,formulation_loading,0.0036839272689999855,-0.0003769662607763438,42,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_182,molecular_fingerprint,0.0033816415857967274,0.0015990521438208642,43,5,morgan_r3,ExtraTrees,,688
P_x_curing_FractionCSP3,molecular_descriptor,0.003343240355382569,-0.000767141010835673,44,5,morgan_r3,ExtraTrees,,688
N_content wt%,elemental_composition,0.0033417177263076188,-0.0016350261311780458,45,5,morgan_r3,ExtraTrees,,688
main_LogP,molecular_descriptor,0.0029916529583961923,-0.0008051336870545986,46,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_425,molecular_fingerprint,0.0029408610873602,0.0006544094800418222,47,5,morgan_r3,ExtraTrees,,688
N_loading_real,formulation_loading,0.0028625363409874103,-0.0018011319661536543,48,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_219,molecular_fingerprint,0.0027955664695980425,-0.0005194940307714233,49,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_326,molecular_fingerprint,0.0027316560697881443,-0.0011108618317085548,50,5,morgan_r3,ExtraTrees,,688
P_loading_real_sq,formulation_loading,0.002691337247433871,-0.0006181124601927599,51,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_363,molecular_fingerprint,0.002668936207782416,-0.00024071236720991528,52,5,morgan_r3,ExtraTrees,,688
curing_morgan_r3_204,molecular_fingerprint,0.002595707166850253,-0.0003685655371464078,53,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_116,molecular_fingerprint,0.0025636136319433147,-0.0011065881622436616,54,5,morgan_r3,ExtraTrees,,688
main_ExactMolWt,molecular_descriptor,0.0024670094577339476,-0.0004911182299823874,55,5,morgan_r3,ExtraTrees,,688
N_content_wt%_sq,elemental_composition,0.0024516701858086206,-0.00105676590878039,56,5,morgan_r3,ExtraTrees,,688
P_N_loading_product,formulation_loading,0.002302349801496572,-0.0013076169038920644,57,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_341,molecular_fingerprint,0.00223172839093772,-0.0009197597810043355,58,5,morgan_r3,ExtraTrees,,688
N/P_ratio_sqrt,elemental_composition,0.0022059421420137764,-0.0002810088884035937,59,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_399,molecular_fingerprint,0.0022029010445466053,-0.0022029010445466053,60,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_414,molecular_fingerprint,0.002194091354644974,0.0001458189219681059,61,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_121,molecular_fingerprint,0.0021328036915666516,-0.000642043234121843,62,5,morgan_r3,ExtraTrees,,688
main_RotBonds,other,0.0020959584413352997,0.00013204230685314404,63,5,morgan_r3,ExtraTrees,,688
main_MolWt,molecular_descriptor,0.002079624674163152,-0.00041988440003745356,64,5,morgan_r3,ExtraTrees,,688
main_NumHeteroAtoms,molecular_descriptor,0.0020647691775304445,-2.132931963673615e-05,65,5,morgan_r3,ExtraTrees,,688
main_TPSA,molecular_descriptor,0.0020119709267128797,-0.0003516807436209432,66,5,morgan_r3,ExtraTrees,,688
main_AromaticRings,molecular_descriptor,0.0019633513503624824,-0.000654186395465711,67,5,morgan_r3,ExtraTrees,,688
N_loading_real_sq,formulation_loading,0.0019537870760647324,-0.00105835583508574,68,5,morgan_r3,ExtraTrees,,688
UL94_Thickness_mm,test_condition,0.0019298360109566085,-0.0006415643456889156,69,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_90,molecular_fingerprint,0.0019052041445059866,-2.392758956663724e-06,70,5,morgan_r3,ExtraTrees,,688
curing_morgan_r3_80,molecular_fingerprint,0.00190426457656469,-0.00024302255866570497,71,5,morgan_r3,ExtraTrees,,688
main_MolMR,other,0.0018986981824992658,-0.0006003138228719291,72,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_135,molecular_fingerprint,0.001879742545105871,-0.0006045581359228672,73,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_460,molecular_fingerprint,0.0018619304984224744,-0.0006845006735071638,74,5,morgan_r3,ExtraTrees,,688
curing_morgan_r3_39,molecular_fingerprint,0.0018589187534522723,-0.00014335529800829267,75,5,morgan_r3,ExtraTrees,,688
Has_N,elemental_composition,0.0017764225277293309,-0.0006619535684210265,76,5,morgan_r3,ExtraTrees,,688
main_NumValenceElectrons,other,0.0017314347346287402,-0.0005039247105534273,77,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_204,molecular_fingerprint,0.0016862898126028527,-0.0005876270553784162,78,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_322,molecular_fingerprint,0.0016736889319179233,-0.00035412686163506166,79,5,morgan_r3,ExtraTrees,,688
main_NOCount,other,0.0016730634985523377,2.6673258613030573e-06,80,5,morgan_r3,ExtraTrees,,688
curing_morgan_r3_89,molecular_fingerprint,0.0016338857638690423,-0.0004217399243095738,81,5,morgan_r3,ExtraTrees,,688
Preparation_Method_DOPO-based (Additive + Secondary Crosslinking),curing_and_preparation,0.0016277775980776078,-0.0016277775980776078,82,5,morgan_r3,ExtraTrees,,688
main_BertzCT,other,0.001593508974641572,-0.0002792217107676246,83,5,morgan_r3,ExtraTrees,,688
main_RingCount,molecular_descriptor,0.0015921916223794522,-0.00038738201571085544,84,5,morgan_r3,ExtraTrees,,688
curing_morgan_r3_138,molecular_fingerprint,0.0015865213090750453,-0.00010477466303887197,85,5,morgan_r3,ExtraTrees,,688
main_AliphaticRings,molecular_descriptor,0.0015747545175355446,-0.00012561794572870925,86,5,morgan_r3,ExtraTrees,,688
main_LabuteASA,other,0.0015736040081987409,-0.0004909217731957701,87,5,morgan_r3,ExtraTrees,,688
main_AromaticCarbocycles,other,0.0015601262705239847,-0.0001501582597552087,88,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_346,molecular_fingerprint,0.001540873348258403,-0.0009752104077218447,89,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_244,molecular_fingerprint,0.0015156342164041768,0.00037351853141957516,90,5,morgan_r3,ExtraTrees,,688
main_NHOHCount,other,0.0015045300233360274,0.00021547063295489333,91,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_317,molecular_fingerprint,0.0014755748677721192,0.0002073993996351457,92,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_94,molecular_fingerprint,0.0014471752112769167,-0.0002467151007234572,93,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_295,molecular_fingerprint,0.001442366365061558,0.000160538643989775,94,5,morgan_r3,ExtraTrees,,688
curing_HBA,molecular_descriptor,0.0014366972956224955,-0.00021358446174038666,95,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_79,molecular_fingerprint,0.0014307845409673484,0.0010004450747842478,96,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_469,molecular_fingerprint,0.0013993818853034017,0.0013993818853034017,97,5,morgan_r3,ExtraTrees,,688
S_loading_real_sqrt,formulation_loading,0.0013948066271131172,-0.0009769522691820498,98,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_178,molecular_fingerprint,0.00137175370243577,-0.00027227005770491525,99,5,morgan_r3,ExtraTrees,,688
main_HeavyAtomCount,other,0.0013561085163025883,3.313310481742982e-05,100,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_310,molecular_fingerprint,0.001274728424610806,-0.00015442988179856338,101,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_134,molecular_fingerprint,0.0012733921795822626,-0.000290887809461727,102,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_367,molecular_fingerprint,0.0012523845084920027,-0.00015581207179594925,103,5,morgan_r3,ExtraTrees,,688
S_loading_real,formulation_loading,0.001234624055246564,-0.0008081797898895122,104,5,morgan_r3,ExtraTrees,,688
main_Kappa1,other,0.0012344877785922866,-0.00025215225369605164,105,5,morgan_r3,ExtraTrees,,688
main_HBD,other,0.001218805510648014,0.00020375914873943507,106,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_499,molecular_fingerprint,0.0012119013648591527,0.0005025423451868013,107,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_495,molecular_fingerprint,0.0012111229106221088,0.0003626152889865449,108,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_378,molecular_fingerprint,0.0011817724218487415,0.00023653247089852646,109,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_393,molecular_fingerprint,0.0011722335081576314,0.00032188660023897524,110,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_176,molecular_fingerprint,0.0011544307317627382,-0.0004093628006965527,111,5,morgan_r3,ExtraTrees,,688
S_content_wt%_sqrt,elemental_composition,0.0011474252645856905,-0.0006479129425354162,112,5,morgan_r3,ExtraTrees,,688
main_morgan_r3_432,molecular_fingerprint,0.0011417033434655203,-0.000510247355481239,113,5,morgan_r3,ExtraTrees,,688
