feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds
main_morgan_r3_260,molecular_fingerprint,3.151863010805301e-05,3.9398287635066255e-05,1.3176324517000165e-05,1.6470405646250205e-05,0.8,0.0,0.5,0.5,584.0,4,5
main_morgan_r3_149,molecular_fingerprint,3.1100904405472344e-05,3.8876130506840434e-05,3.1100904405472344e-05,3.8876130506840434e-05,0.8,0.0,1.0,1.0,545.0,4,5
main_morgan_r3_87,molecular_fingerprint,1.777750689153537e-05,2.2221883614419213e-05,-1.5866349201334946e-05,-1.9832936501668683e-05,0.8,0.0,0.5,0.5,540.6,4,5
main_morgan_r3_141,molecular_fingerprint,1.5075510768737229e-05,1.8844388460921536e-05,-1.5075510768737229e-05,-1.8844388460921536e-05,0.8,0.0,1.0,0.0,550.4,4,5
co_morgan_r3_15,molecular_fingerprint,1.4988411183973471e-05,1.873551397996684e-05,1.4988411183973471e-05,1.873551397996684e-05,0.8,0.0,1.0,1.0,624.2,4,5
co_morgan_r3_33,molecular_fingerprint,1.3737645762173799e-05,1.7172057202717248e-05,1.1001143195042258e-05,1.3751428993802824e-05,0.8,0.0,0.5,0.5,624.0,4,5
main_morgan_r3_105,molecular_fingerprint,1.358022465481352e-05,1.69752808185169e-05,1.0076980509337676e-05,1.2596225636672094e-05,0.8,0.0,0.5,0.5,546.0,4,5
main_morgan_r3_440,molecular_fingerprint,1.2566469804975587e-05,1.5708087256219485e-05,1.2566469804975587e-05,1.5708087256219485e-05,0.8,0.0,1.0,1.0,606.2,4,5
co_morgan_r3_80,molecular_fingerprint,1.2510776849820912e-05,1.563847106227614e-05,1.198532970435432e-05,1.49816621304429e-05,0.8,0.0,1.0,1.0,616.4,4,5
main_morgan_r3_274,molecular_fingerprint,1.2131474817377041e-05,1.5164343521721302e-05,-6.031827359846732e-06,-7.539784199808414e-06,0.8,0.0,0.6666666666666666,0.3333333333333333,575.4,4,5
main_morgan_r3_344,molecular_fingerprint,9.129356535923862e-06,1.1411695669904828e-05,-8.561619808081863e-06,-1.0702024760102328e-05,0.8,0.0,1.0,0.0,593.8,4,5
main_SaturatedCarbocycles,other,6.227865716937229e-06,7.784832146171537e-06,6.227865716937229e-06,7.784832146171537e-06,0.8,0.0,1.0,1.0,550.0,4,5
main_morgan_r3_465,molecular_fingerprint,6.065812112410639e-06,7.582265140513299e-06,4.4600284488499e-06,5.575035561062374e-06,0.8,0.0,0.6666666666666666,0.3333333333333333,620.2,4,5
