outer_fold,1,2,3,4,5
1,1.0,0.38439553181758085,0.7272450010842972,0.8109370025757855,0.7219599495691488
2,0.38439553181758085,1.0,0.3140526701653236,0.3684040335247343,0.32590510735090267
3,0.7272450010842972,0.3140526701653236,1.0,0.77251502408544,0.7763251910538885
4,0.8109370025757855,0.3684040335247343,0.77251502408544,1.0,0.7707262486195253
5,0.7219599495691488,0.32590510735090267,0.7763251910538885,0.7707262486195253,1.0
