feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
EP_matrix_Tg,ep_baseline,4.933083950008633,-0.3794393311389987,1,4,morgan_r3,SoftVote,270,270
Cure_Temp_Max,curing_and_preparation,2.648624312685526,-0.06310596072917511,2,4,morgan_r3,SoftVote,270,270
CuringAgent_Has_S,molecular_descriptor,2.072995888032386,0.5681196801466825,3,4,morgan_r3,SoftVote,270,270
EP_matrix_Tg_sq,ep_baseline,2.0095093525883514,-0.12587637925935546,4,4,morgan_r3,SoftVote,270,270
curing_MolMR,molecular_descriptor,1.061431125543421,-0.12764846585322326,5,4,morgan_r3,SoftVote,270,270
EP_matrix_Tg_sqrt,ep_baseline,1.037909711609756,-0.021457568035657446,6,4,morgan_r3,SoftVote,270,270
main_BalabanJ,other,1.0320081140339528,-0.4300790298857519,7,4,morgan_r3,SoftVote,270,270
P_loading_x_Synergy,formulation_loading,0.9018405890545599,-0.13208091738782296,8,4,morgan_r3,SoftVote,270,270
curing_morgan_r3_39,molecular_fingerprint,0.7889683043671756,0.07297129172033029,9,4,morgan_r3,SoftVote,270,270
curing_TPSA,molecular_descriptor,0.7095972973755905,0.48517137171148694,10,4,morgan_r3,SoftVote,270,270
Synergy_x_EP_matrix_Tg,formulation_interaction,0.6756805658518448,0.15105427164175594,11,4,morgan_r3,SoftVote,270,270
main_BertzCT,other,0.6602319975322648,-0.3121040171505297,12,4,morgan_r3,SoftVote,270,270
P_S_loading_ratio,formulation_loading,0.5297238784020306,-0.09281678954103506,13,4,morgan_r3,SoftVote,270,270
P_x_curing_LogP,molecular_descriptor,0.4584447384309034,-0.15221525237058545,14,4,morgan_r3,SoftVote,270,270
curing_LogP,molecular_descriptor,0.4404955475317546,0.4404955475317546,15,4,morgan_r3,SoftVote,270,270
main_FractionCSP3,molecular_descriptor,0.42254589388027297,-0.08865092685722561,16,4,morgan_r3,SoftVote,270,270
P_x_curing_FractionCSP3,molecular_descriptor,0.4166359556912296,-0.1582820423518145,17,4,morgan_r3,SoftVote,270,270
