cid,Name,Synonyms,Molecular_Formula,InChI,SMILES,InChIKey,IUPAC_Name,MeSH_Headings,Annotation_Content,Linked_BioAssays,Data_Source,Data_Source_Category,Tagged_by_PubChem,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Linked_PubChem_Patent_Family_Count,Annotation_Type_Count,Create_Date,Query_ID,Source_Type,Source_Database,Source_File,SMILES_raw,Canonical_SMILES,Computed_InChIKey,Computed_Formula,Computed_MW,Murcko_Scaffold_SMILES,Computed_DOPO_Count,Computed_Formal_Charge,Computed_Fragment_Count,Computed_Isotopic_Atom_Count,smiles_valid,contains_DOPO,single_component,neutral,non_isotopic,P_molecular_wt_pct,N_molecular_wt_pct,S_molecular_wt_pct,B_molecular_wt_pct,Si_molecular_wt_pct,Candidate_ID,Candidate_Name,Synthesis_Level,synthesis_feasible,PubChem_Canonical_Duplicate,is_unique_pubchem,Standardization_Eligible,Exclusion_Reason,Model_Identity_SMILES,Training_Duplicate,Designed_Duplicate,Training_ModelIdentity_Duplicate,Designed_ModelIdentity_Duplicate,PubChem_ModelIdentity_Duplicate,Matched_Training_Candidate_ID,Matched_Designed_Candidate_ID,Existing_Structure_Duplicate,Public_Record,Public_Source_Eligible,candidate_feasible,Public_Exclusion_Reason
124397767,"[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methanol",,C13H11O3P,"InChI=1S/C13H11O3P/c14-9-17(15)13-8-4-2-6-11(13)10-5-1-3-7-12(10)16-17/h1-8,14H,9H2/t17-/m0/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@@](=O)(O2)CO,ZVNLUXZZYVQUTE-KRWDZBQOSA-N,"[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methanol",,,,ZINC,Chemical Vendors|Legacy Depositors,,246.2,46.5,331,1.9,17,1,3,1,246.044586,246.044586,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@@](=O)(O2)CO,O=[P@@]1(CO)Oc2ccccc2-c2ccccc21,ZVNLUXZZYVQUTE-KRWDZBQOSA-N,C13H11O3P,246.20199999999997,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,12.580726395398903,0.0,0.0,0.0,0.0,PUBCHEM_124397767,"[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methanol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(CO)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
124397768,"[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methanol",,C13H11O3P,"InChI=1S/C13H11O3P/c14-9-17(15)13-8-4-2-6-11(13)10-5-1-3-7-12(10)16-17/h1-8,14H,9H2/t17-/m1/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CO,ZVNLUXZZYVQUTE-QGZVFWFLSA-N,"[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methanol",,,,ZINC,Chemical Vendors|Legacy Depositors,,246.2,46.5,331,1.9,17,1,3,1,246.044586,246.044586,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CO,O=[P@]1(CO)Oc2ccccc2-c2ccccc21,ZVNLUXZZYVQUTE-QGZVFWFLSA-N,C13H11O3P,246.20199999999997,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,12.580726395398903,0.0,0.0,0.0,0.0,PUBCHEM_124397768,"[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methanol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(CO)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
124583408,"methyl 3-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]propanoate",,C16H15O4P,"InChI=1S/C16H15O4P/c1-19-16(17)10-11-21(18)15-9-5-3-7-13(15)12-6-2-4-8-14(12)20-21/h2-9H,10-11H2,1H3/t21-/m1/s1",COC(=O)CC[P@]1(=O)C2=CC=CC=C2C3=CC=CC=C3O1,DYZCIFRVAXREBL-OAQYLSRUSA-N,"methyl 3-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]propanoate",,,,ZINC,Chemical Vendors|Legacy Depositors,,302.26,52.6,436,2.3,21,0,4,4,302.070801,302.070801,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC(=O)CC[P@]1(=O)C2=CC=CC=C2C3=CC=CC=C3O1,COC(=O)CC[P@@]1(=O)Oc2ccccc2-c2ccccc21,DYZCIFRVAXREBL-OAQYLSRUSA-N,C16H15O4P,302.2660000000001,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,10.247265653431082,0.0,0.0,0.0,0.0,PUBCHEM_124583408,"methyl 3-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]propanoate",PUBLIC_UNVERIFIED,False,False,True,True,,COC(=O)CCP1(=O)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
124583409,"methyl 3-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]propanoate",,C16H15O4P,"InChI=1S/C16H15O4P/c1-19-16(17)10-11-21(18)15-9-5-3-7-13(15)12-6-2-4-8-14(12)20-21/h2-9H,10-11H2,1H3/t21-/m0/s1",COC(=O)CC[P@@]1(=O)C2=CC=CC=C2C3=CC=CC=C3O1,DYZCIFRVAXREBL-NRFANRHFSA-N,"methyl 3-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]propanoate",,,,ZINC,Chemical Vendors|Legacy Depositors,,302.26,52.6,436,2.3,21,0,4,4,302.070801,302.070801,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC(=O)CC[P@@]1(=O)C2=CC=CC=C2C3=CC=CC=C3O1,COC(=O)CC[P@]1(=O)Oc2ccccc2-c2ccccc21,DYZCIFRVAXREBL-NRFANRHFSA-N,C16H15O4P,302.2660000000001,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,10.247265653431082,0.0,0.0,0.0,0.0,PUBCHEM_124583409,"methyl 3-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]propanoate",PUBLIC_UNVERIFIED,False,False,True,True,,COC(=O)CCP1(=O)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
124630706,"2-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethanol",,C14H13O3P,"InChI=1S/C14H13O3P/c15-9-10-18(16)14-8-4-2-6-12(14)11-5-1-3-7-13(11)17-18/h1-8,15H,9-10H2/t18-/m0/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@@](=O)(O2)CCO,QOACETVVECEGPO-SFHVURJKSA-N,"2-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethanol",,,,ZINC,Chemical Vendors|Legacy Depositors,,260.22,46.5,344,2.4,18,1,3,2,260.060242,260.060242,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@@](=O)(O2)CCO,O=[P@@]1(CCO)Oc2ccccc2-c2ccccc21,QOACETVVECEGPO-SFHVURJKSA-N,C14H13O3P,260.2289999999999,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,11.902593484969012,0.0,0.0,0.0,0.0,PUBCHEM_124630706,"2-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethanol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(CCO)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
124630707,"2-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethanol",,C14H13O3P,"InChI=1S/C14H13O3P/c15-9-10-18(16)14-8-4-2-6-12(14)11-5-1-3-7-13(11)17-18/h1-8,15H,9-10H2/t18-/m1/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CCO,QOACETVVECEGPO-GOSISDBHSA-N,"2-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethanol",,,,ZINC,Chemical Vendors|Legacy Depositors,,260.22,46.5,344,2.4,18,1,3,2,260.060242,260.060242,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CCO,O=[P@]1(CCO)Oc2ccccc2-c2ccccc21,QOACETVVECEGPO-GOSISDBHSA-N,C14H13O3P,260.2289999999999,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,11.902593484969012,0.0,0.0,0.0,0.0,PUBCHEM_124630707,"2-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethanol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(CCO)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
125121316,"2-N-[[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-6-phenyl-1,3,5-triazine-2,4-diamine",,C22H18N5O2P,"InChI=1S/C22H18N5O2P/c23-21-25-20(15-8-2-1-3-9-15)26-22(27-21)24-14-30(28)19-13-7-5-11-17(19)16-10-4-6-12-18(16)29-30/h1-13H,14H2,(H3,23,24,25,26,27)/t30-/m0/s1",C1=CC=C(C=C1)C2=NC(=NC(=N2)NC[P@@]3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)N,CVBORFFBTSOKQO-PMERELPUSA-N,"2-N-[[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-6-phenyl-1,3,5-triazine-2,4-diamine",,,,ZINC,Chemical Vendors|Legacy Depositors,,415.4,103.0,631,4.0,30,2,7,4,415.119812,415.119812,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C(C=C1)C2=NC(=NC(=N2)NC[P@@]3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)N,Nc1nc(NC[P@]2(=O)Oc3ccccc3-c3ccccc32)nc(-c2ccccc2)n1,CVBORFFBTSOKQO-PMERELPUSA-N,C22H18N5O2P,415.3930000000001,O=[P@@]1(CNc2ncnc(-c3ccccc3)n2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,7.456553191796683,16.859937456818,0.0,0.0,0.0,PUBCHEM_125121316,"2-N-[[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-6-phenyl-1,3,5-triazine-2,4-diamine",PUBLIC_UNVERIFIED,False,False,True,True,,Nc1nc(NCP2(=O)Oc3ccccc3-c3ccccc32)nc(-c2ccccc2)n1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
125121317,"2-N-[[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-6-phenyl-1,3,5-triazine-2,4-diamine",,C22H18N5O2P,"InChI=1S/C22H18N5O2P/c23-21-25-20(15-8-2-1-3-9-15)26-22(27-21)24-14-30(28)19-13-7-5-11-17(19)16-10-4-6-12-18(16)29-30/h1-13H,14H2,(H3,23,24,25,26,27)/t30-/m1/s1",C1=CC=C(C=C1)C2=NC(=NC(=N2)NC[P@]3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)N,CVBORFFBTSOKQO-SSEXGKCCSA-N,"2-N-[[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-6-phenyl-1,3,5-triazine-2,4-diamine",,,,ZINC,Chemical Vendors|Legacy Depositors,,415.4,103.0,631,4.0,30,2,7,4,415.119812,415.119812,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C(C=C1)C2=NC(=NC(=N2)NC[P@]3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)N,Nc1nc(NC[P@@]2(=O)Oc3ccccc3-c3ccccc32)nc(-c2ccccc2)n1,CVBORFFBTSOKQO-SSEXGKCCSA-N,C22H18N5O2P,415.3930000000001,O=[P@]1(CNc2ncnc(-c3ccccc3)n2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,7.456553191796683,16.859937456818,0.0,0.0,0.0,PUBCHEM_125121317,"2-N-[[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-6-phenyl-1,3,5-triazine-2,4-diamine",PUBLIC_UNVERIFIED,False,False,True,True,,Nc1nc(NCP2(=O)Oc3ccccc3-c3ccccc32)nc(-c2ccccc2)n1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
125121393,"2-N-[[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-1,3,5-triazine-2,4,6-triamine",,C16H15N6O2P,"InChI=1S/C16H15N6O2P/c17-14-20-15(18)22-16(21-14)19-9-25(23)13-8-4-2-6-11(13)10-5-1-3-7-12(10)24-25/h1-8H,9H2,(H5,17,18,19,20,21,22)/t25-/m1/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CNC4=NC(=NC(=N4)N)N,HBVBMEQCXSOQKO-RUZDIDTESA-N,"2-N-[[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-1,3,5-triazine-2,4,6-triamine",,,,ZINC,Chemical Vendors|Legacy Depositors,,354.3,129.0,513,2.0,25,3,8,3,354.099396,354.099396,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CNC4=NC(=NC(=N4)N)N,Nc1nc(N)nc(NC[P@@]2(=O)Oc3ccccc3-c3ccccc32)n1,HBVBMEQCXSOQKO-RUZDIDTESA-N,C16H15N6O2P,354.31000000000006,O=[P@]1(CNc2ncncn2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,8.742062036070108,23.719906296745787,0.0,0.0,0.0,PUBCHEM_125121393,"2-N-[[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-1,3,5-triazine-2,4,6-triamine",PUBLIC_UNVERIFIED,False,False,True,True,,Nc1nc(N)nc(NCP2(=O)Oc3ccccc3-c3ccccc32)n1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
125121394,"2-N-[[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-1,3,5-triazine-2,4,6-triamine",,C16H15N6O2P,"InChI=1S/C16H15N6O2P/c17-14-20-15(18)22-16(21-14)19-9-25(23)13-8-4-2-6-11(13)10-5-1-3-7-12(10)24-25/h1-8H,9H2,(H5,17,18,19,20,21,22)/t25-/m0/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@@](=O)(O2)CNC4=NC(=NC(=N4)N)N,HBVBMEQCXSOQKO-VWLOTQADSA-N,"2-N-[[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-1,3,5-triazine-2,4,6-triamine",,,,ZINC,Chemical Vendors|Legacy Depositors,,354.3,129.0,513,2.0,25,3,8,3,354.099396,354.099396,0,1,0,1,1,0,0,0,0,0,0,0,0,20170410,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@@](=O)(O2)CNC4=NC(=NC(=N4)N)N,Nc1nc(N)nc(NC[P@]2(=O)Oc3ccccc3-c3ccccc32)n1,HBVBMEQCXSOQKO-VWLOTQADSA-N,C16H15N6O2P,354.31000000000006,O=[P@@]1(CNc2ncncn2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,8.742062036070108,23.719906296745787,0.0,0.0,0.0,PUBCHEM_125121394,"2-N-[[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]methyl]-1,3,5-triazine-2,4,6-triamine",PUBLIC_UNVERIFIED,False,False,True,True,,Nc1nc(N)nc(NCP2(=O)Oc3ccccc3-c3ccccc32)n1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
132537195,"4-[[4-[4-[[(4-Hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenoxy]anilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",,C50H38N2O7P2,"InChI=1S/C50H38N2O7P2/c53-37-25-17-33(18-26-37)49(60(55)47-15-7-3-11-43(47)41-9-1-5-13-45(41)58-60)51-35-21-29-39(30-22-35)57-40-31-23-36(24-32-40)52-50(34-19-27-38(54)28-20-34)61(56)48-16-8-4-12-44(48)42-10-2-6-14-46(42)59-61/h1-32,49-54H",C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C(C4=CC=C(C=C4)O)NC5=CC=C(C=C5)OC6=CC=C(C=C6)NC(C7=CC=C(C=C7)O)P8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,HUPSPVQAIUXWAW-UHFFFAOYSA-N,"4-[[4-[4-[[(4-hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenoxy]anilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",,,,Japan Chemical Substance Dictionary (Nikkaji),Governmental Organizations,,840.8,126.0,1410,10.5,61,4,9,10,840.215454,840.215454,0,1,0,4,0,4,0,0,0,0,0,0,0,20180408,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C(C4=CC=C(C=C4)O)NC5=CC=C(C=C5)OC6=CC=C(C=C6)NC(C7=CC=C(C=C7)O)P8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,O=P1(C(Nc2ccc(Oc3ccc(NC(c4ccc(O)cc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,HUPSPVQAIUXWAW-UHFFFAOYSA-N,C50H38N2O7P2,840.8090000000002,O=P1(C(Nc2ccc(Oc3ccc(NC(c4ccccc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,7.36766614058603,3.331791167791971,0.0,0.0,0.0,PUBCHEM_132537195,"4-[[4-[4-[[(4-Hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenoxy]anilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C(Nc2ccc(Oc3ccc(NC(c4ccc(O)cc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,True,False,True,False,False,TRAIN_063,,True,True,False,False,duplicate_training_structure;duplicate_training_model_identity
132537196,"4-[[4-[[4-[[(4-Hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenyl]methyl]anilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",,C51H40N2O6P2,"InChI=1S/C51H40N2O6P2/c54-40-29-21-36(22-30-40)50(60(56)48-15-7-3-11-44(48)42-9-1-5-13-46(42)58-60)52-38-25-17-34(18-26-38)33-35-19-27-39(28-20-35)53-51(37-23-31-41(55)32-24-37)61(57)49-16-8-4-12-45(49)43-10-2-6-14-47(43)59-61/h1-32,50-55H,33H2",C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C(C4=CC=C(C=C4)O)NC5=CC=C(C=C5)CC6=CC=C(C=C6)NC(C7=CC=C(C=C7)O)P8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,NJEXGFCSSYKPRI-UHFFFAOYSA-N,"4-[[4-[[4-[[(4-hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenyl]methyl]anilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",,,,Japan Chemical Substance Dictionary (Nikkaji),Governmental Organizations,,838.8,117.0,1410,10.9,61,4,8,10,838.236145,838.236145,0,1,0,4,0,4,0,0,0,0,0,0,0,20180408,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C(C4=CC=C(C=C4)O)NC5=CC=C(C=C5)CC6=CC=C(C=C6)NC(C7=CC=C(C=C7)O)P8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,O=P1(C(Nc2ccc(Cc3ccc(NC(c4ccc(O)cc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,NJEXGFCSSYKPRI-UHFFFAOYSA-N,C51H40N2O6P2,838.8370000000002,O=P1(C(Nc2ccc(Cc3ccc(NC(c4ccccc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,7.384986594535051,3.3396237886502376,0.0,0.0,0.0,PUBCHEM_132537196,"4-[[4-[[4-[[(4-Hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenyl]methyl]anilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C(Nc2ccc(Cc3ccc(NC(c4ccc(O)cc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,True,False,True,False,False,TRAIN_022,,True,True,False,False,duplicate_training_structure;duplicate_training_model_identity
