feature_group,mean_abs_shap_all_folds_sum,mean_abs_shap_all_folds_mean,max_top20_frequency,mean_selected_feature_frequency,n_features
ep_baseline,8.080075960406461,2.6933586534688203,1.0,1.0,3
molecular_descriptor,2.72179209183587,0.060484268707463776,0.6,0.7066666666666667,45
molecular_fingerprint,2.480239052737945,0.027867854525145452,0.6,0.5955056179775281,89
other,1.9872152334638793,0.08640066232451649,0.8,0.8782608695652173,23
formulation_loading,1.5692370824531898,0.0747255753549138,0.8,0.6857142857142857,21
formulation_interaction,0.6740061919483751,0.6740061919483751,1.0,1.0,1
elemental_composition,0.6233869988348236,0.03666982346087198,0.4,0.9411764705882353,17
curing_and_preparation,0.19863999853084072,0.06621333284361357,0.2,0.20000000000000004,3
