feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds
main_morgan_r2_121,molecular_fingerprint,0.01900925817921007,0.01900925817921007,0.0021872749560370303,0.0021872749560370303,1.0,0.0,0.5,0.5,94.6,5,5
N/P ratio,elemental_composition,0.01723607303954815,0.01723607303954815,-0.005862925467431933,-0.005862925467431933,1.0,0.0,1.0,0.0,75.4,5,5
main_HeavyAtomCount,other,0.016526474154871615,0.016526474154871615,-0.0027515328473066234,-0.0027515328473066234,1.0,0.0,0.75,0.25,80.2,5,5
S_loading_real_sqrt,formulation_loading,0.014891786601390436,0.014891786601390436,-0.0035941745855952965,-0.0035941745855952965,1.0,0.0,0.8,0.2,84.4,5,5
main_AromaticRings,molecular_descriptor,0.013742321233587906,0.013742321233587906,0.0008699434997285295,0.0008699434997285295,1.0,0.0,0.5,0.5,82.6,5,5
S_content_wt%_sqrt,elemental_composition,0.011804835917874002,0.011804835917874002,-0.006640623883738752,-0.006640623883738752,1.0,0.0,1.0,0.0,88.2,5,5
main_morgan_r2_76,molecular_fingerprint,0.009640780091780075,0.009640780091780075,-0.0021843598372314394,-0.0021843598372314394,1.0,0.0,1.0,0.0,98.6,5,5
main_morgan_r2_108,molecular_fingerprint,0.009467199228488857,0.009467199228488857,-0.006650406005918685,-0.006650406005918685,1.0,0.0,0.6666666666666666,0.3333333333333333,100.2,5,5
Synergy_flag(single=0&synergy=1),other,0.007195850686525375,0.007195850686525375,0.0006194487949640244,0.0006194487949640244,1.0,0.0,0.6666666666666666,0.6666666666666666,92.4,5,5
curing_RingCount,molecular_descriptor,0.006339274869600518,0.006339274869600518,-0.0026838365536700514,-0.0026838365536700514,1.0,0.0,0.5,0.5,121.0,5,5
N/P_ratio_sqrt,elemental_composition,0.005508574399016657,0.005508574399016657,-0.0008370761248245276,-0.0008370761248245276,1.0,0.0,1.0,0.0,98.4,5,5
curing_morgan_r2_10,molecular_fingerprint,0.005394090337470138,0.005394090337470138,0.0006074378750441229,0.0006074378750441229,1.0,0.0,0.75,0.75,109.6,5,5
main_morgan_r2_106,molecular_fingerprint,0.0044497065307326725,0.0044497065307326725,0.0009859094353198694,0.0009859094353198694,1.0,0.0,0.5,0.5,108.8,5,5
N/P_ratio_sq,elemental_composition,0.0026480472376864124,0.0026480472376864124,-0.000896283295160432,-0.000896283295160432,1.0,0.0,1.0,0.0,101.8,5,5
main_morgan_r2_98,molecular_fingerprint,0.0018325547480076137,0.0018325547480076137,-0.0007361692805205365,-0.0007361692805205365,1.0,0.0,1.0,0.0,118.8,5,5
main_morgan_r2_60,molecular_fingerprint,0.0017844557786794199,0.0017844557786794199,0.00031450113498080406,0.00031450113498080406,1.0,0.0,0.6666666666666666,0.3333333333333333,114.4,5,5
Has_P,elemental_composition,0.0015996336742847533,0.0015996336742847533,0.0003002655956506108,0.0003002655956506108,1.0,0.0,1.0,1.0,103.0,5,5
main_morgan_r2_21,molecular_fingerprint,0.0010253225744213626,0.0010253225744213626,4.019466894969806e-05,4.019466894969806e-05,1.0,0.0,0.5,0.5,118.2,5,5
Has_N,elemental_composition,0.00100164437420511,0.00100164437420511,-3.740296244828242e-05,-3.740296244828242e-05,1.0,0.0,1.0,0.0,104.6,5,5
S/P_ratio_sqrt,elemental_composition,0.0006793698680561241,0.0006793698680561241,0.00016753641071263697,0.00016753641071263697,1.0,0.0,0.5,0.5,110.8,5,5
Has_S,elemental_composition,0.00022045262365394993,0.00022045262365394993,-0.0002127097557040138,-0.0002127097557040138,1.0,0.0,1.0,0.0,107.6,5,5
main_TPSA,molecular_descriptor,0.08637175188074113,0.10796468985092642,0.02103876807238677,0.026298460090483464,0.8,0.0,0.5,0.5,64.8,4,5
main_NOCount,other,0.059104001957238014,0.07388000244654752,-0.010409646224872105,-0.01301205778109013,0.8,0.0,0.5,0.5,75.4,4,5
P_x_curing_HBA,molecular_descriptor,0.056242890563255286,0.07030361320406911,0.018774194429869145,0.023467743037336432,0.8,0.0,0.75,0.75,77.6,4,5
main_morgan_r2_17,molecular_fingerprint,0.05272975881682096,0.0659121985210262,-0.01524732026522621,-0.019059150331532763,0.8,0.0,0.5,0.5,79.4,4,5
P_x_curing_RotBonds,molecular_descriptor,0.05239150559338399,0.06548938199172999,0.021472651119125608,0.02684081389890701,0.8,0.0,0.75,0.75,76.8,4,5
curing_morgan_r2_12,molecular_fingerprint,0.050301900419326584,0.06287737552415823,0.050301900419326584,0.06287737552415823,0.8,0.0,1.0,1.0,90.2,4,5
curing_morgan_r2_5,molecular_fingerprint,0.04332411198357326,0.054155139979466575,0.04332411198357326,0.054155139979466575,0.8,0.0,1.0,1.0,89.2,4,5
P_loading_real,formulation_loading,0.03596406948081239,0.044955086851015486,-0.001149429089659189,-0.001436786362073986,0.8,0.0,0.6666666666666666,0.3333333333333333,91.2,4,5
curing_morgan_r2_19,molecular_fingerprint,0.02368211884327436,0.029602648554092947,0.02368211884327436,0.029602648554092947,0.8,0.0,1.0,1.0,100.2,4,5
curing_morgan_r2_80,molecular_fingerprint,0.02267958151843662,0.028349476898045775,0.0018275828252456953,0.002284478531557119,0.8,0.0,1.0,1.0,105.6,4,5
main_morgan_r2_110,molecular_fingerprint,0.022507702213114433,0.02813462776639304,0.005572986468879713,0.006966233086099642,0.8,0.0,0.5,0.5,107.2,4,5
curing_morgan_r2_49,molecular_fingerprint,0.022336698654467753,0.02792087331808469,0.022336698654467753,0.02792087331808469,0.8,0.0,1.0,1.0,105.0,4,5
curing_NOCount,molecular_descriptor,0.021236742849356272,0.02654592856169534,0.0051116057002228415,0.006389507125278551,0.8,0.0,0.5,0.5,100.0,4,5
P_Si_loading_sum,formulation_loading,0.021102884841201163,0.026378606051501455,-0.004210220124868455,-0.005262775156085568,0.8,0.0,1.0,0.0,93.6,4,5
CuringAgent_Has_S,molecular_descriptor,0.0198522615071603,0.024815326883950373,0.0015711547479405612,0.0019639434349257015,0.8,0.0,0.6666666666666666,0.6666666666666666,110.6,4,5
main_morgan_r2_50,molecular_fingerprint,0.017911148217764527,0.02238893527220566,-0.001890822333041601,-0.002363527916302001,0.8,0.0,0.6666666666666666,0.3333333333333333,98.8,4,5
