feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
EP_matrix_TS_sq,ep_baseline,2.6373766378105548,-1.2575448933212707,1,1,compact,GBDT,140,140
EP_matrix_TS,ep_baseline,2.4459049949276217,-1.0065970196815515,2,1,compact,GBDT,140,140
EP_matrix_TS_sqrt,ep_baseline,2.3050473434432672,-1.1188855895939733,3,1,compact,GBDT,140,140
main_MolMR,other,1.2998670623178048,0.04525396408907209,4,1,compact,GBDT,140,140
P_Si_loading_ratio,formulation_loading,0.717101333436604,0.04392635908562882,5,1,compact,GBDT,140,140
main_Kappa3,other,0.5269572879796706,-0.011360412649213307,6,1,compact,GBDT,140,140
Synergy_x_EP_matrix_TS,formulation_interaction,0.46072979090401006,-0.2694637774585343,7,1,compact,GBDT,140,140
main_RingCount,molecular_descriptor,0.34442673348224695,-0.1817440893596564,8,1,compact,GBDT,140,140
main_HBD,other,0.29117845555003247,0.00729719019518831,9,1,compact,GBDT,140,140
P_B_loading_ratio,formulation_loading,0.24119815874773154,-0.04688260493298562,10,1,compact,GBDT,140,140
curing_morgan_r2_22,molecular_fingerprint,0.2069070905542526,0.0930336953069155,11,1,compact,GBDT,140,140
main_BertzCT,other,0.19482772286073904,-0.06369509822808399,12,1,compact,GBDT,140,140
CuringAgent_Has_N,molecular_descriptor,0.1718254953766099,0.1718254953766099,13,1,compact,GBDT,140,140
main_morgan_r2_82,molecular_fingerprint,0.1707718646297088,-0.1707718646297088,14,1,compact,GBDT,140,140
main_morgan_r2_107,molecular_fingerprint,0.17024862934038248,0.015014698578922363,15,1,compact,GBDT,140,140
P_N_loading_ratio,formulation_loading,0.16781923893409284,-0.017028478950930705,16,1,compact,GBDT,140,140
main_morgan_r2_126,molecular_fingerprint,0.1580193896694347,-0.1580193896694347,17,1,compact,GBDT,140,140
P_loading_real_sqrt,formulation_loading,0.14859238022413007,0.006308921235494135,18,1,compact,GBDT,140,140
main_NHOHCount,other,0.14545710917550306,-0.018494074399439755,19,1,compact,GBDT,140,140
main_morgan_r2_31,molecular_fingerprint,0.13438892297339272,-0.09599647493018071,20,1,compact,GBDT,140,140
main_morgan_r2_92,molecular_fingerprint,0.12144842888586788,-0.10318046871763772,21,1,compact,GBDT,140,140
main_Kappa1,other,0.12052498680945391,-0.019611162854692884,22,1,compact,GBDT,140,140
P_S_loading_sum,formulation_loading,0.11577570638261167,-0.001600130014599141,23,1,compact,GBDT,140,140
curing_morgan_r2_12,molecular_fingerprint,0.10463951502043084,0.10463951502043084,24,1,compact,GBDT,140,140
curing_LogP,molecular_descriptor,0.1039674631499041,0.09831086282427304,25,1,compact,GBDT,140,140
main_NumValenceElectrons,other,0.10218956728155416,-0.03474195994293462,26,1,compact,GBDT,140,140
curing_morgan_r2_5,molecular_fingerprint,0.09993291596094002,0.09993291596094002,27,1,compact,GBDT,140,140
curing_Kappa2,molecular_descriptor,0.09525379148395494,-0.016964419591479384,28,1,compact,GBDT,140,140
P_x_curing_HBA,molecular_descriptor,0.09014088608181249,0.08683158777510892,29,1,compact,GBDT,140,140
main_morgan_r2_102,molecular_fingerprint,0.08905643680586645,-0.02004463301780516,30,1,compact,GBDT,140,140
P_content_sq,elemental_composition,0.0881678456154007,0.014684148108920991,31,1,compact,GBDT,140,140
main_morgan_r2_27,molecular_fingerprint,0.07952946474154793,-0.012400403848061202,32,1,compact,GBDT,140,140
Synergy_type_P-N,other,0.07926195272459433,-0.016562199076780908,33,1,compact,GBDT,140,140
P_S_loading_product,formulation_loading,0.07846903015310183,-0.07846903015310183,34,1,compact,GBDT,140,140
main_morgan_r2_1,molecular_fingerprint,0.07833254818732922,-0.003983010924779452,35,1,compact,GBDT,140,140
P_content_log,elemental_composition,0.07811928918250859,0.02441804459175238,36,1,compact,GBDT,140,140
P_S_loading_ratio,formulation_loading,0.07789010126263095,-0.011111907643051115,37,1,compact,GBDT,140,140
curing_NumHeteroAtoms,molecular_descriptor,0.07006847600643644,-0.00486661421063428,38,1,compact,GBDT,140,140
P_x_curing_TPSA,molecular_descriptor,0.06927328401794418,0.012702084497477003,39,1,compact,GBDT,140,140
N_content_wt%_sqrt,elemental_composition,0.06914477599068328,-0.023522912066143282,40,1,compact,GBDT,140,140
main_Kappa2,other,0.06702289493420183,-0.007411985524380811,41,1,compact,GBDT,140,140
curing_RotBonds,molecular_descriptor,0.06484917270449493,0.06484917270449493,42,1,compact,GBDT,140,140
main_LogP,molecular_descriptor,0.05059087176162461,-0.03176576207893399,43,1,compact,GBDT,140,140
main_AromaticCarbocycles,other,0.04687280251334111,-0.02200096694227213,44,1,compact,GBDT,140,140
main_MolWt,molecular_descriptor,0.04581201082238781,-0.0029338962947710974,45,1,compact,GBDT,140,140
curing_morgan_r2_19,molecular_fingerprint,0.0443434788678319,0.0443434788678319,46,1,compact,GBDT,140,140
curing_morgan_r2_49,molecular_fingerprint,0.04376873339597999,0.04376873339597999,47,1,compact,GBDT,140,140
P_x_curing_RingCount,molecular_descriptor,0.04332888387382412,-0.0006565559559907683,48,1,compact,GBDT,140,140
main_LabuteASA,other,0.04294040906123626,0.0010880835354328175,49,1,compact,GBDT,140,140
P_x_curing_AromaticRings,molecular_descriptor,0.041516603474529123,-0.015443935207067386,50,1,compact,GBDT,140,140
main_ExactMolWt,molecular_descriptor,0.04002748378194295,-0.011633135855962084,51,1,compact,GBDT,140,140
P_content wt%,elemental_composition,0.03975575999237408,0.014150798834191684,52,1,compact,GBDT,140,140
curing_MolMR,molecular_descriptor,0.039050033325568216,0.039050033325568216,53,1,compact,GBDT,140,140
curing_NOCount,molecular_descriptor,0.0383247078285935,-0.007204946629906021,54,1,compact,GBDT,140,140
S_content wt%,elemental_composition,0.03821143020804118,0.004245518663754838,55,1,compact,GBDT,140,140
main_HeavyAtomCount,other,0.03577568743091364,-0.002450351589001141,56,1,compact,GBDT,140,140
main_morgan_r2_17,molecular_fingerprint,0.034809375905360186,0.0041191512408355856,57,1,compact,GBDT,140,140
P_x_curing_RotBonds,molecular_descriptor,0.029257856424038206,0.006838043072284795,58,1,compact,GBDT,140,140
curing_LabuteASA,molecular_descriptor,0.02925177013071683,0.02925177013071683,59,1,compact,GBDT,140,140
S_content_wt%_sqrt,elemental_composition,0.029011873005387892,-0.004199643368617846,60,1,compact,GBDT,140,140
P_N_loading_sum,formulation_loading,0.02777691777103034,0.0031484931217840807,61,1,compact,GBDT,140,140
curing_NHOHCount,molecular_descriptor,0.027035204760539246,0.027035204760539246,62,1,compact,GBDT,140,140
main_AromaticHeterocycles,other,0.026690311770504106,-0.005488839423140656,63,1,compact,GBDT,140,140
S_loading_real_sq,formulation_loading,0.02566429644058913,-0.007125274282999524,64,1,compact,GBDT,140,140
S_loading_real_sqrt,formulation_loading,0.02543482347749748,-0.00787491883413914,65,1,compact,GBDT,140,140
curing_ExactMolWt,molecular_descriptor,0.025003941825185064,-0.003568615028873473,66,1,compact,GBDT,140,140
N/P ratio,elemental_composition,0.024835472647100707,-0.01216636514291167,67,1,compact,GBDT,140,140
S_loading_real,formulation_loading,0.02194479548205167,-0.011665638593526992,68,1,compact,GBDT,140,140
curing_morgan_r2_81,molecular_fingerprint,0.019504339264658006,0.019504339264658006,69,1,compact,GBDT,140,140
main_morgan_r2_69,molecular_fingerprint,0.017878907613265223,0.0022348634516581507,70,1,compact,GBDT,140,140
Preparation_Method_DOPO-based (additive),curing_and_preparation,0.014620214299513743,0.0015752419447287549,71,1,compact,GBDT,140,140
curing_morgan_r2_10,molecular_fingerprint,0.012576413918764158,0.004508525744462626,72,1,compact,GBDT,140,140
P_x_curing_FractionCSP3,molecular_descriptor,0.010929903139670684,0.010929903139670684,73,1,compact,GBDT,140,140
main_morgan_r2_18,molecular_fingerprint,0.008542520753466173,0.00656027836868397,74,1,compact,GBDT,140,140
main_morgan_r2_14,molecular_fingerprint,0.008318745843970618,0.0031626603995951307,75,1,compact,GBDT,140,140
main_morgan_r2_55,molecular_fingerprint,0.007958531265075392,0.002170508526838744,76,1,compact,GBDT,140,140
N/P_ratio_sqrt,elemental_composition,0.007643236950612978,-0.000553857750044419,77,1,compact,GBDT,140,140
main_morgan_r2_33,molecular_fingerprint,0.005340523215440602,-0.004005392411580453,78,1,compact,GBDT,140,140
S_content_wt%_sq,elemental_composition,0.005298855310926829,0.00031744294489423195,79,1,compact,GBDT,140,140
P_B_loading_sum,formulation_loading,0.00446447109182676,0.00446447109182676,80,1,compact,GBDT,140,140
curing_TPSA,molecular_descriptor,0.0030517007295901956,0.0030517007295901956,81,1,compact,GBDT,140,140
main_morgan_r2_95,molecular_fingerprint,0.0012337871086903114,-0.0006785829097796715,82,1,compact,GBDT,140,140
main_morgan_r2_44,molecular_fingerprint,0.0010844404689776589,-0.0010844404689776589,83,1,compact,GBDT,140,140
P_Si_loading_sum,formulation_loading,7.195702682320889e-05,-7.195702682320889e-05,84,1,compact,GBDT,140,140
N/P_ratio_sq,elemental_composition,7.169914360229786e-05,-7.169914360229786e-05,85,1,compact,GBDT,140,140
Has_S,elemental_composition,0.0,0.0,86,1,compact,GBDT,140,140
Has_N,elemental_composition,0.0,0.0,87,1,compact,GBDT,140,140
Has_P,elemental_composition,0.0,0.0,88,1,compact,GBDT,140,140
S/P ratio,elemental_composition,0.0,0.0,89,1,compact,GBDT,140,140
Main_FR_fraction,formulation_loading,0.0,0.0,90,1,compact,GBDT,140,140
Co_FR_fraction,formulation_loading,0.0,0.0,91,1,compact,GBDT,140,140
Synergy_flag(single=0&synergy=1),other,0.0,0.0,92,1,compact,GBDT,140,140
CuringAgent_Has_B,molecular_descriptor,0.0,0.0,93,1,compact,GBDT,140,140
main_morgan_r2_0,molecular_fingerprint,0.0,0.0,94,1,compact,GBDT,140,140
main_AromaticRings,molecular_descriptor,0.0,0.0,95,1,compact,GBDT,140,140
main_co_similarity_sq,other,0.0,0.0,96,1,compact,GBDT,140,140
main_morgan_r2_12,molecular_fingerprint,0.0,0.0,97,1,compact,GBDT,140,140
S/P_ratio_sq,elemental_composition,0.0,0.0,98,1,compact,GBDT,140,140
S/P_ratio_sqrt,elemental_composition,0.0,0.0,99,1,compact,GBDT,140,140
P_x_CuringAgent_Has_B,molecular_descriptor,0.0,0.0,100,1,compact,GBDT,140,140
Synergy_type_P-only,other,0.0,0.0,101,1,compact,GBDT,140,140
Synergy_type_P-N-S,other,0.0,0.0,102,1,compact,GBDT,140,140
P_loading_real,formulation_loading,0.0,0.0,103,1,compact,GBDT,140,140
Main_FR_present,other,0.0,0.0,104,1,compact,GBDT,140,140
main_co_similarity,other,0.0,0.0,105,1,compact,GBDT,140,140
main_morgan_r2_41,molecular_fingerprint,0.0,0.0,106,1,compact,GBDT,140,140
main_morgan_r2_25,molecular_fingerprint,0.0,0.0,107,1,compact,GBDT,140,140
main_morgan_r2_20,molecular_fingerprint,0.0,0.0,108,1,compact,GBDT,140,140
co_RotBonds,other,0.0,0.0,109,1,compact,GBDT,140,140
main_morgan_r2_121,molecular_fingerprint,0.0,0.0,110,1,compact,GBDT,140,140
main_morgan_r2_114,molecular_fingerprint,0.0,0.0,111,1,compact,GBDT,140,140
main_morgan_r2_110,molecular_fingerprint,0.0,0.0,112,1,compact,GBDT,140,140
main_morgan_r2_106,molecular_fingerprint,0.0,0.0,113,1,compact,GBDT,140,140
main_morgan_r2_108,molecular_fingerprint,0.0,0.0,114,1,compact,GBDT,140,140
main_morgan_r2_83,molecular_fingerprint,0.0,0.0,115,1,compact,GBDT,140,140
main_morgan_r2_98,molecular_fingerprint,0.0,0.0,116,1,compact,GBDT,140,140
main_morgan_r2_90,molecular_fingerprint,0.0,0.0,117,1,compact,GBDT,140,140
main_morgan_r2_91,molecular_fingerprint,0.0,0.0,118,1,compact,GBDT,140,140
main_morgan_r2_60,molecular_fingerprint,0.0,0.0,119,1,compact,GBDT,140,140
main_morgan_r2_50,molecular_fingerprint,0.0,0.0,120,1,compact,GBDT,140,140
main_morgan_r2_61,molecular_fingerprint,0.0,0.0,121,1,compact,GBDT,140,140
main_morgan_r2_66,molecular_fingerprint,0.0,0.0,122,1,compact,GBDT,140,140
main_morgan_r2_75,molecular_fingerprint,0.0,0.0,123,1,compact,GBDT,140,140
main_morgan_r2_76,molecular_fingerprint,0.0,0.0,124,1,compact,GBDT,140,140
main_morgan_r2_21,molecular_fingerprint,0.0,0.0,125,1,compact,GBDT,140,140
curing_NumValenceElectrons,molecular_descriptor,0.0,0.0,126,1,compact,GBDT,140,140
