feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
EP_matrix_TS_sqrt,ep_baseline,3.372027760646186,-0.5035120051025819,1,2,compact,GBDT,140,140
EP_matrix_TS,ep_baseline,2.40186571096285,-0.4406461786502638,2,2,compact,GBDT,140,140
EP_matrix_TS_sq,ep_baseline,2.3668391699144524,-0.583405670340364,3,2,compact,GBDT,140,140
main_morgan_r2_14,molecular_fingerprint,1.6419256019334374,-0.270195973533182,4,2,compact,GBDT,140,140
Synergy_x_EP_matrix_TS,formulation_interaction,1.0498223490535448,-0.267008741522351,5,2,compact,GBDT,140,140
Cure_Temp_Max,curing_and_preparation,0.869004099152218,0.28211979532184517,6,2,compact,GBDT,140,140
main_morgan_r2_0,molecular_fingerprint,0.7034549994107624,-0.3630079681913441,7,2,compact,GBDT,140,140
P_S_loading_ratio,formulation_loading,0.5436150499288206,-0.37912139429633196,8,2,compact,GBDT,140,140
main_NHOHCount,other,0.4653123990919153,0.006464283440548619,9,2,compact,GBDT,140,140
main_morgan_r2_31,molecular_fingerprint,0.39959960696227753,0.12008845797823506,10,2,compact,GBDT,140,140
P_x_curing_FractionCSP3,molecular_descriptor,0.32185067695637165,0.06343047982320572,11,2,compact,GBDT,140,140
P_content_sq,elemental_composition,0.3126127724058163,-0.19580852875533772,12,2,compact,GBDT,140,140
P_S_loading_product,formulation_loading,0.2843856825158954,-0.2843856825158954,13,2,compact,GBDT,140,140
main_HBD,other,0.2762257070901493,-0.02540725118074662,14,2,compact,GBDT,140,140
curing_morgan_r2_22,molecular_fingerprint,0.26044164605152154,-0.12215212277996426,15,2,compact,GBDT,140,140
P_content_log,elemental_composition,0.23676369728353344,-0.18367543883191859,16,2,compact,GBDT,140,140
main_morgan_r2_66,molecular_fingerprint,0.20105366896336466,-0.06505778400251311,17,2,compact,GBDT,140,140
main_NumHeteroAtoms,molecular_descriptor,0.1886779442435513,0.10289440376576611,18,2,compact,GBDT,140,140
main_LogP,molecular_descriptor,0.1616798220775448,-0.002174427006871276,19,2,compact,GBDT,140,140
main_morgan_r2_126,molecular_fingerprint,0.15300075254188134,0.005342225630122898,20,2,compact,GBDT,140,140
N_loading_real_sqrt,formulation_loading,0.14095082708503096,-0.06618007336778987,21,2,compact,GBDT,140,140
main_morgan_r2_27,molecular_fingerprint,0.09492417425514217,0.0395123834662044,22,2,compact,GBDT,140,140
main_morgan_r2_92,molecular_fingerprint,0.09408405318092075,0.07381497249007221,23,2,compact,GBDT,140,140
main_morgan_r2_39,molecular_fingerprint,0.08260115771912607,0.05450689996091218,24,2,compact,GBDT,140,140
main_RotBonds,other,0.07819655412354337,0.008502524251786946,25,2,compact,GBDT,140,140
curing_morgan_r2_80,molecular_fingerprint,0.07370954562360663,0.0026898606847494118,26,2,compact,GBDT,140,140
main_morgan_r2_114,molecular_fingerprint,0.07037454117328314,0.06468757481003802,27,2,compact,GBDT,140,140
main_morgan_r2_127,molecular_fingerprint,0.0700357966017551,-0.027991371495553703,28,2,compact,GBDT,140,140
main_morgan_r2_26,molecular_fingerprint,0.06964195850544055,0.045917377433476916,29,2,compact,GBDT,140,140
main_NumValenceElectrons,other,0.05401924832795675,-0.013357239488798838,30,2,compact,GBDT,140,140
main_morgan_r2_7,molecular_fingerprint,0.04854412532578677,-0.038086767198565664,31,2,compact,GBDT,140,140
main_RingCount,molecular_descriptor,0.04594120330248888,-0.006092650916140813,32,2,compact,GBDT,140,140
main_TPSA,molecular_descriptor,0.03425951176919999,0.01206505440939696,33,2,compact,GBDT,140,140
main_morgan_r2_19,molecular_fingerprint,0.03424746484424056,-0.00038604227682718917,34,2,compact,GBDT,140,140
main_HBA,other,0.03396871152739878,0.01758565091504119,35,2,compact,GBDT,140,140
S_loading_real,formulation_loading,0.029659081720866457,-0.02431805984666333,36,2,compact,GBDT,140,140
main_NOCount,other,0.028419757663057384,0.019707012033233287,37,2,compact,GBDT,140,140
main_AromaticRings,molecular_descriptor,0.025974181719506398,-0.01242415232058519,38,2,compact,GBDT,140,140
main_BertzCT,other,0.02517791948734948,0.004487840797847663,39,2,compact,GBDT,140,140
S_content_wt%_sq,elemental_composition,0.02401260427939588,-0.02401260427939588,40,2,compact,GBDT,140,140
N_content_wt%_sqrt,elemental_composition,0.023892656164482624,-0.023892656164482624,41,2,compact,GBDT,140,140
main_morgan_r2_85,molecular_fingerprint,0.022962545102032324,-0.006893328648920242,42,2,compact,GBDT,140,140
main_ExactMolWt,molecular_descriptor,0.02165660289092323,0.00398973900203904,43,2,compact,GBDT,140,140
N_content wt%,elemental_composition,0.018926588783804814,-0.013821493489190177,44,2,compact,GBDT,140,140
