outer_fold,1,2,3,4,5
1,1.0,0.20601953537882592,0.42125315781977374,0.5367319095345542,0.3635357086634832
2,0.20601953537882592,1.0,0.13527949984632567,0.20377664000479764,0.2206710694982721
3,0.42125315781977374,0.13527949984632567,1.0,0.6230635162182625,0.5142268682673783
4,0.5367319095345542,0.20377664000479764,0.6230635162182625,1.0,0.5554738041514554
5,0.3635357086634832,0.2206710694982721,0.5142268682673783,0.5554738041514554,1.0
