task,feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds,stability_level,source_csv,parent_variable,parent_variable_cn,parent_feature_group,mapping_type,transform_tags,mechanism_key,mapping_note,child_importance_rank
UL94_V0,main_morgan_r3_128,molecular_fingerprint,0.0091860941569908,0.0091860941569908,-0.0006566603541135,-0.0006566603541135,1.0,0.6,1.0,0.0,47.6,5,5,Medium,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,Main FR MORGAN_R3 bit 128,主阻燃剂MORGAN_R3指纹位128,molecular_fingerprint,fingerprint_bit,none,fingerprint,Fingerprint bit retained separately; map the bit back to a chemical substructure before mechanistic interpretation.,6
UL94_V0,Loading_total_FR_sqrt,formulation_loading,0.0086900764266418,0.0086900764266418,-0.001639947858402,-0.001639947858402,1.0,0.8,1.0,0.0,25.8,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,Total FR loading,总阻燃剂添加量,formulation_loading,base_or_transform,sqrt,fr_loading,Base and mathematical transforms merged into one parent variable.,7
UL94_V0,Loading_x_Synergy,formulation_loading,0.0084576148109187,0.0084576148109187,-0.0010847438783758,-0.0010847438783758,1.0,1.0,0.8,0.2,9.8,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,Total FR loading × synergy,总阻燃剂添加量×协同状态,formulation_interaction,interaction,none,loading_synergy,Interaction between total loading and synergistic formulation status.,8
UL94_V0,P_content_sqrt,elemental_composition,0.0078727587822943,0.0078727587822943,-0.0013043203168651,-0.0013043203168651,1.0,0.8,1.0,0.0,28.0,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,P content,磷含量,elemental_composition,base_or_transform,sqrt,p_content,Base and mathematical transforms merged into one parent variable.,9
UL94_V0,main_morgan_r3_21,molecular_fingerprint,0.0074439368602603,0.0074439368602603,-0.0010756382460723,-0.0010756382460723,1.0,0.8,1.0,0.0,43.0,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,Main FR MORGAN_R3 bit 21,主阻燃剂MORGAN_R3指纹位21,molecular_fingerprint,fingerprint_bit,none,fingerprint,Fingerprint bit retained separately; map the bit back to a chemical substructure before mechanistic interpretation.,10
UL94_V0,P_loading_real_sqrt,formulation_loading,0.0072221422226208,0.0072221422226208,-0.001136226055702,-0.001136226055702,1.0,0.8,1.0,0.0,40.8,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,FR loading × P-content interaction,阻燃剂添加量×磷含量交互,formulation_interaction,base_or_transform,sqrt,loading_x_p_content,Base and mathematical transforms merged into one parent variable.,11
UL94_V0,P_x_curing_RingCount,molecular_descriptor,0.0070126267853235,0.0070126267853235,-0.0008189186862997,-0.0008189186862997,1.0,0.8,1.0,0.0,17.8,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,P content × curing-agent RingCount,磷含量×固化剂总环数,molecular_interaction,interaction,none,p_curing_ringcount,Interaction feature coupling phosphorus loading/composition with curing-agent structure.,12
UL94_V0,P_x_curing_HeavyAtomCount,molecular_descriptor,0.0066282180762846,0.0066282180762846,-0.0011371647021771,-0.0011371647021771,1.0,0.8,1.0,0.0,18.0,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,P content × curing-agent HeavyAtomCount,磷含量×固化剂重原子数,molecular_interaction,interaction,none,p_curing_heavyatomcount,Interaction feature coupling phosphorus loading/composition with curing-agent structure.,13
UL94_V0,Loading_total_FR wt%,formulation_loading,0.0064016149998729,0.0064016149998729,-0.0006813119356839,-0.0006813119356839,1.0,0.6,0.8,0.2,20.0,5,5,Medium,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,Total FR loading,总阻燃剂添加量,formulation_loading,base_or_transform,none,fr_loading,Base and mathematical transforms merged into one parent variable.,14
UL94_V0,P_x_curing_MolWt,molecular_descriptor,0.0062761134057938,0.0062761134057938,-0.0008893528944385,-0.0008893528944385,1.0,0.8,1.0,0.0,23.6,5,5,High,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,P content × curing-agent MolWt,磷含量×固化剂分子量,molecular_interaction,interaction,none,p_curing_molwt,Interaction feature coupling phosphorus loading/composition with curing-agent structure.,15
UL94_V0,P_x_curing_RotBonds,molecular_descriptor,0.0059323709669923,0.0059323709669923,-0.0007389953203992,-0.0007389953203992,1.0,0.8,0.75,0.25,40.2,5,5,Medium,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,P content × curing-agent RotBonds,磷含量×固化剂可旋转键数,molecular_interaction,interaction,none,p_curing_rotbonds,Interaction feature coupling phosphorus loading/composition with curing-agent structure.,16
UL94_V0,P_content wt%,elemental_composition,0.0058150082012339,0.0058150082012339,-0.0009325584044494,-0.0009325584044494,1.0,0.6,0.75,0.25,147.0,5,5,Medium,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,P content,磷含量,elemental_composition,base_or_transform,none,p_content,Base and mathematical transforms merged into one parent variable.,17
UL94_V0,Has_P,elemental_composition,0.005528438944398,0.005528438944398,-0.0009844140123408,-0.0009844140123408,1.0,0.6,1.0,0.0,130.8,5,5,Medium,results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\figures\UL94_V0_SHAP_stable_features_filtered.csv,Presence of P,是否含P,elemental_composition,binary_flag,none,element_presence,Binary presence flag; interpret together with actual elemental loading.,18
