feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds,stability_level
main_morgan_r2_107,molecular_fingerprint,6.696162717102999,6.696162717102999,-0.5472845828179158,-0.5472845828179158,1.0,0.6,0.6,0.4,27.0,5,5,Medium
P_x_curing_MolWt,molecular_descriptor,5.4617755821703415,5.4617755821703415,0.4772549311400825,0.4772549311400825,1.0,0.6,0.6,0.4,19.2,5,5,Medium
main_morgan_r2_26,molecular_fingerprint,4.793327904249766,4.793327904249766,-0.3983992497369941,-0.3983992497369941,1.0,0.2,0.6,0.4,30.4,5,5,Low
main_morgan_r2_94,molecular_fingerprint,4.036438598849793,4.036438598849793,-0.1098351892122168,-0.1098351892122168,1.0,0.2,0.8,0.2,28.4,5,5,Low
main_morgan_r2_11,molecular_fingerprint,3.932774347956878,3.932774347956878,0.2590241028790669,0.2590241028790669,1.0,0.4,0.6,0.6,26.2,5,5,Low
P_content wt%,elemental_composition,3.719009501587992,3.719009501587992,-0.1840224718910358,-0.1840224718910358,1.0,0.4,0.8,0.2,30.2,5,5,Low
P_x_curing_HeavyAtomCount,molecular_descriptor,3.280459681585877,3.280459681585877,0.120836832115377,0.120836832115377,1.0,0.0,0.6,0.4,28.0,5,5,Low
Loading_x_EP_matrix_PHRR,formulation_interaction,3.173399100992345,3.173399100992345,0.0135916440344839,0.0135916440344839,1.0,0.0,0.6,0.6,30.2,5,5,Low
curing_morgan_r2_80,molecular_fingerprint,3.169469882074342,3.961837352592928,-0.2802318302854784,-0.3502897878568479,0.8,0.2,0.75,0.25,91.6,4,5,Low
curing_TPSA,molecular_descriptor,3.1594165090647164,3.1594165090647164,-0.5949080878132348,-0.5949080878132348,1.0,0.2,0.5,0.5,82.0,5,5,Low
Cone_Thickness_mm,test_condition,2.8449453950489,2.8449453950489,0.3399262765433566,0.3399262765433566,1.0,0.2,1.0,1.0,41.2,5,5,Low
main_morgan_r2_93,molecular_fingerprint,2.120543392041862,2.120543392041862,-0.6723589329341755,-0.6723589329341755,1.0,0.2,0.5,0.5,76.4,5,5,Low
main_morgan_r2_33,molecular_fingerprint,2.1096759214380247,2.1096759214380247,-0.6699557373644448,-0.6699557373644448,1.0,0.2,0.5,0.5,79.8,5,5,Low
main_morgan_r2_116,molecular_fingerprint,1.9837419361598037,1.9837419361598037,-0.5174719299643289,-0.5174719299643289,1.0,0.0,0.6,0.6,47.8,5,5,Low
main_morgan_r2_85,molecular_fingerprint,1.9792505299547016,1.9792505299547016,-0.3648940565147592,-0.3648940565147592,1.0,0.0,1.0,0.0,73.6,5,5,Low
main_HBD,other,1.9457672323084725,1.9457672323084725,0.0215647377632492,0.0215647377632492,1.0,0.2,0.6,0.6,47.8,5,5,Low
main_morgan_r2_60,molecular_fingerprint,1.8418264585282236,1.8418264585282236,0.1295599250629958,0.1295599250629958,1.0,0.0,0.6666666666666666,0.6666666666666666,92.0,5,5,Low
Preparation_Method_DOPO-based (Additive + Secondary Crosslinking),curing_and_preparation,1.817145376359216,1.817145376359216,0.6340598517207219,0.6340598517207219,1.0,0.0,0.75,0.75,72.2,5,5,Low
main_morgan_r2_109,molecular_fingerprint,1.7003168192710725,1.7003168192710725,1.2709199795771944,1.2709199795771944,1.0,0.0,0.5,0.5,86.6,5,5,Low
main_morgan_r2_49,molecular_fingerprint,1.6800555050185602,1.6800555050185602,0.4071276279953653,0.4071276279953653,1.0,0.0,1.0,1.0,114.2,5,5,Low
curing_LogP,molecular_descriptor,1.6677839063136597,1.6677839063136597,-0.4256056294784173,-0.4256056294784173,1.0,0.2,0.6666666666666666,0.6666666666666666,129.4,5,5,Low
curing_morgan_r2_10,molecular_fingerprint,1.6544414712345243,1.6544414712345243,-0.408273984020757,-0.408273984020757,1.0,0.2,0.6666666666666666,0.6666666666666666,133.8,5,5,Low
main_HBA,other,1.6049086286406706,1.6049086286406706,0.1379672790226371,0.1379672790226371,1.0,0.0,0.8,0.8,44.8,5,5,Low
P_content_x_EP_matrix_PHRR,formulation_interaction,1.5691055652941417,1.5691055652941417,0.3552536446091199,0.3552536446091199,1.0,0.0,0.6,0.4,49.2,5,5,Low
main_morgan_r2_6,molecular_fingerprint,1.5388039195963306,1.5388039195963306,0.0807744027233113,0.0807744027233113,1.0,0.0,1.0,1.0,88.0,5,5,Low
main_morgan_r2_102,molecular_fingerprint,1.5177162886258706,1.5177162886258706,-0.007253875569876,-0.007253875569876,1.0,0.0,0.6666666666666666,0.3333333333333333,97.2,5,5,Low
N_content wt%,elemental_composition,1.3605836838165923,1.3605836838165923,0.1850118607919226,0.1850118607919226,1.0,0.0,0.8,0.8,47.8,5,5,Low
P_content_log,elemental_composition,1.330855782910615,1.330855782910615,0.5418671144140925,0.5418671144140925,1.0,0.0,0.8,0.8,46.2,5,5,Low
main_HeavyAtomCount,other,1.3248866005788744,1.3248866005788744,-0.3443562158753998,-0.3443562158753998,1.0,0.0,0.6,0.4,54.4,5,5,Low
curing_HBA,molecular_descriptor,1.312275636835705,1.312275636835705,-0.0966818926341279,-0.0966818926341279,1.0,0.2,1.0,0.0,106.4,5,5,Low
N/P ratio,elemental_composition,1.3122091727941882,1.3122091727941882,0.4420954868113643,0.4420954868113643,1.0,0.0,0.6,0.4,55.8,5,5,Low
P_x_curing_HBD,molecular_descriptor,1.1925027065568694,1.1925027065568694,-0.1718613945406487,-0.1718613945406487,1.0,0.0,0.6666666666666666,0.3333333333333333,89.2,5,5,Low
P_content_sq,elemental_composition,1.1759111848579635,1.1759111848579635,0.0706904172389961,0.0706904172389961,1.0,0.0,0.8,0.2,54.0,5,5,Low
curing_morgan_r2_39,molecular_fingerprint,1.1181697199581433,1.397712149947679,-0.1979030888681645,-0.2473788610852056,0.8,0.0,0.5,0.5,163.4,4,5,Low
P_x_curing_FractionCSP3,molecular_descriptor,1.0910806428777966,1.0910806428777966,0.1395684281892037,0.1395684281892037,1.0,0.0,0.5,0.5,77.2,5,5,Low
P_x_curing_RotBonds,molecular_descriptor,1.0510656716084534,1.0510656716084534,0.0207797459129489,0.0207797459129489,1.0,0.0,0.8,0.2,60.8,5,5,Low
main_morgan_r2_92,molecular_fingerprint,0.9754922819132744,0.9754922819132744,0.155193056082422,0.155193056082422,1.0,0.0,0.75,0.75,88.6,5,5,Low
P_x_curing_RingCount,molecular_descriptor,0.9510008694096242,0.9510008694096242,0.1968563018150776,0.1968563018150776,1.0,0.0,0.6,0.6,56.8,5,5,Low
curing_MolWt,molecular_descriptor,0.9319155270523672,0.9319155270523672,-0.1939164152907173,-0.1939164152907173,1.0,0.0,1.0,0.0,122.0,5,5,Low
P_content_sqrt,elemental_composition,0.9313115730077886,0.9313115730077886,-0.0089445339186716,-0.0089445339186716,1.0,0.0,0.75,0.25,70.8,5,5,Low
P_x_CuringAgent_Has_N,molecular_descriptor,0.8823496464172947,0.8823496464172947,0.0232100578647934,0.0232100578647934,1.0,0.0,0.5,0.5,67.0,5,5,Low
main_morgan_r2_22,molecular_fingerprint,0.8283472946963869,0.8283472946963869,-0.1594888217488467,-0.1594888217488467,1.0,0.0,1.0,0.0,89.4,5,5,Low
main_morgan_r2_115,molecular_fingerprint,0.8181115115111675,0.8181115115111675,-0.0240962843317451,-0.0240962843317451,1.0,0.0,0.5,0.5,84.4,5,5,Low
main_morgan_r2_12,molecular_fingerprint,0.8045565753324233,0.8045565753324233,0.0465323932250892,0.0465323932250892,1.0,0.0,0.5,0.5,72.4,5,5,Low
main_AromaticRings,molecular_descriptor,0.7761091878909607,0.7761091878909607,0.0269320267869668,0.0269320267869668,1.0,0.0,0.5,0.5,72.6,5,5,Low
main_morgan_r2_31,molecular_fingerprint,0.7531014860222178,0.7531014860222178,-0.1376434360635337,-0.1376434360635337,1.0,0.0,0.6666666666666666,0.3333333333333333,96.8,5,5,Low
main_morgan_r2_104,molecular_fingerprint,0.7251184050005655,0.7251184050005655,0.2462342223293079,0.2462342223293079,1.0,0.0,0.6666666666666666,0.6666666666666666,126.4,5,5,Low
main_morgan_r2_15,molecular_fingerprint,0.6996012361665704,0.6996012361665704,-0.0003217087854044,-0.0003217087854044,1.0,0.0,0.75,0.75,87.0,5,5,Low
main_morgan_r2_34,molecular_fingerprint,0.6816479334144993,0.6816479334144993,-0.0182818368329597,-0.0182818368329597,1.0,0.0,0.6666666666666666,0.3333333333333333,93.0,5,5,Low
main_morgan_r2_27,molecular_fingerprint,0.6723733883428868,0.6723733883428868,-0.0151697446223245,-0.0151697446223245,1.0,0.0,0.6666666666666666,0.6666666666666666,87.2,5,5,Low
main_morgan_r2_45,molecular_fingerprint,0.6544533273432991,0.6544533273432991,-0.0707276514755406,-0.0707276514755406,1.0,0.0,0.5,0.5,79.0,5,5,Low
CuringAgent_Has_S,molecular_descriptor,0.6315320106867112,0.6315320106867112,-0.3059918571493604,-0.3059918571493604,1.0,0.0,0.5,0.5,120.6,5,5,Low
main_morgan_r2_54,molecular_fingerprint,0.631282170454937,0.631282170454937,0.0577600859440346,0.0577600859440346,1.0,0.0,0.75,0.25,90.6,5,5,Low
main_morgan_r2_119,molecular_fingerprint,0.5988842592181517,0.5988842592181517,-0.3380791915492239,-0.3380791915492239,1.0,0.0,1.0,0.0,123.8,5,5,Low
curing_RotBonds,molecular_descriptor,0.5954783306253935,0.5954783306253935,0.1428962628443692,0.1428962628443692,1.0,0.0,0.6666666666666666,0.6666666666666666,135.6,5,5,Low
main_morgan_r2_65,molecular_fingerprint,0.5917742666976993,0.5917742666976993,-0.0074923534303197,-0.0074923534303197,1.0,0.0,0.5,0.5,95.4,5,5,Low
main_morgan_r2_122,molecular_fingerprint,0.5373060170615933,0.5373060170615933,0.1825156756669589,0.1825156756669589,1.0,0.0,0.6666666666666666,0.3333333333333333,126.8,5,5,Low
main_morgan_r2_28,molecular_fingerprint,0.5303946046363046,0.5303946046363046,-0.0403956306090198,-0.0403956306090198,1.0,0.0,0.5,0.5,98.8,5,5,Low
P_x_curing_AromaticRings,molecular_descriptor,0.5053004382430497,0.5053004382430497,0.059376643917962,0.059376643917962,1.0,0.0,0.6,0.6,72.8,5,5,Low
N_content_wt%_sq,elemental_composition,0.5038648170557485,0.5038648170557485,-0.018087856541987,-0.018087856541987,1.0,0.0,0.6,0.4,66.2,5,5,Low
main_morgan_r2_75,molecular_fingerprint,0.5007467897711753,0.5007467897711753,-0.2253508919188148,-0.2253508919188148,1.0,0.0,1.0,0.0,124.4,5,5,Low
main_morgan_r2_118,molecular_fingerprint,0.4859887782218177,0.4859887782218177,-0.0800870896877755,-0.0800870896877755,1.0,0.0,0.5,0.5,93.8,5,5,Low
N_content_wt%_sqrt,elemental_composition,0.4626433925658337,0.4626433925658337,-0.0580573499660747,-0.0580573499660747,1.0,0.0,0.6,0.4,77.4,5,5,Low
curing_HeavyAtomCount,molecular_descriptor,0.4616856257086835,0.4616856257086835,-0.1033688081302377,-0.1033688081302377,1.0,0.0,1.0,0.0,160.0,5,5,Low
main_morgan_r2_76,molecular_fingerprint,0.420154058018173,0.420154058018173,-0.0333378233367284,-0.0333378233367284,1.0,0.0,1.0,0.0,95.2,5,5,Low
main_morgan_r2_37,molecular_fingerprint,0.4064201473574071,0.4064201473574071,0.1539360740292684,0.1539360740292684,1.0,0.0,0.6666666666666666,0.6666666666666666,116.6,5,5,Low
main_morgan_r2_99,molecular_fingerprint,0.3949007623928979,0.3949007623928979,-0.0160212468610283,-0.0160212468610283,1.0,0.0,1.0,0.0,163.2,5,5,Low
main_morgan_r2_101,molecular_fingerprint,0.3625286940673228,0.3625286940673228,0.2232894405066553,0.2232894405066553,1.0,0.0,1.0,1.0,121.8,5,5,Low
main_morgan_r2_18,molecular_fingerprint,0.3535610386747004,0.3535610386747004,-0.0756728122297079,-0.0756728122297079,1.0,0.0,0.6666666666666666,0.3333333333333333,105.8,5,5,Low
main_morgan_r2_69,molecular_fingerprint,0.3474095041409513,0.3474095041409513,0.0177246509313548,0.0177246509313548,1.0,0.0,0.6666666666666666,0.6666666666666666,117.8,5,5,Low
main_morgan_r2_105,molecular_fingerprint,0.3398733115909896,0.3398733115909896,-0.1449253716648006,-0.1449253716648006,1.0,0.0,1.0,0.0,148.8,5,5,Low
main_morgan_r2_3,molecular_fingerprint,0.3350014808942064,0.3350014808942064,0.0054717025773133,0.0054717025773133,1.0,0.0,0.5,0.5,107.6,5,5,Low
main_morgan_r2_74,molecular_fingerprint,0.3267983520022265,0.3267983520022265,-0.0655794071355852,-0.0655794071355852,1.0,0.0,0.6666666666666666,0.3333333333333333,114.4,5,5,Low
main_morgan_r2_80,molecular_fingerprint,0.3176013577741104,0.3176013577741104,0.0887432439815149,0.0887432439815149,1.0,0.0,1.0,1.0,142.6,5,5,Low
main_morgan_r2_68,molecular_fingerprint,0.3088031818147886,0.3088031818147886,-0.2327898824633685,-0.2327898824633685,1.0,0.0,1.0,0.0,144.0,5,5,Low
main_RingCount,molecular_descriptor,0.2871522176231675,0.2871522176231675,0.0231897656124589,0.0231897656124589,1.0,0.0,0.75,0.75,91.8,5,5,Low
Synergy_type_P-N,other,0.2861271560910509,0.2861271560910509,0.0368420616620321,0.0368420616620321,1.0,0.0,0.6666666666666666,0.6666666666666666,86.4,5,5,Low
main_morgan_r2_14,molecular_fingerprint,0.2842475415187795,0.2842475415187795,-0.0219007232898266,-0.0219007232898266,1.0,0.0,1.0,0.0,119.0,5,5,Low
main_morgan_r2_58,molecular_fingerprint,0.28374167910226,0.28374167910226,0.095998094352402,0.095998094352402,1.0,0.0,0.5,0.5,95.8,5,5,Low
main_morgan_r2_40,molecular_fingerprint,0.2812376095434194,0.2812376095434194,-0.0293337035486776,-0.0293337035486776,1.0,0.0,0.5,0.5,137.4,5,5,Low
main_morgan_r2_50,molecular_fingerprint,0.2656675316902067,0.2656675316902067,0.0265764454485313,0.0265764454485313,1.0,0.0,0.6666666666666666,0.6666666666666666,116.2,5,5,Low
main_morgan_r2_38,molecular_fingerprint,0.2646506070424198,0.2646506070424198,0.0037637880796963,0.0037637880796963,1.0,0.0,0.5,0.5,136.8,5,5,Low
Preparation_Method_DOPO-based (Co-curing),molecular_descriptor,0.2582476602573144,0.2582476602573144,0.0040914020359955,0.0040914020359955,1.0,0.0,0.6666666666666666,0.6666666666666666,92.4,5,5,Low
main_morgan_r2_63,molecular_fingerprint,0.2563695753872313,0.2563695753872313,-0.0560286291918083,-0.0560286291918083,1.0,0.0,1.0,0.0,113.0,5,5,Low
main_morgan_r2_78,molecular_fingerprint,0.2463433528895019,0.2463433528895019,-0.0572687621462111,-0.0572687621462111,1.0,0.0,0.75,0.25,104.2,5,5,Low
main_morgan_r2_111,molecular_fingerprint,0.2398106850926177,0.2398106850926177,-0.013978306504915,-0.013978306504915,1.0,0.0,0.6,0.6,82.4,5,5,Low
curing_FractionCSP3,molecular_descriptor,0.2351477674066252,0.2351477674066252,-0.0350645146883843,-0.0350645146883843,1.0,0.0,1.0,0.0,166.2,5,5,Low
N/P_ratio_sq,elemental_composition,0.2340197694055192,0.2340197694055192,0.0865215149496172,0.0865215149496172,1.0,0.0,0.75,0.75,87.4,5,5,Low
main_morgan_r2_114,molecular_fingerprint,0.2301206772336629,0.2301206772336629,0.0022485346229406,0.0022485346229406,1.0,0.0,0.6666666666666666,0.3333333333333333,123.0,5,5,Low
main_morgan_r2_1,molecular_fingerprint,0.2259414156617411,0.2259414156617411,-0.0539089373413244,-0.0539089373413244,1.0,0.0,1.0,0.0,117.6,5,5,Low
main_morgan_r2_90,molecular_fingerprint,0.2199570447351326,0.2199570447351326,-0.0870876390731988,-0.0870876390731988,1.0,0.0,1.0,0.0,121.0,5,5,Low
main_morgan_r2_61,molecular_fingerprint,0.2054370549598803,0.2054370549598803,-0.0179252134698089,-0.0179252134698089,1.0,0.0,0.6,0.4,90.8,5,5,Low
main_morgan_r2_46,molecular_fingerprint,0.2050642508128097,0.2050642508128097,-0.14152174967107,-0.14152174967107,1.0,0.0,0.6666666666666666,0.3333333333333333,135.4,5,5,Low
B_content_wt%_sqrt,elemental_composition,0.2043103904658926,0.2043103904658926,-0.0948876715480109,-0.0948876715480109,1.0,0.0,0.75,0.25,108.6,5,5,Low
main_morgan_r2_41,molecular_fingerprint,0.199270941783053,0.199270941783053,0.0614400651244861,0.0614400651244861,1.0,0.0,0.6666666666666666,0.3333333333333333,130.2,5,5,Low
main_morgan_r2_30,molecular_fingerprint,0.1938888073409864,0.1938888073409864,-0.0825352367128513,-0.0825352367128513,1.0,0.0,0.5,0.5,141.2,5,5,Low
Preparation_Method_DOPO-based (reactive),curing_and_preparation,0.1898560700160764,0.1898560700160764,-0.0201384066094577,-0.0201384066094577,1.0,0.0,0.5,0.5,90.2,5,5,Low
Si_content wt%,elemental_composition,0.1724919467648249,0.1724919467648249,0.0276570571929182,0.0276570571929182,1.0,0.0,0.6666666666666666,0.3333333333333333,101.0,5,5,Low
main_morgan_r2_82,molecular_fingerprint,0.1615217242871618,0.1615217242871618,-0.0463971545325281,-0.0463971545325281,1.0,0.0,1.0,0.0,150.2,5,5,Low
Co_FR_fraction,formulation_loading,0.1608528079392595,0.1608528079392595,0.1608375879333665,0.1608375879333665,1.0,0.0,1.0,1.0,129.4,5,5,Low
Synergy_flag(single=0&synergy=1),other,0.1573583892244776,0.1573583892244776,-0.0181231049562425,-0.0181231049562425,1.0,0.0,1.0,0.0,107.2,5,5,Low
main_morgan_r2_5,molecular_fingerprint,0.1517599555354099,0.1517599555354099,-0.0180241742482046,-0.0180241742482046,1.0,0.0,0.6666666666666666,0.3333333333333333,110.6,5,5,Low
main_morgan_r2_0,molecular_fingerprint,0.1456234414561185,0.1456234414561185,0.0325630062721341,0.0325630062721341,1.0,0.0,1.0,1.0,113.6,5,5,Low
main_morgan_r2_121,molecular_fingerprint,0.1325362402511851,0.1325362402511851,-0.0002072486304527,-0.0002072486304527,1.0,0.0,0.5,0.5,115.0,5,5,Low
main_morgan_r2_51,molecular_fingerprint,0.1267206901699754,0.1267206901699754,-0.0818782653925699,-0.0818782653925699,1.0,0.0,1.0,0.0,137.6,5,5,Low
main_morgan_r2_39,molecular_fingerprint,0.1185712994184254,0.1185712994184254,-0.0109287752021574,-0.0109287752021574,1.0,0.0,0.75,0.75,110.6,5,5,Low
main_morgan_r2_13,molecular_fingerprint,0.1171027252103581,0.1171027252103581,-0.0585987993685735,-0.0585987993685735,1.0,0.0,0.5,0.5,136.8,5,5,Low
main_morgan_r2_59,molecular_fingerprint,0.1169844092532854,0.1169844092532854,0.03497846675421,0.03497846675421,1.0,0.0,0.5,0.5,152.8,5,5,Low
main_morgan_r2_44,molecular_fingerprint,0.1157419609609113,0.1157419609609113,0.0151761558313683,0.0151761558313683,1.0,0.0,0.6666666666666666,0.6666666666666666,138.8,5,5,Low
Si/P ratio,elemental_composition,0.1153510662220015,0.1153510662220015,-0.0151624607769416,-0.0151624607769416,1.0,0.0,1.0,0.0,111.0,5,5,Low
main_morgan_r2_67,molecular_fingerprint,0.1134260466773433,0.1134260466773433,-0.0202588214828003,-0.0202588214828003,1.0,0.0,0.5,0.5,137.4,5,5,Low
main_morgan_r2_66,molecular_fingerprint,0.1109481320287514,0.1109481320287514,0.0032066796471589,0.0032066796471589,1.0,0.0,0.6666666666666666,0.3333333333333333,130.8,5,5,Low
P_x_CuringAgent_Has_S,molecular_descriptor,0.1068983205554283,0.1068983205554283,-0.0092011154892647,-0.0092011154892647,1.0,0.0,0.6666666666666666,0.3333333333333333,115.0,5,5,Low
S_content wt%,elemental_composition,0.1056317639701301,0.1056317639701301,-0.0507717829545123,-0.0507717829545123,1.0,0.0,1.0,0.0,106.8,5,5,Low
main_morgan_r2_72,molecular_fingerprint,0.0990992146952215,0.0990992146952215,-0.0535918131228191,-0.0535918131228191,1.0,0.0,0.5,0.5,146.6,5,5,Low
main_morgan_r2_77,molecular_fingerprint,0.0987340474305804,0.0987340474305804,-0.0117977952743337,-0.0117977952743337,1.0,0.0,0.6666666666666666,0.3333333333333333,130.8,5,5,Low
Preparation_Method_DOPO-based (additive),curing_and_preparation,0.0976987790511856,0.0976987790511856,-0.0280948318552454,-0.0280948318552454,1.0,0.0,0.5,0.5,117.0,5,5,Low
main_morgan_r2_110,molecular_fingerprint,0.0970199709000708,0.0970199709000708,0.0091332394656427,0.0091332394656427,1.0,0.0,0.6666666666666666,0.3333333333333333,144.6,5,5,Low
main_morgan_r2_19,molecular_fingerprint,0.0960866552077673,0.0960866552077673,-0.06135699912957,-0.06135699912957,1.0,0.0,1.0,0.0,128.4,5,5,Low
main_morgan_r2_55,molecular_fingerprint,0.0949985848001669,0.0949985848001669,-0.015905073443557,-0.015905073443557,1.0,0.0,0.6666666666666666,0.3333333333333333,128.2,5,5,Low
main_morgan_r2_25,molecular_fingerprint,0.0915840849883475,0.0915840849883475,0.0327262261989181,0.0327262261989181,1.0,0.0,1.0,1.0,113.4,5,5,Low
B_content_wt%_sq,elemental_composition,0.0906625234062991,0.0906625234062991,-0.0444639002455363,-0.0444639002455363,1.0,0.0,0.5,0.5,141.8,5,5,Low
main_morgan_r2_106,molecular_fingerprint,0.0905416738920569,0.0905416738920569,0.0519948931725661,0.0519948931725661,1.0,0.0,0.5,0.5,169.2,5,5,Low
main_morgan_r2_9,molecular_fingerprint,0.0893804923844937,0.0893804923844937,0.0144776722217772,0.0144776722217772,1.0,0.0,1.0,1.0,127.8,5,5,Low
main_morgan_r2_123,molecular_fingerprint,0.0859714462604046,0.0859714462604046,-0.0124782422622924,-0.0124782422622924,1.0,0.0,0.5,0.5,169.2,5,5,Low
main_morgan_r2_35,molecular_fingerprint,0.0850006225531709,0.0850006225531709,0.0092619739383592,0.0092619739383592,1.0,0.0,1.0,1.0,138.0,5,5,Low
main_morgan_r2_62,molecular_fingerprint,0.0765966378133053,0.0765966378133053,-0.0397776192550857,-0.0397776192550857,1.0,0.0,1.0,0.0,153.2,5,5,Low
main_morgan_r2_2,molecular_fingerprint,0.074673973816779,0.074673973816779,0.0158405815807076,0.0158405815807076,1.0,0.0,1.0,1.0,108.2,5,5,Low
main_morgan_r2_71,molecular_fingerprint,0.0683894262812014,0.0683894262812014,-0.011782045675157,-0.011782045675157,1.0,0.0,1.0,0.0,132.0,5,5,Low
Synergy_type_P-N-S,other,0.0682523427309848,0.085315428413731,-0.027103890574382,-0.0338798632179775,0.8,0.0,1.0,0.0,140.6,4,5,Low
Si_content_wt%_sq,elemental_composition,0.0660189924840643,0.0660189924840643,-0.0119805745971216,-0.0119805745971216,1.0,0.0,0.5,0.5,121.2,5,5,Low
main_morgan_r2_108,molecular_fingerprint,0.0650121621838598,0.0650121621838598,0.0316697016539121,0.0316697016539121,1.0,0.0,1.0,1.0,161.0,5,5,Low
Si_content_wt%_sqrt,elemental_composition,0.0646770183496022,0.0646770183496022,0.006311615103916,0.006311615103916,1.0,0.0,0.6666666666666666,0.6666666666666666,115.0,5,5,Low
main_morgan_r2_103,molecular_fingerprint,0.0638366297044924,0.0638366297044924,-0.0195453726598643,-0.0195453726598643,1.0,0.0,1.0,0.0,160.2,5,5,Low
main_morgan_r2_24,molecular_fingerprint,0.0603244225272598,0.0603244225272598,0.0401842984587678,0.0401842984587678,1.0,0.0,1.0,1.0,131.4,5,5,Low
main_morgan_r2_84,molecular_fingerprint,0.0527000925399802,0.0527000925399802,-0.0049860295622514,-0.0049860295622514,1.0,0.0,0.5,0.5,167.0,5,5,Low
main_morgan_r2_17,molecular_fingerprint,0.0474194052717303,0.0474194052717303,-0.0217059645025853,-0.0217059645025853,1.0,0.0,0.5,0.5,139.0,5,5,Low
N/P_ratio_sqrt,elemental_composition,0.0469532769304178,0.0469532769304178,0.0118636940497348,0.0118636940497348,1.0,0.0,0.6666666666666666,0.6666666666666666,115.6,5,5,Low
Synergy_type_P-N-Si,other,0.0443691907078027,0.0443691907078027,0.0443691907078027,0.0443691907078027,1.0,0.0,1.0,1.0,114.6,5,5,Low
main_morgan_r2_32,molecular_fingerprint,0.0437200595872062,0.0437200595872062,-0.0172870752410963,-0.0172870752410963,1.0,0.0,0.5,0.5,143.6,5,5,Low
main_morgan_r2_125,molecular_fingerprint,0.0429664291802931,0.0429664291802931,-0.0263520819902489,-0.0263520819902489,1.0,0.0,1.0,0.0,154.8,5,5,Low
