feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds,stability_level
main_morgan_r2_27,molecular_fingerprint,0.0053147419507528,0.0053147419507528,0.0015199229643495,0.0015199229643495,1.0,0.0,0.75,0.25,115.2,5,5,Low
main_morgan_r2_119,molecular_fingerprint,0.0051184950778753,0.0051184950778753,0.0009639364677191,0.0009639364677191,1.0,0.0,0.6666666666666666,0.3333333333333333,140.0,5,5,Low
main_morgan_r2_3,molecular_fingerprint,0.0051100148980113,0.0051100148980113,-0.0003612249926762,-0.0003612249926762,1.0,0.0,0.6666666666666666,0.3333333333333333,111.4,5,5,Low
main_morgan_r2_61,molecular_fingerprint,0.0051005902694734,0.0051005902694734,-0.0005429834832777,-0.0005429834832777,1.0,0.0,0.75,0.25,108.8,5,5,Low
main_morgan_r2_127,molecular_fingerprint,0.0049928186882672,0.0049928186882672,-0.0015392479663657,-0.0015392479663657,1.0,0.0,0.5,0.5,135.8,5,5,Low
main_morgan_r2_98,molecular_fingerprint,0.0048786336214844,0.0048786336214844,0.0003470824743941,0.0003470824743941,1.0,0.0,1.0,1.0,135.6,5,5,Low
Preparation_Method_DOPO-based (additive),curing_and_preparation,0.0047716834455729,0.0047716834455729,0.0007541213604636,0.0007541213604636,1.0,0.0,0.6666666666666666,0.6666666666666666,151.4,5,5,Low
main_morgan_r2_122,molecular_fingerprint,0.0046910660973418,0.0046910660973418,0.0003178490289619,0.0003178490289619,1.0,0.0,0.5,0.5,161.4,5,5,Low
P_x_CuringAgent_Has_S,molecular_descriptor,0.0046644691575658,0.0046644691575658,-0.0019040549586371,-0.0019040549586371,1.0,0.0,0.8,0.2,95.0,5,5,Low
main_morgan_r2_63,molecular_fingerprint,0.0044761740552355,0.0044761740552355,0.0003969787236215,0.0003969787236215,1.0,0.0,0.6666666666666666,0.3333333333333333,127.8,5,5,Low
main_morgan_r2_21,molecular_fingerprint,0.0043979874231683,0.0043979874231683,-0.0010072595571714,-0.0010072595571714,1.0,0.0,0.6666666666666666,0.3333333333333333,168.0,5,5,Low
main_morgan_r2_89,molecular_fingerprint,0.0042778579273864,0.0042778579273864,-0.0004673858518056,-0.0004673858518056,1.0,0.0,1.0,0.0,164.6,5,5,Low
Co_FR_fraction,formulation_loading,0.0042448171993682,0.0042448171993682,0.0042022489145213,0.0042022489145213,1.0,0.0,0.75,0.75,145.8,5,5,Low
P_loading_real,formulation_loading,0.0041063644907923,0.0041063644907923,-0.0012141909452983,-0.0012141909452983,1.0,0.0,0.6666666666666666,0.6666666666666666,117.0,5,5,Low
curing_RotBonds,molecular_descriptor,0.0040764244371458,0.0040764244371458,-0.0004926951070189,-0.0004926951070189,1.0,0.0,0.75,0.75,133.8,5,5,Low
main_morgan_r2_67,molecular_fingerprint,0.0040572492539776,0.0040572492539776,0.0001607285901784,0.0001607285901784,1.0,0.0,0.5,0.5,114.2,5,5,Low
main_morgan_r2_68,molecular_fingerprint,0.0040342736656032,0.005042842082004,0.0004768552888578,0.0005960691110723,0.8,0.0,0.6666666666666666,0.6666666666666666,160.4,4,5,Low
main_morgan_r2_111,molecular_fingerprint,0.0039349009934234,0.0039349009934234,0.0010631282758583,0.0010631282758583,1.0,0.0,1.0,1.0,131.6,5,5,Low
main_morgan_r2_69,molecular_fingerprint,0.0039033248903171,0.0039033248903171,0.0007085738636696,0.0007085738636696,1.0,0.0,0.6666666666666666,0.6666666666666666,135.2,5,5,Low
Loading_total_FR_sq,formulation_loading,0.0038368514661629,0.0038368514661629,-0.0010298978638317,-0.0010298978638317,1.0,0.0,0.6666666666666666,0.3333333333333333,109.6,5,5,Low
Synergy_type_P-N-Si-Ti,other,0.0038045857005442,0.0047557321256802,-0.0038045857005442,-0.0047557321256802,0.8,0.0,1.0,0.0,216.2,4,5,Low
