Candidate_ID,Candidate_Name,Parent_Seed_ID,Parent_Name,Transformation_Code,Design_Change,Attachment_Position,Canonical_SMILES,Molecular_Formula,Molecular_Weight,DOPO_Count_Computed,Design_Family,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Strict_Screening_Eligible,Parent_Tanimoto_r3,Max_Train_Tanimoto_r3,Nearest_Training_ID,Nearest_Training_Name,Fragment_Count,Formal_Charge,Radical_Electrons,Heavy_Atom_Count,Risk_Flags
CAND_R2_342,TDA-hydroxymethyl,TRAIN_010,TDA,hydroxymethyl,Added hydroxymethyl at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(CO)cc3-c3ccccc32)c1=O)(OCC)OCC,C43H72N5O15PSi2,986.2150000000001,1,P-N-Si,aryl-hydroxymethyl,CH2OH,Additive,B,True,0.7623762376237624,0.7623762376237624,TRAIN_010,TDA,1,0,0,66,DOPO-core substitution route needs confirmation
CAND_R2_343,TDA-carboxamide,TRAIN_010,TDA,carboxamide,Added carboxamide at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(C(N)=O)cc3-c3ccccc32)c1=O)(OCC)OCC,C43H71N6O15PSi2,999.214,1,P-N-Si,aryl-carboxamide,amide,Additive,B,True,0.7475728155339806,0.7475728155339806,TRAIN_010,TDA,1,0,0,67,DOPO-core substitution route needs confirmation
CAND_R2_344,TDA-boronic-acid,TRAIN_010,TDA,boronic_acid,Added boronic_acid at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(B(O)O)cc3-c3ccccc32)c1=O)(OCC)OCC,C42H71BN5O16PSi2,1000.0070000000003,1,P-N-Si-B,aryl-boronic-acid,B(OH)2,Additive,B,True,0.77,0.77,TRAIN_010,TDA,1,0,0,67,DOPO-core substitution route needs confirmation
CAND_R2_345,TDA-pinacol-boronate,TRAIN_010,TDA,pinacol_boronate,Added pinacol_boronate at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(B4OC(C)(C)C(C)(C)O4)cc3-c3ccccc32)c1=O)(OCC)OCC,C48H81BN5O16PSi2,1082.1529999999998,1,P-N-Si-B,aryl-pinacol-boronate,pinacol boronate,Additive,B,True,0.7,0.7,TRAIN_010,TDA,1,0,0,73,DOPO-core substitution route needs confirmation
CAND_R2_346,TDA-trimethoxysilyl,TRAIN_010,TDA,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc([Si](OC)(OC)OC)cc3-c3ccccc32)c1=O)(OCC)OCC,C45H78N5O17PSi3,1076.369,1,P-N-Si,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,True,0.7475728155339806,0.7475728155339806,TRAIN_010,TDA,1,0,0,71,DOPO-core substitution route needs confirmation
CAND_R2_347,TDA-triethoxysilyl,TRAIN_010,TDA,triethoxysilyl,Added triethoxysilyl at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc([Si](OCC)(OCC)OCC)cc3-c3ccccc32)c1=O)(OCC)OCC,C48H84N5O17PSi3,1118.4499999999998,1,P-N-Si,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,True,0.7549019607843137,0.7549019607843137,TRAIN_010,TDA,1,0,0,74,DOPO-core substitution route needs confirmation
CAND_R2_348,TDA-disiloxane,TRAIN_010,TDA,disiloxane,Added disiloxane at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc([Si](C)(C)O[Si](C)(C)C)cc3-c3ccccc32)c1=O)(OCC)OCC,C47H84N5O15PSi4,1102.5269999999996,1,P-N-Si,short-disiloxane,none,Additive,B,True,0.7264150943396226,0.7264150943396226,TRAIN_010,TDA,1,0,0,72,DOPO-core substitution route needs confirmation
CAND_R2_349,TDA-glycidyloxy,TRAIN_010,TDA,glycidyloxy,Added glycidyloxy at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(OCC4CO4)cc3-c3ccccc32)c1=O)(OCC)OCC,C45H74N5O16PSi2,1028.252,1,P-N-Si,aryl-glycidyl-ether,epoxy,Co-curing,B,True,0.6936936936936937,0.6936936936936937,TRAIN_010,TDA,1,0,0,69,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_350,TDA-diaminotriazine,TRAIN_010,TDA,diaminotriazine,Added diaminotriazine at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(-c4nc(N)nc(N)n4)cc3-c3ccccc32)c1=O)(OCC)OCC,C45H73N10O14PSi2,1065.2810000000002,1,P-N-Si,"diamino-1,3,5-triazine",NH2,Co-curing,B,True,0.7,0.7,TRAIN_010,TDA,1,0,0,72,DOPO-core substitution route needs confirmation
CAND_R2_351,TDA-piperazine,TRAIN_010,TDA,piperazine,Added piperazine at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(N4CCNCC4)cc3-c3ccccc32)c1=O)(OCC)OCC,C46H78N7O14PSi2,1040.3110000000001,1,P-N-Si,piperazine,NH,Co-curing,B,True,0.6936936936936937,0.6936936936936937,TRAIN_010,TDA,1,0,0,70,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_352,TDA-benzamide-linker,TRAIN_010,TDA,benzamide_linker,Added benzamide_linker at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(NC(=O)c4ccccc4)cc3-c3ccccc32)c1=O)(OCC)OCC,C49H75N6O15PSi2,1075.3120000000001,1,P-N-Si,benzamide,amide,Additive,B,True,0.6814159292035398,0.6814159292035398,TRAIN_010,TDA,1,0,0,73,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_353,TDA-phenyl,TRAIN_010,TDA,phenyl,Added phenyl at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(-c4ccccc4)cc3-c3ccccc32)c1=O)(OCC)OCC,C48H74N5O14PSi2,1032.2870000000003,1,P-N-Si,phenyl,none,Additive,B,True,0.7333333333333333,0.7333333333333333,TRAIN_010,TDA,1,0,0,70,DOPO-core substitution route needs confirmation
CAND_R2_354,TDA-biphenyl,TRAIN_010,TDA,biphenyl,Added biphenyl at aromatic atom 47.,DOPO_core_aromatic,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccc(-c4ccc(-c5ccccc5)cc4)cc3-c3ccccc32)c1=O)(OCC)OCC,C54H78N5O14PSi2,1108.3850000000002,1,P-N-Si,biphenyl,none,Additive,B,True,0.719626168224299,0.719626168224299,TRAIN_010,TDA,1,0,0,76,DOPO-core substitution route needs confirmation
CAND_R2_355,TDA-OH-glycidyl,TRAIN_010,TDA,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 1.,OH_site_1,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CC(CNCCC[Si](OCC)(OCC)OCC)OCC2CO2)c1=O)(OCC)OCC,C45H74N5O15PSi2,1012.253,1,P-N-Si,OH-to-glycidyl-ether,epoxy,Co-curing,B,True,0.7924528301886793,0.7924528301886793,TRAIN_010,TDA,1,0,0,68,none
CAND_R2_356,TDA-OH-glycidyl-2,TRAIN_010,TDA,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 2.,OH_site_2,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(CP2(=O)Oc3ccccc3-c3ccccc32)OCC2CO2)c1=O)(OCC)OCC,C45H74N5O15PSi2,1012.253,1,P-N-Si,OH-to-glycidyl-ether,epoxy,Co-curing,B,True,0.7428571428571429,0.7428571428571429,TRAIN_010,TDA,1,0,0,68,none
CAND_R2_357,TDA-OH-glycidyl-all,TRAIN_010,TDA,OH_glycidyl_all,Converted one OH group to a glycidyl ether. Converted all OH groups.,all_OH,CCO[Si](CCCNCC(Cn1c(=O)n(CC(CNCCC[Si](OCC)(OCC)OCC)OCC2CO2)c(=O)n(CC(CP2(=O)Oc3ccccc3-c3ccccc32)OCC2CO2)c1=O)OCC1CO1)(OCC)OCC,C51H82N5O17PSi2,1124.381,1,P-N-Si,OH-to-glycidyl-ether-all,epoxy,Co-curing,B,True,0.6160714285714286,0.6160714285714286,TRAIN_010,TDA,1,0,0,76,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_358,TDA-OH-methyl,TRAIN_010,TDA,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CC(CNCCC[Si](OCC)(OCC)OCC)OC)c1=O)(OCC)OCC,C43H72N5O14PSi2,970.2160000000001,1,P-N-Si,OH-to-methyl-ether,none,Additive,B,True,0.875,0.875,TRAIN_010,TDA,1,0,0,65,none
CAND_R2_359,TDA-OH-methyl-2,TRAIN_010,TDA,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 2.,OH_site_2,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(CP2(=O)Oc3ccccc3-c3ccccc32)OC)c1=O)(OCC)OCC,C43H72N5O14PSi2,970.2160000000001,1,P-N-Si,OH-to-methyl-ether,none,Additive,B,True,0.8125,0.8125,TRAIN_010,TDA,1,0,0,65,none
CAND_R2_360,TDA-OH-methyl-all,TRAIN_010,TDA,OH_methyl_all,Converted one OH group to a methyl ether. Converted all OH groups.,all_OH,CCO[Si](CCCNCC(Cn1c(=O)n(CC(CNCCC[Si](OCC)(OCC)OCC)OC)c(=O)n(CC(CP2(=O)Oc3ccccc3-c3ccccc32)OC)c1=O)OC)(OCC)OCC,C45H76N5O14PSi2,998.27,1,P-N-Si,OH-to-methyl-ether-all,none,Additive,B,True,0.6764705882352942,0.6764705882352942,TRAIN_010,TDA,1,0,0,67,candidate may be outside strict in-domain threshold
CAND_R2_361,TDA-OH-acetyl,TRAIN_010,TDA,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CC(CNCCC[Si](OCC)(OCC)OCC)OC(C)=O)c1=O)(OCC)OCC,C44H72N5O15PSi2,998.2260000000001,1,P-N-Si,OH-to-acetate,none,Additive,B,True,0.84,0.84,TRAIN_010,TDA,1,0,0,67,none
CAND_R2_362,TDA-OH-acetyl-2,TRAIN_010,TDA,OH_acetyl,Converted one OH group to an acetate. Regioisomer 2.,OH_site_2,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(CP2(=O)Oc3ccccc3-c3ccccc32)OC(C)=O)c1=O)(OCC)OCC,C44H72N5O15PSi2,998.2260000000001,1,P-N-Si,OH-to-acetate,none,Additive,B,True,0.78,0.78,TRAIN_010,TDA,1,0,0,67,none
CAND_R2_363,TDA-OH-acetyl-all,TRAIN_010,TDA,OH_acetyl_all,Converted one OH group to an acetate. Converted all OH groups.,all_OH,CCO[Si](CCCNCC(Cn1c(=O)n(CC(CNCCC[Si](OCC)(OCC)OCC)OC(C)=O)c(=O)n(CC(CP2(=O)Oc3ccccc3-c3ccccc32)OC(C)=O)c1=O)OC(C)=O)(OCC)OCC,C48H76N5O17PSi2,1082.2999999999997,1,P-N-Si,OH-to-acetate-all,none,Additive,B,True,0.6542056074766355,0.6542056074766355,TRAIN_010,TDA,1,0,0,73,candidate may be outside strict in-domain threshold
CAND_R2_364,TDA-OH-allyl,TRAIN_010,TDA,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,C=CCOC(CNCCC[Si](OCC)(OCC)OCC)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O,C45H74N5O14PSi2,996.254,1,P-N-Si,OH-to-allyl-ether,allyl,Additive,B,True,0.8076923076923077,0.8076923076923077,TRAIN_010,TDA,1,0,0,67,none
CAND_R2_365,TDA-OH-allyl-2,TRAIN_010,TDA,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 2.,OH_site_2,C=CCOC(Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c1=O)CP1(=O)Oc2ccccc2-c2ccccc21,C45H74N5O14PSi2,996.254,1,P-N-Si,OH-to-allyl-ether,allyl,Additive,B,True,0.75,0.75,TRAIN_010,TDA,1,0,0,67,none
CAND_R2_366,TDA-OH-allyl-all,TRAIN_010,TDA,OH_allyl_all,Converted one OH group to an allyl ether; no EP reactivity is assumed. Converted all OH groups.,all_OH,C=CCOC(CNCCC[Si](OCC)(OCC)OCC)Cn1c(=O)n(CC(CNCCC[Si](OCC)(OCC)OCC)OCC=C)c(=O)n(CC(CP2(=O)Oc3ccccc3-c3ccccc32)OCC=C)c1=O,C51H82N5O14PSi2,1076.384,1,P-N-Si,OH-to-allyl-ether-all,allyl,Additive,B,True,0.6216216216216216,0.6216216216216216,TRAIN_010,TDA,1,0,0,73,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_367,TDA-NH-methyl,TRAIN_010,TDA,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CN(C)CCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O)(OCC)OCC,C43H72N5O14PSi2,970.2160000000001,1,P-N-Si,N-methyl,none,Additive,B,True,0.84,0.84,TRAIN_010,TDA,1,0,0,65,none
CAND_R2_368,TDA-NH-methyl-all,TRAIN_010,TDA,NH_methyl_all,"Methylated one free N–H site, reducing curing activity. Converted all N–H sites.",all_NH,CCO[Si](CCCN(C)CC(O)Cn1c(=O)n(CC(O)CN(C)CCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O)(OCC)OCC,C44H74N5O14PSi2,984.243,1,P-N-Si,N-methyl-all,none,Additive,B,True,0.71,0.71,TRAIN_010,TDA,1,0,0,66,none
CAND_R2_369,TDA-NH-hydroxyethyl,TRAIN_010,TDA,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CN(CCO)CCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O)(OCC)OCC,C44H74N5O15PSi2,1000.2420000000001,1,P-N-Si,N-hydroxyethyl,OH,Additive,B,True,0.8076923076923077,0.8076923076923077,TRAIN_010,TDA,1,0,0,67,none
CAND_R2_370,TDA-NH-hydroxyethyl-all,TRAIN_010,TDA,NH_hydroxyethyl_all,Introduced one hydroxyethyl substituent on an N–H site. Converted all N–H sites.,all_NH,CCO[Si](CCCN(CCO)CC(O)Cn1c(=O)n(CC(O)CN(CCO)CCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O)(OCC)OCC,C46H78N5O16PSi2,1044.295,1,P-N-Si,N-hydroxyethyl-all,OH,Additive,B,True,0.6826923076923077,0.6826923076923077,TRAIN_010,TDA,1,0,0,70,candidate may be outside strict in-domain threshold
CAND_R2_371,TDA-NH-glycidyl,TRAIN_010,TDA,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CN(CCC[Si](OCC)(OCC)OCC)CC2CO2)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O)(OCC)OCC,C45H74N5O15PSi2,1012.253,1,P-N-Si,N-glycidyl,epoxy,Co-curing,B,True,0.7706422018348624,0.7706422018348624,TRAIN_010,TDA,1,0,0,68,none
CAND_R2_372,TDA-NH-glycidyl-all,TRAIN_010,TDA,NH_glycidyl_all,Introduced one glycidyl substituent on an N–H site. Converted all N–H sites.,all_NH,CCO[Si](CCCN(CC(O)Cn1c(=O)n(CC(O)CN(CCC[Si](OCC)(OCC)OCC)CC2CO2)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O)CC1CO1)(OCC)OCC,C48H78N5O16PSi2,1068.317,1,P-N-Si,N-glycidyl-all,epoxy,Co-curing,B,True,0.6513761467889908,0.6513761467889908,TRAIN_010,TDA,1,0,0,72,candidate may be outside strict in-domain threshold
CAND_R2_373,TetraDSi-amino,TRAIN_103,TetraDSi,amino,Added amino at aromatic atom 149.,peripheral_aromatic,CC(C)(c1ccc(O)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccc(O[Si](Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)(Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccc(C(C)(C)c3cc(CCCP4(=O)Oc5ccccc5-c5ccccc54)c(O)cc3N)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1,C180H165NO24P8Si,3002.1609999999914,8,P-N-Si,aryl-amino,NH2,Co-curing,C,False,0.8301886792452831,0.8301886792452831,TRAIN_103,TetraDSi,1,0,0,214,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_374,TetraDSi-hydroxy,TRAIN_103,TetraDSi,hydroxy,Added hydroxy at aromatic atom 149.,peripheral_aromatic,CC(C)(c1ccc(O)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccc(O[Si](Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)(Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccc(C(C)(C)c3cc(CCCP4(=O)Oc5ccccc5-c5ccccc54)c(O)cc3O)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1,C180H164O25P8Si,3003.144999999991,8,P-Si,aryl-hydroxy,OH,Additive,C,False,0.8543689320388349,0.8543689320388349,TRAIN_103,TetraDSi,1,0,0,214,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_375,TetraDSi-boronic-acid,TRAIN_103,TetraDSi,boronic_acid,Added boronic_acid at aromatic atom 149.,peripheral_aromatic,CC(C)(c1ccc(O)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccc(O[Si](Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)(Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccc(C(C)(C)c3cc(CCCP4(=O)Oc5ccccc5-c5ccccc54)c(O)cc3B(O)O)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1,C180H165BO26P8Si,3030.9639999999904,8,P-Si-B,aryl-boronic-acid,B(OH)2,Additive,C,False,0.8301886792452831,0.8301886792452831,TRAIN_103,TetraDSi,1,0,0,216,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_376,TetraDSi-glycidyloxy,TRAIN_103,TetraDSi,glycidyloxy,Added glycidyloxy at aromatic atom 149.,peripheral_aromatic,CC(C)(c1ccc(O)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccc(O[Si](Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)(Oc2ccc(C(C)(C)c3ccc(O)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccc(C(C)(C)c3cc(CCCP4(=O)Oc5ccccc5-c5ccccc54)c(O)cc3OCC3CO3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1,C183H168O26P8Si,3059.2089999999907,8,P-Si,aryl-glycidyl-ether,epoxy,Co-curing,C,False,0.7521367521367521,0.7521367521367521,TRAIN_103,TetraDSi,1,0,0,218,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_377,TetraDSi-OH-glycidyl-all,TRAIN_103,TetraDSi,OH_glycidyl_all,Converted one OH group to a glycidyl ether. Converted all OH groups.,all_OH,CC(C)(c1ccc(OCC2CO2)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccc(O[Si](Oc2ccc(C(C)(C)c3ccc(OCC4CO4)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)(Oc2ccc(C(C)(C)c3ccc(OCC4CO4)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccc(C(C)(C)c3ccc(OCC4CO4)c(CCCP4(=O)Oc5ccccc5-c5ccccc54)c3)cc2CCCP2(=O)Oc3ccccc3-c3ccccc32)c(CCCP2(=O)Oc3ccccc3-c3ccccc32)c1,C192H180O28P8Si,3211.40199999999,8,P-Si,OH-to-glycidyl-ether-all,epoxy,Co-curing,C,False,0.7238095238095238,0.7238095238095238,TRAIN_103,TetraDSi,1,0,0,229,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_378,TetraDSi-OH-methyl,TRAIN_103,TetraDSi,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,COc1ccc(C(C)(C)c2ccc(O[Si](Oc3ccc(C(C)(C)c4ccc(O)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)(Oc3ccc(C(C)(C)c4ccc(O)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)Oc3ccc(C(C)(C)c4ccc(O)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)c(CCCP3(=O)Oc4ccccc4-c4ccccc43)c2)cc1CCCP1(=O)Oc2ccccc2-c2ccccc21,C181H166O24P8Si,3001.172999999991,8,P-Si,OH-to-methyl-ether,none,Additive,C,False,0.946236559139785,0.946236559139785,TRAIN_103,TetraDSi,1,0,0,214,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_379,TetraDSi-OH-methyl-all,TRAIN_103,TetraDSi,OH_methyl_all,Converted one OH group to a methyl ether. Converted all OH groups.,all_OH,COc1ccc(C(C)(C)c2ccc(O[Si](Oc3ccc(C(C)(C)c4ccc(OC)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)(Oc3ccc(C(C)(C)c4ccc(OC)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)Oc3ccc(C(C)(C)c4ccc(OC)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)c(CCCP3(=O)Oc4ccccc4-c4ccccc43)c2)cc1CCCP1(=O)Oc2ccccc2-c2ccccc21,C184H172O24P8Si,3043.253999999991,8,P-Si,OH-to-methyl-ether-all,none,Additive,C,False,0.8172043010752689,0.8172043010752689,TRAIN_103,TetraDSi,1,0,0,217,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_380,TetraDSi-OH-acetyl,TRAIN_103,TetraDSi,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,CC(=O)Oc1ccc(C(C)(C)c2ccc(O[Si](Oc3ccc(C(C)(C)c4ccc(O)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)(Oc3ccc(C(C)(C)c4ccc(O)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)Oc3ccc(C(C)(C)c4ccc(O)c(CCCP5(=O)Oc6ccccc6-c6ccccc65)c4)cc3CCCP3(=O)Oc4ccccc4-c4ccccc43)c(CCCP3(=O)Oc4ccccc4-c4ccccc43)c2)cc1CCCP1(=O)Oc2ccccc2-c2ccccc21,C182H166O25P8Si,3029.182999999991,8,P-Si,OH-to-acetate,none,Additive,C,False,0.8888888888888888,0.8888888888888888,TRAIN_103,TetraDSi,1,0,0,216,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
