outer_fold,1,2,3,4,5
1,1.0,0.5633484162895928,0.718552036199095,0.5129928894634777,0.673109243697479
2,0.5633484162895928,1.0,0.39334195216548157,0.43290239172592115,0.47847446670976085
3,0.718552036199095,0.39334195216548157,1.0,0.5491273432449904,0.4986425339366516
4,0.5129928894634777,0.43290239172592115,0.5491273432449904,1.0,0.2048480930833872
5,0.673109243697479,0.47847446670976085,0.4986425339366516,0.2048480930833872,1.0
