task,task_type,split_strategy,screening_mode,row_policy,feature_scope,use_BDE,descriptor_mode,use_V7_formula_features,configured_current_view,configured_current_k,outer_splits_requested,outer_splits_completed,inner_splits,selection_scope,selection_rule,formal_row_policy,n_valid_formal_rows,n_neat_rows,n_modified_rows,neat_fr_feature_masking,matching_baseline_leakage_guard,outer_R2_mean,outer_R2_std,outer_RMSE_mean,outer_RMSE_std,outer_MAE_mean,outer_MAE_std,outer_modified_R2_mean,outer_modified_R2_std,outer_modified_RMSE_mean,outer_modified_RMSE_std,outer_modified_MAE_mean,outer_modified_MAE_std,outer_PICP_mean,outer_PICP_std,outer_MPIW_mean,outer_MPIW_std,outer_modified_PICP_mean,outer_modified_PICP_std,outer_modified_MPIW_mean,outer_modified_MPIW_std,selected_view_frequency,selected_model_frequency,selected_k_frequency
THR,regression,molecule,formulation,baseline_inclusive,all,0,advanced,1,descriptors,30,5,5,5,fixed,feature view and K predefined before FINAL evaluation from development-stage sensitivity analyses; only the predictive model is selected using grouped inner CV within each outer-training set; UL94 threshold is estimated using outer-training data only; outer fold used once for evaluation,Baseline-inclusive absolute-property evaluation: valid Loading_total_FR >= 0; neat-EP FR-derived features masked; task-matching EP_matrix feature masked on neat-EP rows; overall and modified-test-subset metrics reported,397,111,286,True,True,0.4832714736882237,0.13285228024858872,18.165469441482163,4.568737300890846,12.431027907598175,2.4981657453714705,0.6025298601188822,0.19355568514889823,12.648550394966673,3.976659304936233,8.969651557267488,2.136112398743097,0.9595886075949366,0.03943201786629149,95.63452498505578,35.87187583308479,0.9753069113461621,0.02988193223944914,95.63452498505578,35.8718758330848,"[[""descriptors"", 5]]","[[""GBDT"", 3], [""ExtraTrees"", 1], [""LGBM"", 1]]","[[""30"", 5]]"
