feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
EP_matrix_PHRR_sq,ep_baseline,38.1372021452917,4.21840898854865,1,5,compact,GBDT,330,247
EP_matrix_PHRR_sqrt,ep_baseline,35.74903787341385,5.869747487505278,2,5,compact,GBDT,330,247
Loading_total_FR_sqrt,formulation_loading,32.914141577945806,-5.743367146054905,3,5,compact,GBDT,330,247
P_x_curing_TPSA,molecular_descriptor,32.53832703050639,-2.444863338238664,4,5,compact,GBDT,330,247
EP_matrix_PHRR,ep_baseline,29.56906567136447,6.403419269919397,5,5,compact,GBDT,330,247
curing_morgan_r2_22,molecular_fingerprint,26.762027366641508,3.464913796666595,6,5,compact,GBDT,330,247
Loading_total_FR wt%,formulation_loading,21.10013693936997,-2.2714870038463015,7,5,compact,GBDT,330,247
P_x_curing_HBA,molecular_descriptor,20.504216369556058,-1.9383027070429584,8,5,compact,GBDT,330,247
main_FractionCSP3,molecular_descriptor,17.636283121340803,-3.2220480744375126,9,5,compact,GBDT,330,247
Synergy_x_EP_matrix_PHRR,formulation_interaction,14.633582144363066,5.57047154504392,10,5,compact,GBDT,330,247
main_TPSA,molecular_descriptor,13.322514464772407,-0.5725532980097668,11,5,compact,GBDT,330,247
Loading_total_FR_sq,formulation_loading,11.859345048078232,-1.141441975211104,12,5,compact,GBDT,330,247
main_RotBonds,other,9.88203928520282,-2.136326229936547,13,5,compact,GBDT,330,247
main_morgan_r2_33,molecular_fingerprint,8.289363739490513,-3.00237511396408,14,5,compact,GBDT,330,247
Cone_flux_kW_m2,test_condition,8.177598697394135,0.8091801136566538,15,5,compact,GBDT,330,247
Cone_flux_sq,test_condition,7.844270262983105,0.741315213176939,16,5,compact,GBDT,330,247
main_LogP,molecular_descriptor,5.6447411909699445,1.3945212176442143,17,5,compact,GBDT,330,247
main_morgan_r2_11,molecular_fingerprint,5.61650365912252,-2.830242380797863,18,5,compact,GBDT,330,247
main_morgan_r2_107,molecular_fingerprint,5.484836973382368,-0.8071075212624337,19,5,compact,GBDT,330,247
main_MolWt,molecular_descriptor,5.471195741130246,-1.3610083526041774,20,5,compact,GBDT,330,247
main_morgan_r2_26,molecular_fingerprint,4.571625106516813,4.571625106516813,21,5,compact,GBDT,330,247
P_x_curing_MolWt,molecular_descriptor,4.533031403256786,-0.5069321505228677,22,5,compact,GBDT,330,247
P_content wt%,elemental_composition,4.2603385123858875,-0.26858566465477146,23,5,compact,GBDT,330,247
Cure_Temp_Max,curing_and_preparation,4.186975909645358,-1.0158806728902787,24,5,compact,GBDT,330,247
P_x_curing_HeavyAtomCount,molecular_descriptor,3.9778507567404042,-0.7276623887444538,25,5,compact,GBDT,330,247
main_morgan_r2_60,molecular_fingerprint,3.5310757285356504,-1.474840828378995,26,5,compact,GBDT,330,247
Preparation_Method_DOPO-based (Additive + Secondary Crosslinking),curing_and_preparation,2.5691533941692772,2.5691533941692772,27,5,compact,GBDT,330,247
curing_RotBonds,molecular_descriptor,2.248737260500589,-0.014173078404532136,28,5,compact,GBDT,330,247
main_morgan_r2_12,molecular_fingerprint,2.2225691367768574,0.8900045843670766,29,5,compact,GBDT,330,247
main_morgan_r2_15,molecular_fingerprint,2.0624379735522798,0.040684862269295685,30,5,compact,GBDT,330,247
P_x_curing_LogP,molecular_descriptor,1.9489838971445954,-0.38606865443289284,31,5,compact,GBDT,330,247
P_x_curing_RotBonds,molecular_descriptor,1.7844696845279802,-0.035249073670970056,32,5,compact,GBDT,330,247
main_morgan_r2_115,molecular_fingerprint,1.5013133867747246,0.6832630516919828,33,5,compact,GBDT,330,247
main_morgan_r2_3,molecular_fingerprint,1.3376070917977227,0.02894982016748845,34,5,compact,GBDT,330,247
Loading_x_EP_matrix_PHRR,formulation_interaction,1.3308660801914,-0.3116317507955765,35,5,compact,GBDT,330,247
P_content_sqrt,elemental_composition,1.3274845147132877,-0.09363998651504511,36,5,compact,GBDT,330,247
main_morgan_r2_45,molecular_fingerprint,0.9838091205888329,-0.44101111233234447,37,5,compact,GBDT,330,247
main_morgan_r2_85,molecular_fingerprint,0.9316702963577368,-0.12726562549670525,38,5,compact,GBDT,330,247
Co_FR_fraction,formulation_loading,0.8041703657309215,0.8041703657309215,39,5,compact,GBDT,330,247
main_morgan_r2_34,molecular_fingerprint,0.7144974795977274,0.6603175759315489,40,5,compact,GBDT,330,247
P_x_curing_RingCount,molecular_descriptor,0.6908007732033733,-0.08392020374536521,41,5,compact,GBDT,330,247
main_morgan_r2_50,molecular_fingerprint,0.6892014666729503,-0.04016038884719212,42,5,compact,GBDT,330,247
main_morgan_r2_46,molecular_fingerprint,0.6601934142907461,-0.3643973338935112,43,5,compact,GBDT,330,247
main_morgan_r2_13,molecular_fingerprint,0.5765446720520655,-0.29586993118127175,44,5,compact,GBDT,330,247
Preparation_Method_DOPO-based (Co-curing),molecular_descriptor,0.5597145889865022,-0.2805996215343475,45,5,compact,GBDT,330,247
main_morgan_r2_92,molecular_fingerprint,0.5550435205300652,0.2157133118311563,46,5,compact,GBDT,330,247
main_AromaticRings,molecular_descriptor,0.5240984249777264,0.3844976020521589,47,5,compact,GBDT,330,247
N/P ratio,elemental_composition,0.5161504377259152,-0.1189001674122281,48,5,compact,GBDT,330,247
main_morgan_r2_94,molecular_fingerprint,0.5098884900410975,-0.005098884900410948,49,5,compact,GBDT,330,247
N_content wt%,elemental_composition,0.501155751347542,0.07429655240641703,50,5,compact,GBDT,330,247
main_morgan_r2_18,molecular_fingerprint,0.46772511531909333,-0.2529685449931358,51,5,compact,GBDT,330,247
Si/P ratio,elemental_composition,0.4559931024577883,-0.04110030512015027,52,5,compact,GBDT,330,247
main_morgan_r2_106,molecular_fingerprint,0.4477629293004671,0.260490943690141,53,5,compact,GBDT,330,247
main_morgan_r2_62,molecular_fingerprint,0.3769693504439458,-0.19335740102661977,54,5,compact,GBDT,330,247
Preparation_Method_DOPO-based (reactive),curing_and_preparation,0.3541335197289789,-0.16591416663593708,55,5,compact,GBDT,330,247
Si_content wt%,elemental_composition,0.3411964757574928,-0.0024825918012195236,56,5,compact,GBDT,330,247
main_morgan_r2_110,molecular_fingerprint,0.32190603951613134,-0.0036925259563658445,57,5,compact,GBDT,330,247
main_morgan_r2_122,molecular_fingerprint,0.30475122478273164,-0.04931658824284875,58,5,compact,GBDT,330,247
P_content_log,elemental_composition,0.30234415200021536,-0.052666400671005226,59,5,compact,GBDT,330,247
Cone_Thickness_mm,test_condition,0.2569305187629328,0.0661516865922345,60,5,compact,GBDT,330,247
P_x_CuringAgent_Has_S,molecular_descriptor,0.24924353420734438,0.02769372602303827,61,5,compact,GBDT,330,247
main_morgan_r2_111,molecular_fingerprint,0.2402898438771564,0.04309546113014214,62,5,compact,GBDT,330,247
main_morgan_r2_114,molecular_fingerprint,0.23471642116705588,-0.058409203092257195,63,5,compact,GBDT,330,247
main_HeavyAtomCount,other,0.2283684221903486,0.08783400853474942,64,5,compact,GBDT,330,247
main_morgan_r2_108,molecular_fingerprint,0.20894244054953268,0.05897134257687463,65,5,compact,GBDT,330,247
co_morgan_r2_13,molecular_fingerprint,0.20137226965692295,0.20137226965692295,66,5,compact,GBDT,330,247
main_HBA,other,0.19669354710314005,0.19550157911247673,67,5,compact,GBDT,330,247
co_HeavyAtomCount,other,0.18173803170522043,0.18173803170522043,68,5,compact,GBDT,330,247
Si_content_wt%_sqrt,elemental_composition,0.17804212914572817,0.0007026675012376808,69,5,compact,GBDT,330,247
main_HBD,other,0.17597222454018063,0.026787340972158676,70,5,compact,GBDT,330,247
N_content_wt%_sq,elemental_composition,0.155487917860349,-0.10416088932090335,71,5,compact,GBDT,330,247
main_morgan_r2_25,molecular_fingerprint,0.14362411419550575,0.01144829895761277,72,5,compact,GBDT,330,247
main_morgan_r2_116,molecular_fingerprint,0.125862853527069,0.09580605268478386,73,5,compact,GBDT,330,247
main_morgan_r2_77,molecular_fingerprint,0.10889266967773435,-0.057849230766296424,74,5,compact,GBDT,330,247
co_MolWt,molecular_descriptor,0.09224730670452126,0.09224730670452126,75,5,compact,GBDT,330,247
main_morgan_r2_97,molecular_fingerprint,0.09032392236921517,-0.09032392236921517,76,5,compact,GBDT,330,247
P_content_x_EP_matrix_PHRR,formulation_interaction,0.08985613187154139,-0.08985613187154139,77,5,compact,GBDT,330,247
main_morgan_r2_0,molecular_fingerprint,0.08827725013097121,0.08827725013097121,78,5,compact,GBDT,330,247
main_morgan_r2_61,molecular_fingerprint,0.06234416034486559,0.03491272979312474,79,5,compact,GBDT,330,247
P_content_sq,elemental_composition,0.05782903883192279,-0.0408042483859592,80,5,compact,GBDT,330,247
main_morgan_r2_21,molecular_fingerprint,0.0457944362693363,0.00275870098008051,81,5,compact,GBDT,330,247
N/P_ratio_sqrt,elemental_composition,0.042174612283706656,-0.002406155003441703,82,5,compact,GBDT,330,247
main_morgan_r2_5,molecular_fingerprint,0.033603490226798566,0.002754384444819554,83,5,compact,GBDT,330,247
main_morgan_r2_121,molecular_fingerprint,0.033581074476242055,0.033581074476242055,84,5,compact,GBDT,330,247
B_content_wt%_sqrt,elemental_composition,0.032657519976298,-0.032657519976298,85,5,compact,GBDT,330,247
N_content_wt%_sqrt,elemental_composition,0.02863833573129444,0.005219746033350633,86,5,compact,GBDT,330,247
P_x_curing_AromaticRings,molecular_descriptor,0.027592984835306804,0.027592984835306804,87,5,compact,GBDT,330,247
N/P_ratio_sq,elemental_composition,0.027263145976596435,-0.027263145976596435,88,5,compact,GBDT,330,247
main_morgan_r2_76,molecular_fingerprint,0.02244033747249179,-0.006514936685562132,89,5,compact,GBDT,330,247
curing_TPSA,molecular_descriptor,0.022284475962320967,0.022284475962320967,90,5,compact,GBDT,330,247
main_morgan_r2_69,molecular_fingerprint,0.01763924625184801,0.01763924625184801,91,5,compact,GBDT,330,247
main_morgan_r2_54,molecular_fingerprint,0.016316108306248984,-0.006718397537867228,92,5,compact,GBDT,330,247
main_morgan_r2_104,molecular_fingerprint,0.01377212471432156,0.01377212471432156,93,5,compact,GBDT,330,247
main_morgan_r2_109,molecular_fingerprint,0.01166042751736111,-0.01166042751736111,94,5,compact,GBDT,330,247
main_morgan_r2_52,molecular_fingerprint,0.010939532385932082,0.008204649289449062,95,5,compact,GBDT,330,247
main_morgan_r2_78,molecular_fingerprint,0.009781934685177273,0.009781934685177273,96,5,compact,GBDT,330,247
Si_content_wt%_sq,elemental_composition,0.008897050221761068,-0.008897050221761068,97,5,compact,GBDT,330,247
main_morgan_r2_65,molecular_fingerprint,0.008535489108827378,-0.008535489108827378,98,5,compact,GBDT,330,247
Synergy_type_P-N-Si,other,0.0,0.0,99,5,compact,GBDT,330,247
Synergy_type_P-N-Si-S,other,0.0,0.0,100,5,compact,GBDT,330,247
Synergy_type_P-N-Si-B,other,0.0,0.0,101,5,compact,GBDT,330,247
Synergy_type_P-N-S,other,0.0,0.0,102,5,compact,GBDT,330,247
Synergy_type_P-N-Al,other,0.0,0.0,103,5,compact,GBDT,330,247
Synergy_type_P-N,other,0.0,0.0,104,5,compact,GBDT,330,247
Has_P,elemental_composition,0.0,0.0,105,5,compact,GBDT,330,247
B/P ratio,elemental_composition,0.0,0.0,106,5,compact,GBDT,330,247
Main_FR_fraction,formulation_loading,0.0,0.0,107,5,compact,GBDT,330,247
S_content wt%,elemental_composition,0.0,0.0,108,5,compact,GBDT,330,247
Synergy_flag(single=0&synergy=1),other,0.0,0.0,109,5,compact,GBDT,330,247
S/P ratio,elemental_composition,0.0,0.0,110,5,compact,GBDT,330,247
B_content wt%,elemental_composition,0.0,0.0,111,5,compact,GBDT,330,247
Has_N,elemental_composition,0.0,0.0,112,5,compact,GBDT,330,247
Has_S,elemental_composition,0.0,0.0,113,5,compact,GBDT,330,247
Has_B,elemental_composition,0.0,0.0,114,5,compact,GBDT,330,247
Synergy_type_P-N-Si-Ti,other,0.0,0.0,115,5,compact,GBDT,330,247
Synergy_type_P-only,other,0.0,0.0,116,5,compact,GBDT,330,247
Synergy_type_P-Si,other,0.0,0.0,117,5,compact,GBDT,330,247
Synergy_type_P-N-B,other,0.0,0.0,118,5,compact,GBDT,330,247
Synergy_type_P-N-C,other,0.0,0.0,119,5,compact,GBDT,330,247
main_morgan_r2_29,molecular_fingerprint,0.0,0.0,120,5,compact,GBDT,330,247
main_morgan_r2_28,molecular_fingerprint,0.0,0.0,121,5,compact,GBDT,330,247
main_morgan_r2_27,molecular_fingerprint,0.0,0.0,122,5,compact,GBDT,330,247
main_morgan_r2_24,molecular_fingerprint,0.0,0.0,123,5,compact,GBDT,330,247
main_morgan_r2_22,molecular_fingerprint,0.0,0.0,124,5,compact,GBDT,330,247
main_morgan_r2_23,molecular_fingerprint,0.0,0.0,125,5,compact,GBDT,330,247
main_morgan_r2_19,molecular_fingerprint,0.0,0.0,126,5,compact,GBDT,330,247
main_morgan_r2_20,molecular_fingerprint,0.0,0.0,127,5,compact,GBDT,330,247
main_morgan_r2_14,molecular_fingerprint,0.0,0.0,128,5,compact,GBDT,330,247
main_morgan_r2_17,molecular_fingerprint,0.0,0.0,129,5,compact,GBDT,330,247
main_RingCount,molecular_descriptor,0.0,0.0,130,5,compact,GBDT,330,247
main_morgan_r2_1,molecular_fingerprint,0.0,0.0,131,5,compact,GBDT,330,247
main_morgan_r2_6,molecular_fingerprint,0.0,0.0,132,5,compact,GBDT,330,247
main_morgan_r2_4,molecular_fingerprint,0.0,0.0,133,5,compact,GBDT,330,247
main_morgan_r2_9,molecular_fingerprint,0.0,0.0,134,5,compact,GBDT,330,247
main_morgan_r2_7,molecular_fingerprint,0.0,0.0,135,5,compact,GBDT,330,247
main_morgan_r2_2,molecular_fingerprint,0.0,0.0,136,5,compact,GBDT,330,247
Si/P_ratio_sq,elemental_composition,0.0,0.0,137,5,compact,GBDT,330,247
Si/P_ratio_sqrt,elemental_composition,0.0,0.0,138,5,compact,GBDT,330,247
P_x_CuringAgent_Has_N,molecular_descriptor,0.0,0.0,139,5,compact,GBDT,330,247
S/P_ratio_sq,elemental_composition,0.0,0.0,140,5,compact,GBDT,330,247
S/P_ratio_sqrt,elemental_composition,0.0,0.0,141,5,compact,GBDT,330,247
B/P_ratio_sq,elemental_composition,0.0,0.0,142,5,compact,GBDT,330,247
B/P_ratio_sqrt,elemental_composition,0.0,0.0,143,5,compact,GBDT,330,247
P_x_curing_HBD,molecular_descriptor,0.0,0.0,144,5,compact,GBDT,330,247
P_x_curing_FractionCSP3,molecular_descriptor,0.0,0.0,145,5,compact,GBDT,330,247
main_co_similarity_sq,other,0.0,0.0,146,5,compact,GBDT,330,247
main_co_similarity,other,0.0,0.0,147,5,compact,GBDT,330,247
Co_FR_present,other,0.0,0.0,148,5,compact,GBDT,330,247
S_content_wt%_sq,elemental_composition,0.0,0.0,149,5,compact,GBDT,330,247
S_content_wt%_sqrt,elemental_composition,0.0,0.0,150,5,compact,GBDT,330,247
B_content_wt%_sq,elemental_composition,0.0,0.0,151,5,compact,GBDT,330,247
Preparation_Method_DOPO-based (additive),curing_and_preparation,0.0,0.0,152,5,compact,GBDT,330,247
Synergy_type_P-P,other,0.0,0.0,153,5,compact,GBDT,330,247
CuringAgent_Has_S,molecular_descriptor,0.0,0.0,154,5,compact,GBDT,330,247
CuringAgent_Has_N,molecular_descriptor,0.0,0.0,155,5,compact,GBDT,330,247
Has_Si,elemental_composition,0.0,0.0,156,5,compact,GBDT,330,247
main_morgan_r2_56,molecular_fingerprint,0.0,0.0,157,5,compact,GBDT,330,247
main_morgan_r2_53,molecular_fingerprint,0.0,0.0,158,5,compact,GBDT,330,247
main_morgan_r2_49,molecular_fingerprint,0.0,0.0,159,5,compact,GBDT,330,247
main_morgan_r2_48,molecular_fingerprint,0.0,0.0,160,5,compact,GBDT,330,247
main_morgan_r2_51,molecular_fingerprint,0.0,0.0,161,5,compact,GBDT,330,247
main_morgan_r2_71,molecular_fingerprint,0.0,0.0,162,5,compact,GBDT,330,247
main_morgan_r2_72,molecular_fingerprint,0.0,0.0,163,5,compact,GBDT,330,247
main_morgan_r2_74,molecular_fingerprint,0.0,0.0,164,5,compact,GBDT,330,247
main_morgan_r2_68,molecular_fingerprint,0.0,0.0,165,5,compact,GBDT,330,247
main_morgan_r2_67,molecular_fingerprint,0.0,0.0,166,5,compact,GBDT,330,247
main_morgan_r2_55,molecular_fingerprint,0.0,0.0,167,5,compact,GBDT,330,247
main_morgan_r2_63,molecular_fingerprint,0.0,0.0,168,5,compact,GBDT,330,247
main_morgan_r2_57,molecular_fingerprint,0.0,0.0,169,5,compact,GBDT,330,247
main_morgan_r2_58,molecular_fingerprint,0.0,0.0,170,5,compact,GBDT,330,247
main_morgan_r2_59,molecular_fingerprint,0.0,0.0,171,5,compact,GBDT,330,247
main_morgan_r2_39,molecular_fingerprint,0.0,0.0,172,5,compact,GBDT,330,247
main_morgan_r2_38,molecular_fingerprint,0.0,0.0,173,5,compact,GBDT,330,247
main_morgan_r2_40,molecular_fingerprint,0.0,0.0,174,5,compact,GBDT,330,247
main_morgan_r2_41,molecular_fingerprint,0.0,0.0,175,5,compact,GBDT,330,247
main_morgan_r2_43,molecular_fingerprint,0.0,0.0,176,5,compact,GBDT,330,247
main_morgan_r2_44,molecular_fingerprint,0.0,0.0,177,5,compact,GBDT,330,247
main_morgan_r2_37,molecular_fingerprint,0.0,0.0,178,5,compact,GBDT,330,247
main_morgan_r2_36,molecular_fingerprint,0.0,0.0,179,5,compact,GBDT,330,247
main_morgan_r2_32,molecular_fingerprint,0.0,0.0,180,5,compact,GBDT,330,247
main_morgan_r2_35,molecular_fingerprint,0.0,0.0,181,5,compact,GBDT,330,247
