feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
EP_matrix_PHRR,ep_baseline,48.358091258009274,20.298611463904372,1,3,compact,GBDT,330,247
EP_matrix_PHRR_sqrt,ep_baseline,45.80209499214723,18.529882438284748,2,3,compact,GBDT,330,247
P_x_curing_HBA,molecular_descriptor,42.97389487658937,17.14614025991824,3,3,compact,GBDT,330,247
Loading_total_FR_sqrt,formulation_loading,28.32469609340034,4.374984355337089,4,3,compact,GBDT,330,247
EP_matrix_PHRR_sq,ep_baseline,23.937173010210188,13.09094800194104,5,3,compact,GBDT,330,247
P_x_curing_TPSA,molecular_descriptor,16.993808450367712,0.8806625213225684,6,3,compact,GBDT,330,247
Loading_total_FR_sq,formulation_loading,14.923399031087762,2.1822285271104835,7,3,compact,GBDT,330,247
curing_morgan_r2_80,molecular_fingerprint,12.643809653967617,0.09178067924247817,8,3,compact,GBDT,330,247
main_LogP,molecular_descriptor,11.488844096064566,-2.5892725050118246,9,3,compact,GBDT,330,247
main_RotBonds,other,10.889445734123386,-0.7893377719322844,10,3,compact,GBDT,330,247
Loading_total_FR wt%,formulation_loading,8.90222074458997,1.6743256980511876,11,3,compact,GBDT,330,247
P_x_curing_LogP,molecular_descriptor,8.248406546322833,-0.7112858913093802,12,3,compact,GBDT,330,247
curing_morgan_r2_22,molecular_fingerprint,7.146623596648382,-0.8343179301089712,13,3,compact,GBDT,330,247
curing_HBA,molecular_descriptor,6.0468857245809495,-0.33932465414206164,14,3,compact,GBDT,330,247
Cone_flux_sq,test_condition,5.480919744968416,0.8699682065182264,15,3,compact,GBDT,330,247
Cure_Temp_Max,curing_and_preparation,4.735948819940289,0.6104744640737774,16,3,compact,GBDT,330,247
Synergy_x_EP_matrix_PHRR,formulation_interaction,4.691839244994852,0.6681686573889517,17,3,compact,GBDT,330,247
P_x_curing_MolWt,molecular_descriptor,4.616405195386871,3.9865692723045716,18,3,compact,GBDT,330,247
P_content wt%,elemental_composition,4.490781503650878,-0.33687154465251484,19,3,compact,GBDT,330,247
