feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds
main_morgan_r2_31,molecular_fingerprint,0.7531014860222178,0.7531014860222178,-0.13764343606353374,-0.13764343606353374,1.0,0.0,0.6666666666666666,0.3333333333333333,96.8,5,5
main_morgan_r2_104,molecular_fingerprint,0.7251184050005655,0.7251184050005655,0.24623422232930797,0.24623422232930797,1.0,0.0,0.6666666666666666,0.6666666666666666,126.4,5,5
main_morgan_r2_15,molecular_fingerprint,0.6996012361665704,0.6996012361665704,-0.0003217087854044176,-0.0003217087854044176,1.0,0.0,0.75,0.75,87.0,5,5
main_morgan_r2_34,molecular_fingerprint,0.6816479334144993,0.6816479334144993,-0.018281836832959787,-0.018281836832959787,1.0,0.0,0.6666666666666666,0.3333333333333333,93.0,5,5
main_morgan_r2_27,molecular_fingerprint,0.6723733883428868,0.6723733883428868,-0.015169744622324533,-0.015169744622324533,1.0,0.0,0.6666666666666666,0.6666666666666666,87.2,5,5
main_morgan_r2_45,molecular_fingerprint,0.6544533273432991,0.6544533273432991,-0.07072765147554062,-0.07072765147554062,1.0,0.0,0.5,0.5,79.0,5,5
CuringAgent_Has_S,molecular_descriptor,0.6315320106867112,0.6315320106867112,-0.3059918571493604,-0.3059918571493604,1.0,0.0,0.5,0.5,120.6,5,5
main_morgan_r2_54,molecular_fingerprint,0.631282170454937,0.631282170454937,0.057760085944034645,0.057760085944034645,1.0,0.0,0.75,0.25,90.6,5,5
main_morgan_r2_119,molecular_fingerprint,0.5988842592181517,0.5988842592181517,-0.33807919154922395,-0.33807919154922395,1.0,0.0,1.0,0.0,123.8,5,5
curing_RotBonds,molecular_descriptor,0.5954783306253935,0.5954783306253935,0.1428962628443692,0.1428962628443692,1.0,0.0,0.6666666666666666,0.6666666666666666,135.6,5,5
main_morgan_r2_65,molecular_fingerprint,0.5917742666976993,0.5917742666976993,-0.007492353430319715,-0.007492353430319715,1.0,0.0,0.5,0.5,95.4,5,5
main_morgan_r2_122,molecular_fingerprint,0.5373060170615933,0.5373060170615933,0.1825156756669589,0.1825156756669589,1.0,0.0,0.6666666666666666,0.3333333333333333,126.8,5,5
main_morgan_r2_28,molecular_fingerprint,0.5303946046363046,0.5303946046363046,-0.04039563060901985,-0.04039563060901985,1.0,0.0,0.5,0.5,98.8,5,5
P_x_curing_AromaticRings,molecular_descriptor,0.5053004382430497,0.5053004382430497,0.05937664391796207,0.05937664391796207,1.0,0.0,0.6,0.6,72.8,5,5
N_content_wt%_sq,elemental_composition,0.5038648170557485,0.5038648170557485,-0.01808785654198705,-0.01808785654198705,1.0,0.0,0.6,0.4,66.2,5,5
main_morgan_r2_75,molecular_fingerprint,0.5007467897711753,0.5007467897711753,-0.22535089191881488,-0.22535089191881488,1.0,0.0,1.0,0.0,124.4,5,5
main_morgan_r2_118,molecular_fingerprint,0.4859887782218177,0.4859887782218177,-0.08008708968777553,-0.08008708968777553,1.0,0.0,0.5,0.5,93.8,5,5
N_content_wt%_sqrt,elemental_composition,0.4626433925658337,0.4626433925658337,-0.058057349966074735,-0.058057349966074735,1.0,0.0,0.6,0.4,77.4,5,5
curing_HeavyAtomCount,molecular_descriptor,0.46168562570868354,0.46168562570868354,-0.10336880813023779,-0.10336880813023779,1.0,0.0,1.0,0.0,160.0,5,5
main_morgan_r2_76,molecular_fingerprint,0.42015405801817307,0.42015405801817307,-0.033337823336728405,-0.033337823336728405,1.0,0.0,1.0,0.0,95.2,5,5
main_morgan_r2_37,molecular_fingerprint,0.4064201473574071,0.4064201473574071,0.15393607402926848,0.15393607402926848,1.0,0.0,0.6666666666666666,0.6666666666666666,116.6,5,5
main_morgan_r2_99,molecular_fingerprint,0.3949007623928979,0.3949007623928979,-0.016021246861028314,-0.016021246861028314,1.0,0.0,1.0,0.0,163.2,5,5
main_morgan_r2_101,molecular_fingerprint,0.3625286940673228,0.3625286940673228,0.22328944050665536,0.22328944050665536,1.0,0.0,1.0,1.0,121.8,5,5
