outer_fold,1,2,3,4,5
1,1.0,0.6014197255124273,0.6185436894595417,0.6535589313469792,0.6773139976197257
2,0.6014197255124273,1.0,0.623892271925818,0.7961000486883366,0.5541247022185066
3,0.6185436894595417,0.623892271925818,1.0,0.5679084421298596,0.5757076232507372
4,0.6535589313469792,0.7961000486883366,0.5679084421298596,1.0,0.546642824585683
5,0.6773139976197257,0.5541247022185066,0.5757076232507372,0.546642824585683,1.0
