feature,feature_group,mean_abs_shap,mean_signed_shap,rank,outer_fold,selected_view,selected_model,selected_requested_k,selected_effective_k
P_x_curing_HBA,molecular_descriptor,54.21663122955297,11.869940520756781,1,1,compact,GBDT,330,254
EP_matrix_PHRR_sqrt,ep_baseline,31.923737794624454,5.384547817574606,2,1,compact,GBDT,330,254
curing_morgan_r2_22,molecular_fingerprint,25.881006569034533,15.604674396316202,3,1,compact,GBDT,330,254
EP_matrix_PHRR,ep_baseline,25.43826540918815,5.1660188245938885,4,1,compact,GBDT,330,254
EP_matrix_PHRR_sq,ep_baseline,23.14100989648866,5.627900741340385,5,1,compact,GBDT,330,254
main_TPSA,molecular_descriptor,22.71579740648468,-0.3073480938043856,6,1,compact,GBDT,330,254
P_x_curing_TPSA,molecular_descriptor,21.227593444950053,3.7780185216996385,7,1,compact,GBDT,330,254
main_FractionCSP3,molecular_descriptor,16.92969066677822,1.53121996925109,8,1,compact,GBDT,330,254
main_MolWt,molecular_descriptor,14.7763392946124,0.003992315828799538,9,1,compact,GBDT,330,254
Loading_total_FR wt%,formulation_loading,14.482853730718302,3.586352222164471,10,1,compact,GBDT,330,254
Loading_total_FR_sqrt,formulation_loading,14.434587932253873,3.677820197401775,11,1,compact,GBDT,330,254
main_morgan_r2_26,molecular_fingerprint,13.440014032907785,-5.426509349888393,12,1,compact,GBDT,330,254
main_morgan_r2_94,molecular_fingerprint,7.501486066844731,1.7661538578404314,13,1,compact,GBDT,330,254
Loading_total_FR_sq,formulation_loading,7.4931216105818725,1.8017232578661715,14,1,compact,GBDT,330,254
Cone_flux_sq,test_condition,6.916693999767304,-3.409428699149025,15,1,compact,GBDT,330,254
main_RotBonds,other,6.897019834982024,-1.181951522760921,16,1,compact,GBDT,330,254
Synergy_x_EP_matrix_PHRR,formulation_interaction,6.525004400246673,2.820052520384391,17,1,compact,GBDT,330,254
Cone_flux_kW_m2,test_condition,5.768944502141742,-2.876905793315835,18,1,compact,GBDT,330,254
P_x_curing_LogP,molecular_descriptor,5.286585563719273,0.3072423950831094,19,1,compact,GBDT,330,254
P_x_curing_MolWt,molecular_descriptor,4.781748813688756,1.2343933562768827,20,1,compact,GBDT,330,254
Loading_x_EP_matrix_PHRR,formulation_interaction,3.8979292427251715,0.8232352743628958,21,1,compact,GBDT,330,254
main_morgan_r2_60,molecular_fingerprint,3.7864578815632384,1.6278517777721089,22,1,compact,GBDT,330,254
main_morgan_r2_11,molecular_fingerprint,3.2600645231124434,0.0736849601980712,23,1,compact,GBDT,330,254
P_x_curing_HeavyAtomCount,molecular_descriptor,3.0489230513075998,0.668204887757699,24,1,compact,GBDT,330,254
main_morgan_r2_92,molecular_fingerprint,2.9242083028041663,1.2202404684242276,25,1,compact,GBDT,330,254
P_content_sq,elemental_composition,2.707000395986769,0.6522475809521144,26,1,compact,GBDT,330,254
