Formulation_ID,Candidate_ID,Candidate_Name,Source_Type,Design_Family,Synthesis_Level,synthesis_feasible,candidate_feasible,smiles_valid,contains_DOPO,is_unique,candidate_status,Record_ID,FR_main,FR_co,Curing_Agent,Preparation_Method,Preparation_Method_num,Synergy_flag(single=0&synergy=1),Synergy_type,Main_FR_fraction,Co_FR_fraction,SMILES_main,SMILES_co,SMILES_Curing_Agent,Loading_total_FR wt%,P_content wt%,N_content wt%,S_content wt%,B_content wt%,Si_content wt%,N/P ratio,S/P ratio,B/P ratio,Si/P ratio,Has_P,Has_N,Has_S,Has_B,Has_Si,CuringAgent_Has_N,CuringAgent_Has_S,CuringAgent_Has_P,CuringAgent_Has_B,CuringAgent_Has_F,CuringAgent_Has_Cl,Cure_Temp_Max,LOI_Thickness_mm,LOI,EP_matrix_LOI,Delta_LOI,UL94_Thickness_mm,UL94,UL94_num,Cone_Thickness_mm,Cone_flux_kW_m2,PHRR_kw_㎡,EP_matrix_PHRR,Delta_PHRR,THR_MJ_㎡,EP_matrix_THR,Delta_THR,Tg_℃,EP_matrix_Tg,Delta_Tg,Char_yield_％_700C,EP_matrix_CY,Delta_CY,TS_MPa,EP_matrix_TS,Delta_TS,FS_MPa,EP_matrix_FS,Delta_FS,FR_main_BDE_Kcal/mol,FR_main_BDE_KJ/mol,BDE_Type,Reference,pred_Canonical_SMILES,pred_Bond_Type,pred_selected_model_task,pred_selected_model_name,pred_selected_target_mode,pred_selected_k_best,pred_BDE_pred_kJ_mol,pred_BDE_pred_std_kJ_mol,pred_confidence_note,pred_prediction_agreement_note,pred_pcpn_alltypes_abs_diff_kJ_mol,pred_BDE_pred_pc_pn_kJ_mol,pred_BDE_pred_pc_pn_std_kJ_mol,pred_BDE_model_pc_pn,pred_BDE_target_mode_pc_pn,pred_BDE_k_best_pc_pn,FR_main_BDE_pred_kJ_mol,FR_main_BDE_pred_std_kJ_mol,FR_main_BDE_model_task,FR_main_BDE_model_name,FR_main_BDE_target_mode,FR_main_BDE_k_best,FR_main_BDE_confidence_note,FR_main_BDE_prediction_agreement_note,FR_main_BDE_pcpn_alltypes_diff_kJ_mol,FR_main_BDE_pc_pn_pred_kJ_mol,FR_main_BDE_pc_pn_pred_std_kJ_mol,FR_main_BDE_final_kJ_mol,FR_main_BDE_available,FR_main_BDE_source,FR_main_BDE_low_confidence
FORM_000001,NEW_01,APD-2DOPO,designed,P-N,B,True,True,True,True,True,Candidate,,APD-2DOPO,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1ccc(Oc2cccc(NC(P3(=O)Oc4ccccc4-c4ccccc43)P3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,3.42,0.3126687554328335,0.21209165383939912,0.0,0.0,0.0,0.6783269839219991,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000002,NEW_01,APD-2DOPO,designed,P-N,B,True,True,True,True,True,Candidate,,APD-2DOPO,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1ccc(Oc2cccc(NC(P3(=O)Oc4ccccc4-c4ccccc43)P3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,7.0,0.6399652888976125,0.43410572423268834,0.0,0.0,0.0,0.6783269839219992,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000003,NEW_01,APD-2DOPO,designed,P-N,B,True,True,True,True,True,Candidate,,APD-2DOPO,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1ccc(Oc2cccc(NC(P3(=O)Oc4ccccc4-c4ccccc43)P3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.0,0.9142361269965892,0.6201510346181262,0.0,0.0,0.0,0.6783269839219992,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000004,CAND_001,APN-DOPO-monoamide,designed,P-N,B,True,True,True,True,True,Candidate,,APN-DOPO-monoamide,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1cc(Oc2cccc(NCP3(=O)Oc4ccccc4-c4ccccc43)c2)ccc1C(N)=O,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,3.42,0.22002600488526272,0.29849915255645465,0.0,0.0,0.0,1.3566539678439984,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000005,CAND_001,APN-DOPO-monoamide,designed,P-N,B,True,True,True,True,True,Candidate,,APN-DOPO-monoamide,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1cc(Oc2cccc(NCP3(=O)Oc4ccccc4-c4ccccc43)c2)ccc1C(N)=O,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,7.0,0.45034562403416345,0.6109631777471294,0.0,0.0,0.0,1.3566539678439984,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000006,CAND_001,APN-DOPO-monoamide,designed,P-N,B,True,True,True,True,True,Candidate,,APN-DOPO-monoamide,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1cc(Oc2cccc(NCP3(=O)Oc4ccccc4-c4ccccc43)c2)ccc1C(N)=O,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.0,0.6433508914773765,0.8728045396387563,0.0,0.0,0.0,1.3566539678439982,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000007,CAND_003,PBD-monoamide,designed,P-N,B,True,True,True,True,True,Candidate,,PBD-monoamide,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1ccc(Oc2cccc(NC(c3ccc(C(Nc4cccc(Oc5ccc(C(N)=O)c(C#N)c5)c4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)P3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,3.42,0.2079193847077862,0.28207465825550093,0.0,0.0,0.0,1.3566539678439984,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000008,CAND_003,PBD-monoamide,designed,P-N,B,True,True,True,True,True,Candidate,,PBD-monoamide,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1ccc(Oc2cccc(NC(c3ccc(C(Nc4cccc(Oc5ccc(C(N)=O)c(C#N)c5)c4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)P3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,7.0,0.4255659920919601,0.5773457917510253,0.0,0.0,0.0,1.3566539678439984,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000009,CAND_003,PBD-monoamide,designed,P-N,B,True,True,True,True,True,Candidate,,PBD-monoamide,,DDM,DOPO-based (additive),0,1,P-N,100.00%,0.00%,N#Cc1ccc(Oc2cccc(NC(c3ccc(C(Nc4cccc(Oc5ccc(C(N)=O)c(C#N)c5)c4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)P3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.0,0.6079514172742286,0.8247797025014647,0.0,0.0,0.0,1.3566539678439986,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000010,CAND_004,TDCA-DOPO-2-amino,designed,P-N,B,True,True,True,True,True,Candidate,,TDCA-DOPO-2-amino,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,Nc1ccc2c(c1)-c1ccccc1P(=O)(C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(OP(=O)(c3ccccc3)c3ccccc3)P3(=O)Oc4ccccc4-c4ccccc43)cc1)O2,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,4.0,0.50474255363572,0.05706341567746764,0.0,0.0,0.0,0.1130544973203332,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000011,CAND_004,TDCA-DOPO-2-amino,designed,P-N,B,True,True,True,True,True,Candidate,,TDCA-DOPO-2-amino,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,Nc1ccc2c(c1)-c1ccccc1P(=O)(C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(OP(=O)(c3ccccc3)c3ccccc3)P3(=O)Oc4ccccc4-c4ccccc43)cc1)O2,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.78,0.8555386284125455,0.09672248957330763,0.0,0.0,0.0,0.11305449732033317,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000012,CAND_004,TDCA-DOPO-2-amino,designed,P-N,B,True,True,True,True,True,Candidate,,TDCA-DOPO-2-amino,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,Nc1ccc2c(c1)-c1ccccc1P(=O)(C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(OP(=O)(c3ccccc3)c3ccccc3)P3(=O)Oc4ccccc4-c4ccccc43)cc1)O2,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.19,1.2858316553869966,0.1453690514383488,0.0,0.0,0.0,0.1130544973203332,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000013,CAND_005,DOPO-HPM-hydroxy,designed,P-N,B,True,True,True,True,True,Candidate,,DOPO-HPM-hydroxy,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(OCC(O)Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c(O)c1,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,4.0,0.17241014622633627,0.3118678786326974,0.0,0.0,0.0,1.8088719571253309,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000014,CAND_005,DOPO-HPM-hydroxy,designed,P-N,B,True,True,True,True,True,Candidate,,DOPO-HPM-hydroxy,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(OCC(O)Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c(O)c1,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.78,0.29223519785364,0.5286160542824221,0.0,0.0,0.0,1.8088719571253309,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000015,CAND_005,DOPO-HPM-hydroxy,designed,P-N,B,True,True,True,True,True,Candidate,,DOPO-HPM-hydroxy,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(OCC(O)Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)c(O)c1,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.19,0.4392148475115916,0.7944834208167966,0.0,0.0,0.0,1.808871957125331,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000016,CAND_006,DOPT-hydroxymethyl,designed,P-N-S,B,True,True,True,True,True,Candidate,,DOPT-hydroxymethyl,,DDM,DOPO-based (additive),0,1,P-N-S,100.00%,0.00%,O=P1(NS(=O)(=O)c2ccc(CO)cc2)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,3.42,0.26391718570930284,0.119348099058249,0.2732302057900243,0.0,0.0,0.4522179892813327,1.0352876606185832,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000017,CAND_006,DOPT-hydroxymethyl,designed,P-N-S,B,True,True,True,True,True,Candidate,,DOPT-hydroxymethyl,,DDM,DOPO-based (additive),0,1,P-N-S,100.00%,0.00%,O=P1(NS(=O)(=O)c2ccc(CO)cc2)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,7.0,0.5401813742588071,0.24427973491454477,0.5592431112661316,0.0,0.0,0.45221798928133267,1.0352876606185828,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000018,CAND_006,DOPT-hydroxymethyl,designed,P-N-S,B,True,True,True,True,True,Candidate,,DOPT-hydroxymethyl,,DDM,DOPO-based (additive),0,1,P-N-S,100.00%,0.00%,O=P1(NS(=O)(=O)c2ccc(CO)cc2)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.0,0.7716876775125815,0.3489710498779211,0.7989187303801881,0.0,0.0,0.4522179892813327,1.0352876606185832,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,160.0,3.2,,24.8,,3.2,,,3.0,35.0,,1184.0,,,87.2,,,159.0,,,17.0,,,62.6,,,97.55,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000019,CAND_007,DIB-hydroxy,designed,P-N,B,True,True,True,True,True,Candidate,,DIB-hydroxy,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=P1(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccc(O)cc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,4.0,0.34770845991611504,0.47172006179812326,0.0,0.0,0.0,1.3566539678439982,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000020,CAND_007,DIB-hydroxy,designed,P-N,B,True,True,True,True,True,Candidate,,DIB-hydroxy,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=P1(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccc(O)cc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.78,0.589365839557815,0.7995655047478191,0.0,0.0,0.0,1.3566539678439984,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000021,CAND_007,DIB-hydroxy,designed,P-N,B,True,True,True,True,True,Candidate,,DIB-hydroxy,,DDM,DOPO-based (Co-curing),2,1,P-N,100.00%,0.00%,O=P1(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccc(O)cc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.19,0.8857873016363029,1.201706857430719,0.0,0.0,0.0,1.3566539678439984,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000022,CAND_008,DTB-glycidyl,designed,P-N-B,B,True,True,True,True,True,Candidate,,DTB-glycidyl,,DDM,DOPO-based (Co-curing),2,1,P-N-B,100.00%,0.00%,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(OCC4CO4)cc3-c3ccccc32)c1=O,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,4.0,0.18289689094771397,0.2481277928105472,0.0,0.06384326160414164,0.0,1.3566539678439982,0.0,0.3490669593852908,0.0,1,1,0,1,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000023,CAND_008,DTB-glycidyl,designed,P-N-B,B,True,True,True,True,True,Candidate,,DTB-glycidyl,,DDM,DOPO-based (Co-curing),2,1,P-N-B,100.00%,0.00%,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(OCC4CO4)cc3-c3ccccc32)c1=O,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.78,0.3100102301563752,0.42057660881387754,0.0,0.1082143284190201,0.0,1.3566539678439984,0.0,0.34906695938529086,0.0,1,1,0,1,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000024,CAND_008,DTB-glycidyl,designed,P-N-B,B,True,True,True,True,True,Candidate,,DTB-glycidyl,,DDM,DOPO-based (Co-curing),2,1,P-N-B,100.00%,0.00%,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(OCC4CO4)cc3-c3ccccc32)c1=O,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.19,0.4659298296893013,0.632105552184869,0.0,0.16264070893655083,0.0,1.3566539678439984,0.0,0.34906695938529086,0.0,1,1,0,1,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000025,CAND_009,DSD-mono-glycidyl,designed,P-N-S,B,True,True,True,True,True,Candidate,,DSD-mono-glycidyl,,DDM,DOPO-based (Co-curing),2,1,P-N-S,100.00%,0.00%,O=P1(C(Nc2ccc(S(=O)(=O)c3ccc(NC(c4ccccc4OCC4CO4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2O)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,4.0,0.26223068367376096,0.11858543249881735,0.13574209552150981,0.0,0.0,0.4522179892813326,0.5176438303092915,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000026,CAND_009,DSD-mono-glycidyl,designed,P-N-S,B,True,True,True,True,True,Candidate,,DSD-mono-glycidyl,,DDM,DOPO-based (Co-curing),2,1,P-N-S,100.00%,0.00%,O=P1(C(Nc2ccc(S(=O)(=O)c3ccc(NC(c4ccccc4OCC4CO4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2O)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.78,0.44448100882702485,0.20100230808549543,0.23008285190895916,0.0,0.0,0.4522179892813326,0.5176438303092915,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000027,CAND_009,DSD-mono-glycidyl,designed,P-N-S,B,True,True,True,True,True,Candidate,,DSD-mono-glycidyl,,DDM,DOPO-based (Co-curing),2,1,P-N-S,100.00%,0.00%,O=P1(C(Nc2ccc(S(=O)(=O)c3ccc(NC(c4ccccc4OCC4CO4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2O)Oc2ccccc2-c2ccccc21,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.19,0.6680326666589059,0.3020963892907372,0.3458029883410462,0.0,0.0,0.4522179892813326,0.5176438303092915,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000028,CAND_010,DOPO-PPO-mono-glycidyl,designed,P-only,B,True,True,True,True,True,Candidate,,DOPO-PPO-mono-glycidyl,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(OCC2CO2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,4.0,0.4348626751294274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000029,CAND_010,DOPO-PPO-mono-glycidyl,designed,P-only,B,True,True,True,True,True,Candidate,,DOPO-PPO-mono-glycidyl,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(OCC2CO2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,6.78,0.7370922343443794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000030,CAND_010,DOPO-PPO-mono-glycidyl,designed,P-only,B,True,True,True,True,True,Candidate,,DOPO-PPO-mono-glycidyl,,DDM,DOPO-based (Co-curing),2,0,P-only,100.00%,0.00%,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(OCC2CO2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,10.19,1.1078126648922162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_000031,CAND_011,PAD-benzoxazole-analogue,designed,P-N-S,B,True,True,True,True,True,Candidate,,PAD-benzoxazole-analogue,,DDM,DOPO-based (Co-curing),2,1,P-N-S,100.00%,0.00%,O=P(Oc1ccc(C(Nc2nc3ccccc3o2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,4.0,0.35501134220014796,0.2140566871224241,0.12251295398648486,0.0,0.0,0.6029573190417771,0.34509588687286114,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,170.0,3.0,,24.0,,3.0,,,3.0,35.0,,1208.0,,,88.0,,,164.3,,,16.5,,,58.7,,,101.3,,,,,Virtual screening scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
